ID,Target
hsa-let-7e-5p,RNF144B
hsa-let-7e-5p,ZBTB8OS
hsa-let-7f-5p,ADH5
hsa-let-7f-5p,PRDM1
hsa-let-7f-5p,CCNG1
hsa-let-7f-5p,AP1S1
hsa-let-7f-5p,COL8A1
hsa-let-7f-5p,CRY2
hsa-let-7f-5p,FMO4
hsa-let-7f-5p,FXN
hsa-let-7f-5p,GLO1
hsa-let-7f-5p,GPS1
hsa-let-7f-5p,NAP1L1
hsa-let-7f-5p,PLCG2
hsa-let-7f-5p,QDPR
hsa-let-7f-5p,STRN
hsa-let-7f-5p,TGFBR3
hsa-let-7f-5p,FZD4
hsa-let-7f-5p,DYRK2
hsa-let-7f-5p,ATG12
hsa-let-7f-5p,NUDT4
hsa-let-7f-5p,ACOT9
hsa-let-7f-5p,ARMC8
hsa-let-7f-5p,CHTOP
hsa-let-7f-5p,POLL
hsa-let-7f-5p,PLEKHO1
hsa-let-7f-5p,THEM6
hsa-let-7f-5p,ARL8B
hsa-let-7f-5p,YOD1
hsa-let-7f-5p,KIF27
hsa-let-7f-5p,KIAA1143
hsa-let-7f-5p,KIAA1328
hsa-let-7f-5p,EFHD2
hsa-let-7f-5p,TOMM40L
hsa-let-7f-5p,ZBTB37
hsa-let-7f-5p,ZNF566
hsa-let-7f-5p,RNF144B
hsa-let-7f-5p,ZBTB8OS
hsa-mir-15a-5p,CAPZA2
hsa-mir-15a-5p,CHD4
hsa-mir-15a-5p,CLU
hsa-mir-15a-5p,KLF6
hsa-mir-15a-5p,CREBL2
hsa-mir-15a-5p,DMPK
hsa-mir-15a-5p,EIF1AX
hsa-mir-15a-5p,FKBP1A
hsa-mir-15a-5p,GCLM
hsa-mir-15a-5p,GPR27
hsa-mir-15a-5p,GRB2
hsa-mir-15a-5p,NFIC
hsa-mir-15a-5p,NFKB1
hsa-mir-15a-5p,ORC4
hsa-mir-15a-5p,PLRG1
hsa-mir-15a-5p,POLR2E
hsa-mir-15a-5p,PRKAR2A
hsa-mir-15a-5p,PRKCD
hsa-mir-15a-5p,RAD51C
hsa-mir-15a-5p,RBBP6
hsa-mir-15a-5p,SNRPB2
hsa-mir-15a-5p,SOX5
hsa-mir-15a-5p,STXBP3
hsa-mir-15a-5p,TAF13
hsa-mir-15a-5p,TGFBR3
hsa-mir-15a-5p,HSP90B1
hsa-mir-15a-5p,UGP2
hsa-mir-15a-5p,WIPF1
hsa-mir-15a-5p,SHOC2
hsa-mir-15a-5p,HIST2H2BE
hsa-mir-15a-5p,CREG1
hsa-mir-15a-5p,EIF2B2
hsa-mir-15a-5p,RPL14
hsa-mir-15a-5p,KLF4
hsa-mir-15a-5p,TBPL1
hsa-mir-15a-5p,SOCS5
hsa-mir-15a-5p,RIDA
hsa-mir-15a-5p,LANCL1
hsa-mir-15a-5p,NCKAP1
hsa-mir-15a-5p,ZNF275
hsa-mir-15a-5p,RCAN3
hsa-mir-15a-5p,HSPA4L
hsa-mir-15a-5p,KIAA0895
hsa-mir-15a-5p,CADM1
hsa-mir-15a-5p,TMEM245
hsa-mir-15a-5p,ANAPC13
hsa-mir-15a-5p,RPL36
hsa-mir-15a-5p,PNISR
hsa-mir-15a-5p,FBXO3
hsa-mir-15a-5p,TIMM13
hsa-mir-15a-5p,VPS4A
hsa-mir-15a-5p,C16orf72
hsa-mir-15a-5p,CLEC2D
hsa-mir-15a-5p,HCFC2
hsa-mir-15a-5p,SLC35B3
hsa-mir-15a-5p,LUC7L3
hsa-mir-15a-5p,CHIC1
hsa-mir-15a-5p,BRWD1
hsa-mir-15a-5p,ASNSD1
hsa-mir-15a-5p,DPP8
hsa-mir-15a-5p,STX17
hsa-mir-15a-5p,SBNO1
hsa-mir-15a-5p,RHOT1
hsa-mir-15a-5p,LRIF1
hsa-mir-15a-5p,PAG1
hsa-mir-15a-5p,CDC42SE2
hsa-mir-15a-5p,TAOK1
hsa-mir-15a-5p,SNX16
hsa-mir-15a-5p,OSGEPL1
hsa-mir-15a-5p,ZFHX4
hsa-mir-15a-5p,PHC3
hsa-mir-15a-5p,IFT74
hsa-mir-15a-5p,KLHL15
hsa-mir-15a-5p,HSDL2
hsa-mir-15a-5p,CDKN2AIPNL
hsa-mir-15a-5p,UBE2Q2
hsa-mir-15a-5p,ARHGAP12
hsa-mir-15a-5p,OMA1
hsa-mir-15a-5p,RAB3IP
hsa-mir-15a-5p,CNKSR3
hsa-mir-15a-5p,UBN2
hsa-mir-15a-5p,RNF149
hsa-mir-15a-5p,MIGA1
hsa-mir-15a-5p,ANKRD36
hsa-mir-15a-5p,PTAR1
hsa-mir-16-5p,APLNR
hsa-mir-16-5p,ARG2
hsa-mir-16-5p,ARL2
hsa-mir-16-5p,AUP1
hsa-mir-16-5p,CAMK2G
hsa-mir-16-5p,CAPZA2
hsa-mir-16-5p,CD44
hsa-mir-16-5p,ADGRE5
hsa-mir-16-5p,CDC5L
hsa-mir-16-5p,AP2M1
hsa-mir-16-5p,CLU
hsa-mir-16-5p,CREBL2
hsa-mir-16-5p,DLD
hsa-mir-16-5p,DMD
hsa-mir-16-5p,DMPK
hsa-mir-16-5p,EIF1AX
hsa-mir-16-5p,EIF4E
hsa-mir-16-5p,FKBP1A
hsa-mir-16-5p,FTL
hsa-mir-16-5p,GPR27
hsa-mir-16-5p,GRB2
hsa-mir-16-5p,HSP90AA1
hsa-mir-16-5p,DNAJB1
hsa-mir-16-5p,EIF3E
hsa-mir-16-5p,LMO7
hsa-mir-16-5p,SMAD5
hsa-mir-16-5p,NACA
hsa-mir-16-5p,NFIC
hsa-mir-16-5p,NFKB1
hsa-mir-16-5p,ORC4
hsa-mir-16-5p,PCK2
hsa-mir-16-5p,PDE3B
hsa-mir-16-5p,PEX14
hsa-mir-16-5p,PLRG1
hsa-mir-16-5p,POLR2E
hsa-mir-16-5p,PON2
hsa-mir-16-5p,PPA1
hsa-mir-16-5p,PPP2R1A
hsa-mir-16-5p,PRKAR1A
hsa-mir-16-5p,PRKAR2A
hsa-mir-16-5p,PRKCD
hsa-mir-16-5p,PSMD12
hsa-mir-16-5p,PYGB
hsa-mir-16-5p,RAD51C
hsa-mir-16-5p,RBBP6
hsa-mir-16-5p,RBMS1
hsa-mir-16-5p,RPS3
hsa-mir-16-5p,RPS3A
hsa-mir-16-5p,SGTA
hsa-mir-16-5p,SNRPB2
hsa-mir-16-5p,SOX5
hsa-mir-16-5p,STXBP3
hsa-mir-16-5p,TAF13
hsa-mir-16-5p,TMBIM6
hsa-mir-16-5p,TFRC
hsa-mir-16-5p,TGFBR3
hsa-mir-16-5p,HSP90B1
hsa-mir-16-5p,UGP2
hsa-mir-16-5p,WARS
hsa-mir-16-5p,WIPF1
hsa-mir-16-5p,SLC30A1
hsa-mir-16-5p,DAP3
hsa-mir-16-5p,SHOC2
hsa-mir-16-5p,MLF2
hsa-mir-16-5p,NAA10
hsa-mir-16-5p,HIST2H2BE
hsa-mir-16-5p,CUL4A
hsa-mir-16-5p,EIF3F
hsa-mir-16-5p,GPAA1
hsa-mir-16-5p,SUCLA2
hsa-mir-16-5p,CREG1
hsa-mir-16-5p,SQSTM1
hsa-mir-16-5p,EIF2B2
hsa-mir-16-5p,RPL14
hsa-mir-16-5p,USP8
hsa-mir-16-5p,RRP9
hsa-mir-16-5p,AIMP1
hsa-mir-16-5p,ZRANB2
hsa-mir-16-5p,TBPL1
hsa-mir-16-5p,MPDU1
hsa-mir-16-5p,POLR1C
hsa-mir-16-5p,SOCS5
hsa-mir-16-5p,MED13
hsa-mir-16-5p,SCAMP3
hsa-mir-16-5p,NAMPT
hsa-mir-16-5p,RIDA
hsa-mir-16-5p,ABCC4
hsa-mir-16-5p,LANCL1
hsa-mir-16-5p,TBL3
hsa-mir-16-5p,NCKAP1
hsa-mir-16-5p,ZNF275
hsa-mir-16-5p,MORF4L1
hsa-mir-16-5p,RCAN3
hsa-mir-16-5p,MRPL3
hsa-mir-16-5p,MGAT4A
hsa-mir-16-5p,HSPA4L
hsa-mir-16-5p,FASTKD2
