"","logFC","pvalue","padj"
"ADGRA3",0.00467696835052168,0.605555421037519,0.667087912929413
"ARL5B",0.00640593228889256,0.70635520407626,0.757963186733798
"OTUB1",0.0257295919258903,0.155125966372798,0.207226554689545
"HIP1",-0.111424094912386,2.53153701190716e-23,1.31017086147989e-21
"IFITM3",0.0680063765715041,0.0163855146638575,0.0275955426454067
"TMED4",0.00137978007579948,0.813978739624614,0.850565717665589
"ARHGEF9",-0.079037420280884,1.95886487182707e-14,2.81670514425234e-13
"PHLDA1",-0.0246885422756162,0.0336226408418181,0.0526165684975992
"SKA2",-0.00584385774709012,0.393398411869097,0.463185166344386
"C6orf89",0.00343996475237252,0.723844186527965,0.773484299934266
"CCSER2",0.0842064830072652,7.83852961330068e-17,1.67865522523263e-15
"LLGL1",-0.101846911482741,4.46241823443717e-13,5.08731281586797e-12
"RAPGEF2",-0.0207268960840731,0.250047846637638,0.313629930356614
"PRKAR2A",0.0528057964100134,0.00163517394469621,0.00337863412337263
"GPSM1",-0.0179869283737308,0.172370715955182,0.226984943203501
"GRINA",0.0443106078267683,0.01579569564155,0.026716050130605
"AQP1",0.144978278554074,2.39747928381399e-26,1.59530228670929e-24
"ERC1",-0.0477283144380547,0.00171951184642106,0.00353832021158464
"SRPRA",-0.0570762707319974,9.58544148556553e-09,5.2088886606144e-08
"USP1",0.000724729894680945,0.959506803041779,0.96826738821347
"HPS1",0.0132527690451456,0.353170675436874,0.423078161940637
"ABCD4",-0.0388081751797686,0.000296367694187899,0.000703568958707178
"DYNC1LI2",-0.117348787848883,1.53658972652059e-06,5.4979981380745e-06
"AHSA1",0.0469672423188721,4.78518276712595e-05,0.000130343261589091
"TMEM132A",-0.130977468763754,2.43006951854393e-13,2.89433485487213e-12
"UBR3",0.0770791664788261,1.79160600453438e-06,6.31175729636341e-06
"H2AFY2",-0.0308317282934646,0.00330982901476819,0.00645243497916394
"FBXW5",0.0845542219939186,1.54574236055158e-08,8.18055999947513e-08
"FBXW11",-0.03496094876023,0.00514921835333835,0.00966413955450263
"STARD4-AS1",-0.12038979958657,0.00494353523155507,0.00930748941669459
"ZADH2",0.0104697508767239,0.215110916408779,0.275461920167806
"NUFIP2",0.0151299833617263,0.235942923936767,0.298243563172359
"AAMP",0.0532316004430994,3.01116837563973e-06,1.02030807885408e-05
"SMG1",0.0377030922468025,0.0172908290082232,0.0289892006588568
"COL6A6",-0.0829578694624624,1.19599692187805e-05,3.65211703468356e-05
"FAM168A",-0.0687774747874599,3.61545916472814e-07,1.47030927428701e-06
"SLC30A9",0.0223659940118276,0.0936486191376054,0.13269940143336
"BANCR",0.194469012106968,1.19684044012206e-12,1.27110692345862e-11
"CDCA7L",-0.126570632993238,2.19099899759955e-07,9.29890293015687e-07
"FKBP4",-0.00937115922671915,0.265713092500144,0.33067081606745
"JPT1",0.022388127768598,0.23102404968783,0.292781620447835
"PPP2R3A",0.00610347490572927,0.520404485147081,0.588240188532521
"VPS39",-0.0470405293737064,1.57312610259578e-06,5.61025721357785e-06
"ANKH",0.0266055693651662,0.00740470024718729,0.0134632790497444
"NBR1",0.00749997570497054,0.515447696768739,0.583648972152969
"NUDT4",0.0431980109748603,0.000107104710597452,0.000274810079797751
"CRKL",-0.0225543858567003,0.0128270203295396,0.0221379246430314
"CHPF",0.0539917585491934,0.000520638718272419,0.00117741809670693
"SLCO3A1",0.00182570928591803,0.842484815018692,0.873563917751135
"TMEM98",-0.0349898079785113,0.000173365599978702,0.000429527764992826
"RACGAP1",-0.0434137360365243,0.000206656530492678,0.000505157157392811
"RHOB",0.0764579159078506,9.40682298585232e-10,6.17121656848521e-09
"NUP98",-0.0607150247650444,7.32143270955236e-07,2.78141932414745e-06
"GMPS",-0.0172265725669649,0.167593756837655,0.221544473614099
"NPEPPS",0.00729282514488102,0.281025674632793,0.3468888042575
"SMAD3",-0.0963275082815003,1.24644734997927e-19,4.02380354911623e-18
"BRD8",-0.0479299834504632,1.83496663987186e-07,7.91913796069121e-07
"CSK",-0.0254668467270951,0.0734972833595339,0.106535570433231
"ALDH3A2",-0.0338677852401955,2.8871930473159e-08,1.45217013972595e-07
"MARVELD1",-0.0881629443934945,1.2098268616197e-16,2.5125098613446e-15
"RPS7",0.136850048843714,5.45483139613741e-12,5.21568262964986e-11
"GOLM1",-0.11843512808231,2.64970748702302e-44,1.23419589449122e-41
"CLTB",0.170636164863956,7.26090352690589e-15,1.12332981966674e-13
"GRB2",0.0150416765509818,0.0121257648553277,0.0210326140767633
"PCGF3",-0.0326385683344447,0.0208706262696723,0.0342685015496747
"NINL",-0.143629670169171,2.87853148582435e-19,8.86791067294564e-18
"PPP6R2",0.0126954047267159,0.234434720434509,0.296541611331103
"MED15",-0.0266512891047167,0.0278099131359562,0.044312386941862
"MXD4",0.0316037649822771,0.00310018620176455,0.00607643950156496
"CBFB",-0.0380956807362006,0.000461390108914248,0.00105329070548917
"ZNF629",-0.0697398336521904,1.78363889474134e-09,1.10719745193796e-08
"EEF1B2",0.0639454212964506,7.69439289757549e-06,2.43864573925102e-05
"GPAA1",0.0382663116064605,0.0184845915413109,0.0307220648504877
"BEX4",0.0156693434214705,0.0503700276913005,0.0756739893042208
"PPP2R5A",0.0621880863187413,6.44889679265268e-06,2.07158896477281e-05
"SNRPB",0.0733514481636603,0.000189026146899076,0.000465322576039591
"TMED5",0.0162778707943486,0.3104975251638,0.378458759176287
"MED12",-0.121089340368529,6.57258291776753e-13,7.23983331195306e-12
"TALDO1",0.0694040239741869,7.08683907266533e-06,2.26092356129406e-05
"BOD1L1",0.0825614833803007,6.23140141421154e-05,0.000166639198778238
"MGAT1",0.0497312054563608,6.63123038611108e-08,3.11319318558894e-07
"NEURL1B",0.0933963981732774,2.16078922475612e-09,1.31622504549066e-08
"AHCYL1",-0.0130975541375926,0.0320317344024052,0.0504294881791609
"CCNT2",-0.00727742687677171,0.654301899154448,0.710465853698469
"GORASP2",-0.0258166789836022,1.62112658792403e-05,4.79644577125799e-05
"NELFB",0.0431012529723269,0.000212283429834047,0.000517792148825576
"KIF22",-0.0213767287660784,0.0215129732438211,0.0352035378978563
"NUP58",-0.0340220900865653,0.0189368665632096,0.0314177094157714
"RIC8A",0.0042978643650375,0.540875665336465,0.60779772766829
"DSG2",-0.0824398692458007,6.79403334975517e-10,4.55801352610633e-09
"PSMD4",0.0528791408028351,1.25256242372683e-05,3.80613213659024e-05
"DAPK1",-0.198973355167575,1.33726063009276e-39,3.48811062753394e-37
"PELP1",-0.00639978889418699,0.737122049610315,0.785420406128899
"MROH1",-0.0530424168201418,0.00100773514052111,0.0021695083695405
"SYNE1",0.0953066352168894,7.57873540106032e-11,5.94716408547706e-10
"WDTC1",-0.0146793140748457,0.155608549332539,0.207743545950965
"PHF2",-0.0374953767974454,0.0048483378002182,0.00914418244258074
"LIFR",0.00541660917198858,0.784723825579581,0.826151770520576
"PRR12",-0.106598367971661,3.53688792612136e-10,2.49475891468225e-09
"PRICKLE1",-0.026127172345317,0.00461434979204363,0.00874968740736159
"EHMT1",-0.0524031157919773,4.38162150938782e-08,2.12903996586816e-07
"KBTBD2",-0.00614597356415901,0.649447470243265,0.705958818712507
"QRICH1",-0.03612311235707,8.27568452201609e-07,3.11400685332181e-06
"POLR1A",-0.128991259505646,7.48243798305772e-19,2.16857680388975e-17
"FKBP9",-0.0473669210098233,2.43194805638676e-06,8.37977980221825e-06
"GNAI3",0.0148381457379818,0.0982560799629612,0.138640678878821
"MBD1",-0.0451081437304161,4.51283965546054e-06,1.48552384620183e-05
"PPP1R15A",0.084811510548564,2.234426863411e-09,1.35604444637535e-08
"HELLS",-0.109610844712341,1.83860587912081e-17,4.30504450188396e-16
"PTPN12",-0.00759494289493449,0.506174591830042,0.57444561665919
"ZNF24",0.0365353208517787,0.00159801498480258,0.00330866985740518
"RASGRP3",0.0247071606915112,0.211737180682282,0.271772100232095
"RBM15B",-0.0253764631226299,0.000448417336521813,0.00102691113308472
"RXRA",-0.0303034942785617,0.00219670855018249,0.00443284433103512
"TNKS1BP1",-0.067188077835914,2.35633381602739e-08,1.20373308376926e-07
"CIAO1",-0.0526011482603517,8.77393075125132e-10,5.77635562129327e-09
"UBXN6",0.0945327102583791,2.113200849494e-11,1.83125352020603e-10
"DESI2",0.0450163054686551,0.0015483634642657,0.00321710312266261
"GRK2",0.017482391582726,0.103967474705277,0.145753391928005
"KIAA0895L",-0.105515557810799,4.77969058579364e-10,3.28953691925703e-09
"NDUFA8",0.15693688632376,1.1157276270353e-15,1.99606580408702e-14
"RIN2",-0.00779075743902845,0.560335305879738,0.625782930234932
"PPP1R1A",0.161718639015276,1.58181991498294e-14,2.3127909564134e-13
"CD47",0.0430228363081981,1.2222166642907e-05,3.72694639599705e-05
"FBXO9",-0.0633047245266888,5.39496339113669e-10,3.68575759807254e-09
"LONP2",0.00996579262218661,0.22231103907054,0.28341941070948
"GATAD2A",-0.111321314891791,3.19682498876255e-26,2.11639550778889e-24
"SCYL1",0.0110125914798794,0.321083469570333,0.3895414521057
"PPP4R3A",0.00733381514817448,0.426202504260529,0.496341910935425
"ADAM15",0.0566066021899118,3.42058447601946e-06,1.15036778587534e-05
"SH3BP4",-0.037927538793085,0.00601767904104773,0.0111512603088014
"ZBED5",0.0620849860019823,1.53575232066934e-08,8.13867605289294e-08
"ACSL3",0.00444053961384805,0.683550509519153,0.73664400472226
"EXOC6B",0.00220944250532132,0.881418717053388,0.90558239387193
"KCTD10",-0.0712731017817854,1.35088836031026e-10,1.01780970509338e-09
"WBP2",0.0470165949228092,0.000662976540033703,0.00147350716344914
"ZNF618",-0.130127911597381,2.10249934363318e-25,1.29343379432377e-23
"ACP1",0.000135187991559807,0.982076701754235,0.98592517129424
"PTPRM",-0.00732252275669825,0.683470987963971,0.736619174037361
"FASTKD1",0.0454338528986845,0.000107081909367587,0.000274805639900053
"CDC42SE1",-0.0958687248162257,1.56903790575953e-15,2.75045596329514e-14
"FCGRT",0.0799363541712959,0.000143389907607459,0.000359563771393287
"NUP62",-0.0576531712517707,4.46300946901647e-06,1.47097724273219e-05
"PDE4DIP",0.0372281738042166,0.0391916799433732,0.0604682230949336
"TUBGCP2",0.0115180368564612,0.222574686723723,0.283627288819467
"GPC3",0.0142094630786878,0.323994407497149,0.392671225962068
"SPATA20",0.021472714973805,0.24610295471707,0.309455720730816
"DNAJC5",-0.0600404765038214,1.10947506475952e-09,7.1774671600167e-09
"NSD3",-0.0233276521317426,0.00714651466266399,0.0130465907377469
"SIVA1",0.0791802384797513,6.99406186989936e-05,0.000185399501843958
"TAGLN2",0.0359207816527903,0.0133278410912996,0.0229316231547136
"ELOB",0.179338896274554,1.40967610458149e-07,6.21534677347929e-07
"RTL6",-0.0722622113270364,2.8241793716798e-07,1.17265034592321e-06
"CNOT1",-0.0739741912087519,0.00265998775936984,0.00527395606618417
"NKIRAS2",-0.0268614360025463,0.0032840648195604,0.00640412281350281
"AP1B1",-0.0399068213852698,5.93526290619199e-05,0.000159439132487242
"CDK10",-0.0185694278679281,0.317727253536815,0.386152161087237
"MCMBP",-0.0176536604042915,0.11424187246346,0.158453950937834
"USP10",-0.0597410158273019,2.3530843585076e-11,2.02166839286272e-10
"TMEM50A",0.0505419962981925,7.95315796199971e-08,3.67689068204184e-07
"MAGEF1",-0.00617321371032317,0.458029751332266,0.528104815252433
"RBBP6",0.0807024790304287,7.73238250076927e-05,0.000203441058251024
"KAT2A",-0.0380560510103065,0.00806636173201579,0.0145688256071112
"SETX",-0.0220874073613317,0.0840836175478594,0.120331588814421
"GRAMD1A",-0.0324413279565078,0.00435913943877289,0.00830318337380985
"MOV10",-0.120514104890356,4.53993593363967e-19,1.36197982572955e-17
"ADARB1",-0.111999820966416,2.18291069113895e-14,3.11482726847201e-13
"BCOR",-0.061302363264079,7.29031268666889e-05,0.000192591102314952
"HNRNPUL2",0.00669488226746843,0.470005189227363,0.539880894654154
"STK40",-0.094061523671302,6.76931293216655e-18,1.67524438826027e-16
"VEZT",-0.00213014682412318,0.833467534821589,0.866405831264956
"IL33",-0.0964733692314571,3.36908048386381e-06,1.13538882869643e-05
"MIB1",0.00344655731791002,0.854709679950015,0.883360301601402
"SP1",-0.03640799355089,0.00216311567965091,0.00436843522669667
"TMEM127",0.00372401630800718,0.670379748681776,0.724785930722683
"VPS8",-0.0336817158885457,0.00311802269266043,0.00610589368733894
"CHSY1",-0.136553614622193,1.54202989579723e-27,1.12984010679705e-25
"MATN2",-0.0240883533553895,0.0737788298251197,0.106889968737971
"TP53I11",-0.0101049543752027,0.374008770644129,0.444286582269854
"GPATCH8",-0.0576788219324098,1.60359146796236e-06,5.70953860910867e-06
"SPAG9",0.024481811517346,0.073790795944997,0.106895430491464
"TNS3",-0.0431320663240306,0.000706578302070769,0.00156322208916149
"USP48",-0.0171305188062755,0.0262665140473977,0.0421259070592918
"RAB3IP",0.0293934576351717,0.0150084456330092,0.0255268841869727
"FBXO7",-0.0177668576659423,0.0209481029393276,0.0343913845083976
"YEATS2",-0.086330707483856,3.23221302570124e-09,1.9039982963503e-08
"LBR",-0.0604318986909449,3.82257056432696e-07,1.546338874068e-06
"SLC25A29",0.0240631273128801,0.1490982471911,0.200014332428134
"DPF2",-0.03050777620445,0.000442672000391789,0.00101500144674925
"SLC35F5",0.0141944307234525,0.355743650241036,0.42561312599244
"F2R",-0.142060095833529,5.28116819811043e-23,2.5893607383367e-21
"FYN",0.0177585638215124,0.00966623914526276,0.0171310084158876
"SMCHD1",-0.0176789924623094,0.25930098707566,0.323710488507778
"UQCRFS1",0.106373794318862,1.1073876842721e-13,1.41040529084733e-12
"BRD3",-0.0767648455704411,5.44431441399632e-07,2.12324143882876e-06
"DMAC2",0.0596736655581773,2.9774302412823e-08,1.49180350391102e-07
"PRPF8",-0.0916392770544926,2.00051419906967e-07,8.55713551468238e-07
"ADAMTS15",-0.0364623304373461,0.00300621401788435,0.00591090656132184
"ARHGEF7",-0.0363534166853767,0.000585039777955366,0.00131236477194597
"FBXW2",-0.0276476022685318,0.00247828050509786,0.00494897172676257
"ZNF83",-0.0377537980000712,0.0124022027919197,0.0214692764550327
"NDUFS8",0.143262612026071,2.19606271695764e-07,9.31719256817228e-07
"MAST4",0.0850101195949966,1.73460734319197e-11,1.52753200337e-10
"RUNX1T1",-0.0301949910358014,0.00231633952635173,0.00464907665476751
"TAF1C",-0.0361712574776115,0.0138609428587568,0.023748609664202
"NCSTN",-0.0464850853686206,8.2299787981765e-07,3.09901259465859e-06
"PHGDH",0.0283438532135664,0.0505478553092874,0.0758974359824691
"RASSF4",-0.0256939945168197,0.0123976636296482,0.0214671175063557
"AC092881.1",0.0245721670088549,0.0272053492829548,0.0434499345270998
"GTF2F1",-0.0065163773994993,0.564858296392267,0.629755676316289
"SLC35A4",-0.0483897276724672,3.39164558249019e-06,1.14210797022559e-05
"TCEAL9",0.0425650981101768,0.00771970500782408,0.013995050418688
"PIGS",-0.0532261777501747,9.67363551155937e-08,4.40361446219048e-07
"ADCY9",-0.073073592232627,1.24368523287342e-06,4.53076614724445e-06
"NR2C2",-0.0791054764498455,0.00237472834217324,0.00475821278823528
"MCCC2",-0.0227878372399842,0.00954387607494211,0.0169463896214289
"ULK1",-0.0259220641725224,0.0120562068179522,0.0209230937218539
"FAM162A",0.0626075302067077,1.78773029703771e-05,5.25007397747486e-05
"PSMD11",-0.015514808233377,0.0379710529626213,0.0587169163787653
"RRM2",-0.062480182372149,7.37072618543307e-09,4.09931816249118e-08
"DYRK1A",0.0315468376816164,0.0117553054445378,0.0204526005346401
"MCM2",-0.123829928945753,1.22366862088373e-06,4.46657882831392e-06
"SCD",-0.211821662659176,5.84319179348009e-24,3.21548132365263e-22
"DDX39A",0.044952052111762,0.00428843958000142,0.00818166018174057
"DIP2A",-0.0504348256261364,0.000191667628716921,0.00047093617440205
"RNF167",0.0653119004984223,4.47614211595837e-09,2.57625090363323e-08
"KDM6B",-0.0790100061419129,5.46279786710977e-10,3.72429742722664e-09
"ST3GAL1",-0.000579782338406633,0.968262671322221,0.975066153917412
"MRPS5",0.0560458098571234,0.0043710799870533,0.00832315912822115
"ARHGAP33",-0.0445620622659441,0.0132999254185052,0.0228896314737589
"IDH3A",-0.0903410907168187,0.00122158881405686,0.00258929974206559
"RANBP1",0.0147348863335182,0.296174755336422,0.363139151931711
"ATXN7L3",-0.0650312667704427,4.66233203931388e-07,1.85102387996139e-06
"FBRSL1",-0.0145685244473365,0.295749368094866,0.36278811688236
"RABGAP1",-0.0509342500797864,8.23000047968339e-08,3.79949261083295e-07
"CLDND1",0.0433852952491681,3.55906954318198e-05,9.9544038134633e-05
"MTOR",-0.0713647677483179,4.64481347592752e-06,1.5258855756435e-05
"TMEM56",0.0250391529528853,0.136392344164938,0.184909454532133
"CPNE3",0.0498904185924352,0.000582410813347736,0.00130736692386939
"PSMB6",0.104848980146201,9.62227416201983e-07,3.57882955516038e-06
"NUDCD3",-0.0439388060465255,4.85930718878046e-07,1.91929389327907e-06
"TUBGCP6",-0.0615389522623705,8.72792678471354e-06,2.73958173589011e-05
"ARAP1",-0.0305625971184106,0.0272919831704404,0.0435669577122257
"CUL3",-0.0231714127826254,0.220959285201428,0.281861404303308
"TRAP1",-0.0727789950426658,4.3523005933456e-07,1.7390534417406e-06
"COQ9",0.0693099177990128,1.5333938404623e-25,9.47797273332193e-24
"CYTH3",-0.0290064521449434,0.0419139653414731,0.0641801297004526
"IK",0.030132795730296,0.00201006270235785,0.0040801926481169
"LRRC47",-0.00309283794542515,0.660864132005943,0.716338930320937
"SNHG1",-0.0313561342449674,0.00147290042967929,0.00307796305141441
"THRA",0.00638136249479006,0.49431949750364,0.5629819959101
"TMEM168",0.0189754898709477,0.0685884889652824,0.100216342492182
"CLTA",0.00892759485826171,0.540960597582334,0.607840795525872
"TAOK1",0.038801254759419,0.00609115871929535,0.0112778097695982
"RAB12",0.0776176136746309,3.81151807336636e-14,5.21614047354082e-13
"ZCCHC3",-0.0243512482895546,0.000284914302277769,0.00067844665515915
"ACTR10",0.0467608892908374,4.28235034470195e-06,1.41762948648639e-05
"ALDOA",-0.0150286337302104,0.310534029962873,0.378467883260984
"DCLK2",-0.033263612747601,0.00162111271771326,0.00335276753320907
"ARHGAP29",0.0317035291368382,0.0699475290510569,0.101939398132069
"FTX",-0.0202071169476779,0.155266150231688,0.207338871694332
"POMP",0.115208034033436,1.8232462538268e-10,1.34800326771027e-09
"UBAP2",-0.0338155464961286,0.00887996597032003,0.0158669017926995
"YIPF3",0.0288251984829186,0.0173352503670063,0.0290524717664478
"HNRNPH2",0.00735292613221923,0.535577407522255,0.602726770981556
"LARGE1",0.119035165111452,4.71539115862501e-11,3.82689057192205e-10
"NEO1",-0.1199872810668,1.60861713438552e-17,3.79377661241518e-16
"VPS13D",-0.00355095645515645,0.79614464131298,0.835814087740794
"KIF11",-0.0446022163212346,0.000660371817532962,0.00146871917535213
"PCNX4",0.000802867221202809,0.935332235824143,0.949428198029204
"SH3GLB2",0.0530501091166841,7.71453315829601e-06,2.44443492348145e-05
"USP14",-0.0163952527160846,0.0969965251174689,0.137026503529249
"BANF1",0.0844842713308499,9.19302157620906e-06,2.87518914620908e-05
"CEMIP2",-0.259221484183086,2.70401113957035e-42,9.60425119063384e-40
"CDK5RAP2",-0.0205231947742347,0.0163681062723873,0.0275733456476976
"LRRC59",-0.0690764292927506,3.18649857591105e-14,4.39770523037375e-13
"PMPCA",-0.00208601920244273,0.853039793619588,0.882198559785454
"PPP6R1",-0.0562907775697306,0.00010122595460537,0.000261010063258845
"PROX1",0.0198394473829297,0.232182220777805,0.294020829535307
"TMEM8A",-0.0450834836505765,0.000336099356339885,0.000787532843224
"RNF19A",0.0205955871013155,0.226039864717694,0.287386616850084
"SARS",0.0139389751712882,0.207628982932583,0.267182752383497
"DENR",-0.00713308569253874,0.326741432225266,0.395375928658556
"RRAGA",0.0602905984509194,4.03518044042144e-16,7.73923872117301e-15
"UBE2A",0.0506246303295253,2.98277263848719e-11,2.51625619347671e-10
"TMX3",0.0152867089341573,0.225756129747004,0.287067199312577
"ECH1",0.132406069355366,2.84350198543316e-06,9.67698739422156e-06
"PSME3",-0.0734849734691294,5.52934988522601e-24,3.05566869504736e-22
"ARHGEF11",-0.110930849845664,1.89312433537518e-11,1.66151598801905e-10
"CLIC5",-0.0108301326348144,0.586056561322606,0.64966848047339
"EIF2S1",0.00961844944997491,0.266976527522738,0.331989690308118
"PRKAR2B",0.0247881818694469,0.128373855443694,0.175332686427549
"TMEM106C",0.0289218198578811,1.52798674573015e-05,4.5497724058933e-05
"COPS3",0.0482424156893755,9.94301334088549e-07,3.68819055721924e-06
"KCTD3",-0.0148574649928452,0.174456635477949,0.229384357284345
"PAF1",0.00715269627554925,0.611085283936416,0.672044377527509
"ZKSCAN1",-0.00782804198700144,0.520039627365696,0.587878722380464
"ATP2B1",0.00400060010514742,0.813447112627644,0.850350853069071
"CTNNAL1",0.0189085269624998,0.187299119076314,0.24383660520995
"MAEA",-0.0236354228089823,0.000686791709844074,0.00152306367620922
"CRAT",0.0205483072509607,0.139433548325034,0.188601155077276
"SSBP3",-0.00649215274780262,0.702980349473122,0.754838606770003
"RIMKLB",0.00307608737217231,0.784201761862232,0.825868812839731
"ST3GAL2",-0.0555463428074504,6.40603582824761e-08,3.01289286952778e-07
"TXLNA",-0.0775305900681166,2.88921360124082e-16,5.66633440411771e-15
"HSPB8",0.00489498443210694,0.602846216734278,0.664833448219893
"TADA3",0.0425896589782631,0.0026032291553226,0.00516998852500644
"ECT2",-0.0263330092948477,0.126943957466046,0.173652516600815
"ZNF219",0.00599817104750955,0.591057211293488,0.654426915864284
"CCNL1",-0.0222985208999215,0.0285815059791063,0.0454363726206124
"MCRS1",0.0415599524180452,0.00535866898997705,0.0100240621008722
"SHMT2",0.0124270438140394,0.225314172028302,0.28664323472409
"PYGL",-0.0615501824974589,7.61465132079405e-06,2.41748496898238e-05
"RIOK3",-0.0247110605595531,0.0217055993948148,0.0354920295019025
"FAM160B2",-0.0285463825128346,0.0147641895181541,0.0251409530873176
"ZDHHC5",-0.0490540392652662,1.52422381935233e-10,1.13984673463263e-09
"PPIB",-0.00835581288998242,0.41678719124594,0.486898830905549
"SAMD1",0.00492264852550365,0.761452752885788,0.806036333565421
"FGF1",0.000327619432595678,0.975137928672714,0.980324432725625
"SDHB",0.114261820639038,4.01846261489588e-20,1.37555877751895e-18
"ELK3",-0.0427556763906264,0.000135411069117236,0.000341064342106411
"MBD3",0.0756274900223106,3.25319838970367e-06,1.0980386490299e-05
"KPNA6",0.00100571196025366,0.932966437116303,0.947422586067961
"RCAN1",-0.0660930494831375,5.96942318106744e-07,2.30403128521697e-06
"UGGT1",6.49667836659067e-05,0.992928055621973,0.994453056475332
"SETD2",-0.0271969616596902,0.00830747793932708,0.0149587363364219
"PIP5K1C",-0.0980057511053284,1.79356797350168e-14,2.60197035710889e-13
"TTC28",-0.0583846765778949,3.90082411653612e-09,2.26814748675275e-08
"SCAP",-0.0318894269464138,0.00208539039923181,0.00422323937682938
"AMD1",-0.0210087757364621,0.0487212692948228,0.0734592825598935
"ELOVL5",-0.0667003720013647,7.49603929084311e-06,2.38272835562212e-05
"STOML2",0.0638387062225879,8.9292023451336e-07,3.33968044121687e-06
"GFM1",-0.00281570214587893,0.851686823546079,0.881143864246229
"SCARA3",-0.184847287642026,5.96333597975753e-44,2.50883315638702e-41
"UBQLN2",-0.00376987201892153,0.680850291222285,0.734219406161819
"CMPK1",0.0577800219034488,1.52367104571982e-06,5.45626517800051e-06
"KLHL3",-0.11694302213448,4.08632144016927e-12,3.99737843333075e-11
"DYRK2",0.0491580170839166,0.000462963744634823,0.00105669813747416
"HIF1AN",-0.0539019710863139,3.59457097842286e-07,1.46364017173247e-06
"AASDHPPT",-0.0190791354124995,0.24609062888938,0.309455720730816
"PA2G4",0.0279177878189825,0.0511681691557992,0.0767581391913887
"C5orf15",0.0358050287675279,0.000181070255274954,0.00044717255620071
"ENSA",0.0507444064534142,7.0355193875994e-16,1.29293450197463e-14
"ITGA8",-0.356242086996473,1.39988706090696e-86,1.82573270483486e-82
"SH3BGRL",0.0127122045083592,0.303373006487909,0.370710273645208
"XRN2",-0.0442569744674458,9.31935412535015e-08,4.25272975867098e-07
"SMC2",0.0086433564448757,0.632110505667791,0.690538869656369
"ATP5IF1",0.14172889252929,1.5933565452561e-14,2.32184983946705e-13
"PIP5K1A",-0.0471745425666397,3.876545764938e-08,1.90067330324516e-07
"TBC1D16",-0.162167817873932,2.61143993724491e-22,1.17442757453614e-20
"UBE2B",0.0888400824829261,4.14380188872014e-13,4.748986312187e-12
"WDR33",0.00689070002523594,0.0871156001367576,0.124265739580399
"HERC1",-0.00428930995660787,0.759134174089002,0.80407925757076
"FBXL5",0.0439862323265854,5.16644148566901e-06,1.68157548929611e-05
"PSMD6",0.0140500089893997,0.0637465511232794,0.0936874599672989
"UBA2",-0.0062776056686283,0.658070849024465,0.713788182074863
"CENPB",0.0743746291373788,5.44905101112439e-07,2.12392478443169e-06
"PHACTR4",-0.0256748157503262,0.00452423813894417,0.00858755840607041
"NDUFB2",0.194902736876818,9.29007715268942e-13,9.9885561603772e-12
"PAIP2B",0.0226228860944338,0.136209901403463,0.184758141872488
"PBK",-0.00919380667725342,0.474542719689503,0.544134530524925
"SLC39A14",0.0448334164580479,0.00325685548254935,0.00635676581912729
"CNDP2",-0.0540642299657582,5.43680507049175e-08,2.59636806039375e-07
"DOCK1",-0.0753902001079954,1.05810094456729e-05,3.2708586203002e-05
"PLAGL1",-0.0659826353627171,0.000251501999472439,0.000605405883558425
"SLC20A1",-0.0670521230946294,2.67007391140934e-16,5.26028760613302e-15
"DDX23",-0.0542145352996141,1.17889027373484e-08,6.34547542304983e-08
"CXXC5",0.0369921583967973,0.000656825260990728,0.00146157909125424
"AP1M1",-0.0144967162365489,0.165603177018362,0.219290956916792
"BUD23",0.0010055116406173,0.942676032734289,0.955200125780483
"ZWINT",-0.0472583573792801,1.14017970782041e-07,5.12589581158005e-07
"PIN1",0.0782331797200811,1.47337632455884e-05,4.41106619443656e-05
"CTIF",0.00153601257176553,0.888663701951505,0.911303035135361
"RBCK1",0.00964668359140819,0.400959019690154,0.470922875419468
"CTDSPL",0.0196882629704101,0.0869326133035015,0.124018282947305
"RAB18",0.0232989798687689,0.0296663891936009,0.0470006132000659
"B4GALT2",0.0131544042814516,0.324901562222562,0.393551237531963
"KHDC4",-0.0158186556459404,0.0298981917646927,0.0473218709945536
"ARL1",0.0345519050820035,0.000572240329079424,0.00128608622640942
"PXN",-0.0748670838184628,6.37774376468315e-10,4.29419381409384e-09
"RARS",0.0123366186839818,0.265263653729461,0.330237549822417
"SEMA4C",-0.0506332704092268,2.98300229192404e-05,8.46113873233434e-05
"TXNL1",0.0462881194646224,3.77420723604446e-07,1.52760343317767e-06
"COL12A1",0.115543474214762,8.29210356734834e-05,0.000217378120050969
"CLPTM1",-0.0160197071184021,0.103819402350403,0.145572195017992
"EIF3J",0.0609834058089156,0.00877458212138957,0.0156999663389956
"EHD3",0.0234183790122642,0.156132907811621,0.208358271122394
"SUGT1",0.0301950091174611,0.00106777591422285,0.00228969639481986
"TUT4",-0.0380165621706429,0.0083490483362256,0.0150314932757719
"PAIP2",0.00210625836187475,0.883876906519136,0.907607480893046
"PDZRN3",-0.0189375133223707,0.193963733587732,0.251708956562308
"PDGFD",-0.0229505036600368,0.293859990127749,0.360809827833375
"FASTK",0.102844235065903,3.59112630892651e-08,1.77138688808697e-07
"PRCC",0.0179563941480324,0.157588634452017,0.209978644311729
"SRP72",0.0185535055504107,0.280641012855403,0.346503842626163
"TTC37",0.0180477267840765,0.242877800910361,0.306019928458403
