"","logFC","pvalue","padj"
"NUDT9",0.0293864768553645,0.000836164459876271,0.00182728835216259
"RAB22A",0.019615641889033,0.008417383745184,0.015125312593647
"SLC30A6",-0.00673413225380035,0.536283546317638,0.603313207200434
"SLC5A6",-0.107280682769786,1.14410886517434e-20,4.23905335784198e-19
"TEAD4",-0.00470085822261939,0.718707371931795,0.768814103078615
"TRIM5",-0.075604732595705,2.89411101330264e-12,2.90122950311246e-11
"CACNB3",-0.0929699711084178,2.32274805206099e-12,2.35196274029344e-11
"GARNL3",-0.0185718521210586,0.310078095056751,0.378021201317481
"GSTA4",0.0243940975876533,0.0249923126687848,0.0402755148679465
"SLCO2A1",-0.271923250708243,1.18678423439989e-39,3.15878367041701e-37
"TGFBR3",0.05534047778251,0.000490360771373195,0.00111319150221918
"ALAD",-0.0221717103237247,0.0732714927553835,0.106261181865419
"CRACR2B",-0.0162353188137676,0.487646471263332,0.556761383018154
"DNAJB14",0.0119480497897222,0.464880296908051,0.534606192776193
"PCBP1-AS1",-0.0398358085720923,0.00105992539114316,0.00227435783996201
"ABHD17A",0.0326083917048202,0.0017238791416356,0.0035461879755854
"CDC42EP4",0.0339598128189828,0.00101983061106573,0.00219373756053426
"GGCX",-0.0592597208910951,1.08942216801104e-09,7.0582433756582e-09
"PLSCR1",-0.0427245538258487,0.000456495257755811,0.00104339487410643
"RNASEH2C",0.158977478303921,3.23728766911249e-10,2.29835088625831e-09
"ZNF451",0.0197878303233676,0.0224980111910468,0.0366315932526382
"GTF3C6",0.0890855848072787,8.58418170951693e-08,3.94902637938341e-07
"INO80",-0.0207586256019252,0.0211480353265937,0.0346628976661348
"SNRK",0.05893635123597,3.53896981531451e-07,1.44190079135682e-06
"ZSCAN30",-0.00015360134888287,0.989346254316607,0.99147486159499
"ANGEL2",-0.0218430516074032,0.0114328367347107,0.0199581122599513
"EPDR1",-0.035092263886406,0.0304391654050596,0.0481154318141225
"NFU1",0.130897257117131,3.21174907215913e-20,1.11700350397598e-18
"APPL2",-0.0411788434419441,6.81287825562568e-07,2.59957747834611e-06
"EPS8",0.00104236838562829,0.950656107981514,0.961717108307082
"PICK1",0.0498455228395772,0.00371473969070112,0.00717849089437309
"RCHY1",0.0344093553422612,0.00385878150795324,0.00742384251758757
"BBS2",0.00150304254828028,0.895890939673366,0.917415957539262
"LYRM4",0.0307317371062877,0.0744008399344018,0.107659575549148
"PWWP2A",-0.0270351244198436,0.00204428333189873,0.00414514042515908
"SNAP29",-0.0306930126201984,0.00075881813340592,0.00166945109579622
"TMEM120A",0.102172402726073,7.17381206101759e-10,4.7808307051503e-09
"VPS4B",-0.0371993631222853,2.35619514415473e-06,8.13966124921412e-06
"ZFPM1",-0.0798247208361899,0.000406284232018492,0.000937833443183215
"MRPL43",0.105228565995954,8.49665488264328e-11,6.60783380914929e-10
"PRTFDC1",0.00153289630627246,0.899417098689455,0.920448666125853
"BCL7B",0.0336938940020216,0.000707052547520607,0.00156400599131
"SEMA4B",-0.00508263245956479,0.665520483967814,0.720607567613801
"TADA2B",-0.0550423489232659,2.19103885173839e-07,9.29890293015687e-07
"ZC2HC1A",0.0406522349151914,0.00287388997432347,0.00566953154517118
"HERC2",-0.111888857828283,5.55985823745035e-06,1.80242781836509e-05
"MRPL52",0.114929010607207,2.43904697231442e-06,8.40202076411112e-06
"PGAM1",-0.0262544728024989,0.0517829287054329,0.0775821891069794
"TMEM184C",-0.0522049133113811,6.04130843241599e-06,1.95026595484082e-05
"XRCC3",-0.0504731744515039,9.03191456963954e-07,3.37519283143951e-06
"HCCS",0.0242335146252149,0.00338791785866699,0.00659480965861715
"PLBD2",-0.0450688401063806,0.000101537535868019,0.000261709988693816
"VANGL1",-0.0618372045806248,1.41697394453195e-06,5.11208137886189e-06
"IDE",0.0862560209639772,2.61875355949446e-09,1.56812598360545e-08
"KLHL4",-0.200327932639111,1.99550286489786e-16,4.01006908536178e-15
"COPS9",0.157215169414443,5.66595615398756e-09,3.21703962387052e-08
"CTNS",-0.0554400767166451,6.12315097152179e-08,2.89341068734011e-07
"DNAJC2",0.0639948022303884,0.0186731210693092,0.0310156450567919
"MBTPS2",-0.020622600897543,0.136174014401618,0.18472867649531
"NAA16",-0.0347745568705758,0.00459048784124974,0.00870823889826605
"SEC31B",-0.0228452034476461,0.1536147400558,0.205496239530074
"SP2",-0.0554940468605458,2.59533002941246e-07,1.08453361882721e-06
"STK36",-0.123603215580429,1.58758152596193e-14,2.31861570678562e-13
"ATG2B",0.0151936379282433,0.280419586470471,0.346302531866941
"CRISPLD1",-0.0557567298423391,0.000197270076067324,0.000483881198433335
"LIMK1",-0.094548646126614,1.54601557717043e-11,1.36791961719516e-10
"STK10",-0.0432070355296185,7.7875732381279e-05,0.0002048105064966
"FBXO34",-0.000103853245833325,0.993788168079707,0.995085242848026
"ILKAP",0.0298107883277574,0.005879259459745,0.0109087070527805
"IRS1",0.00276599128382334,0.875381035831997,0.900511761482501
"MSI1",-0.0715881599816836,1.01921541252171e-09,6.65628813725999e-09
"P2RY1",-0.211089559289882,2.52744700425508e-29,2.19753092196632e-27
"RNASE1",0.134663554857989,4.24146973754003e-08,2.06561793566083e-07
"SPART",-0.00479051263109374,0.769541551037303,0.812989948046052
"BECN1",-0.055484680664971,0.00162390695863978,0.00335801404068179
"BET1L",-0.0404553345045166,0.000703138863516049,0.00155693328658341
"KIF3B",-0.0133543043667345,0.188508531797509,0.245215267474877
"NAGA",-0.0193928523312275,0.0443073699332756,0.0673885386203826
"NFYA",-0.0641333318231055,0.000188955524145336,0.000465236538777322
"PARVB",-0.0650055269993587,0.0179463510928956,0.029934302462405
"ZNF544",-0.0477662663173769,1.44060391324027e-05,4.31916235321369e-05
"ADAMTSL4",-0.139851794697981,1.01595257971532e-13,1.30413912841015e-12
"DUSP7",-0.0241340323236487,0.00458451640951972,0.00869817617296424
"IPO13",0.0280948766768308,0.000601197352931919,0.00134583176741128
"PDGFA",0.0390394204691944,0.000716586320626457,0.00158241090308335
"TUBE1",0.0837161247822984,3.5768504310959e-06,1.20075375347111e-05
"ADAMTS19",-0.116436690861334,1.35832719580491e-09,8.6163926496535e-09
"CAMTA2",-0.0448284562112089,0.000347283121401473,0.000812278778572097
"CDAN1",-0.0515683181421804,2.2411723961957e-05,6.48388872918906e-05
"EVI5L",0.0288970487810037,0.011625696314805,0.0202568244940129
"MANBAL",0.0222708997836097,0.103791651845384,0.145553841222311
"UBN2",0.0420210207692018,0.000288227746842938,0.000685960998964525
"AC010618.1",0.0678618741950863,0.0113174785571486,0.0197832134221058
"CENPK",-0.0335071236295904,0.0336320192670188,0.0526249304475656
"CSTF1",0.0220720227116525,0.00136743413355433,0.00287460927946737
"REXO2",0.0833235608581477,1.72974440263068e-13,2.10441478536468e-12
"ADAM33",-0.0785504347394888,0.000141175138237134,0.000354555392429943
"BCS1L",0.0197548573940315,0.0921573468018552,0.130728313790493
"PTH1R",-0.153569728177834,7.19437281399076e-12,6.74543567505877e-11
"YIF1A",0.0578339921759577,0.00625105996415785,0.0115476379677828
"BTBD6",0.0745107703737303,2.41844597368618e-08,1.23401300425724e-07
"PTPRU",-0.246152301273291,2.45683843840196e-22,1.11644902138113e-20
"STUB1",0.0301631870212057,0.012288315615084,0.0212834279219025
"CRCP",-0.0220062204592944,0.0120548295529112,0.0209230937218539
"DEDD",-0.0200701399892402,0.0271318906223127,0.0433591615606179
"NEK6",-0.168725272842307,4.29906004179014e-17,9.55167650170818e-16
"ORC4",0.0510887787911203,0.000661588352252281,0.00147067245441866
"SUSD6",-0.0497194624905352,0.00109699632001012,0.00234579865643088
"DIMT1",-0.013682988924828,0.0545096964399878,0.081247481253751
"KDSR",0.00249001874509676,0.743009405251051,0.790079793174416
"MIR133A1HG",0.156802530022047,2.27200956872914e-11,1.959758518212e-10
"BRAF",0.043839708950797,2.53812074698299e-06,8.72487369060416e-06
"CBR4",0.010573772791932,0.37396810556589,0.444286582269854
"KLHL41",-0.0384019695205316,0.103700585017313,0.145457413400279
"MRPL21",0.144910779520677,1.56095338538345e-09,9.80161485419885e-09
"RBM12B",0.0215718261346941,0.262392520178229,0.32719411494067
"RNF111",-0.0310817296889255,0.0508026653777245,0.0762536956906758
"ROMO1",0.184255868531117,1.56067350714977e-08,8.24728682343893e-08
"TMEM87A",0.0264251193169272,0.00317683602888538,0.00621080729856439
"AIP",0.100698331617175,4.99333163802674e-08,2.39952215265825e-07
"CAMLG",0.0388906280953122,0.0100894586550191,0.0178253481141641
"MINDY3",0.0241741515568079,0.0132925868711398,0.0228800208490702
"MRPS22",0.0396025372084986,4.7155550103781e-07,1.87101516414211e-06
"NDUFA11",0.126343921986866,6.32729100404873e-05,0.000169099445235253
"STX17",0.020675875555718,0.0152563286620019,0.0258910915302315
"GUCY1B1",0.00656724929439017,0.658073079379555,0.713788182074863
"PLK4",-0.0664502715286537,1.53609227383197e-05,4.57182004457246e-05
"RAB9B",0.103241050480008,4.90421517758194e-12,4.7273299590557e-11
"SNHG5",0.128140537307943,0.00149800923152743,0.00312392651064611
"TOR4A",0.0223265004601423,0.104720415613018,0.146730088141918
"DHX34",-0.0562536879972147,1.30797978841382e-05,3.959052518009e-05
"INSIG2",0.0342903464707311,0.0399226130863575,0.061472340008533
"MRPL39",0.0668713900555861,9.58082939321771e-08,4.36289025650647e-07
"RASA3",-0.0601424858318559,7.04822552650102e-09,3.92833150925753e-08
"MRPL50",0.0727866817127792,9.56424387987026e-07,3.56085836943385e-06
"B3GALT6",0.0117351534351011,0.515776938441332,0.583804521493512
"DHX57",-0.0310470937267532,9.09179934568498e-06,2.8455782833315e-05
"MED9",0.0482991522779742,5.51348102635407e-13,6.15640578302309e-12
"ZFP3",-0.042542915803175,0.000156363741377607,0.000390295868908468
"FARP2",-0.0367794924921083,0.00107577386136112,0.00230533070980476
"KLF7",0.0144673554925399,0.248894575316476,0.312514012831181
"ZNF503",-0.096571663741182,4.24184515259803e-10,2.95366494822122e-09
"MMD",-0.0257907443644805,0.0110436569216884,0.0193434560264115
"STAG1",-0.0363295664168734,0.18966107799414,0.246591544133144
"TBL1X",-0.0946587127324085,3.16940729756245e-18,8.2505808332953e-17
"ARMC6",0.0248263960577236,0.0161126856391417,0.0271852064819774
"EFNA1",0.0464107473010141,0.000212754749604223,0.000518812455345667
"FNIP1",0.0514345629835486,4.25661505681995e-05,0.000117392204633212
"STOX2",0.0834792942824176,9.69891354561799e-08,4.4135809651762e-07
"ARFIP2",-0.000780786129412054,0.928888712984777,0.944237458670885
"TCIRG1",-0.0186223184771459,0.218187818223207,0.27895358545898
"TIMM17B",0.141607886751292,5.31871282333793e-09,3.033084942806e-08
"ERAP1",0.00975735435352979,0.59618565673075,0.658936723312072
"GEMIN5",-0.0106076227356678,0.363770766181311,0.433688947696298
"SNAPIN",0.0809365939062295,1.29396650520453e-15,2.28052853525371e-14
"ZHX1",0.0920930378441206,3.93216454022526e-16,7.57507975385788e-15
"DIS3L2",-0.0227550214409968,0.00977112829490064,0.0173074908627046
"KIAA1549",-0.0962688364004339,3.41473440149453e-20,1.1812988345966e-18
"PROS1",0.0515052047359109,0.00305222336114033,0.00599504474036026
"TRNP1",-0.0496954943173439,1.63881647988979e-05,4.84109728895191e-05
"FAM222B",-0.0797151758359507,7.924212042752e-15,1.21872138516004e-13
"MICOS13",0.247267018726512,1.07987505269738e-15,1.94526663498331e-14
"RNF139",0.0431466330432249,0.00178365702132835,0.00365646885761779
"SRC",-0.0873143880018383,2.28881938507607e-12,2.32121169674666e-11
"FHOD1",-0.0408799481023353,0.00385571150096524,0.00741903059834592
"MED21",0.0719188959180998,5.36987874943958e-07,2.09808144548206e-06
"VHL",-0.0496706081674352,1.26845739894972e-09,8.11339941005503e-09
"DBT",0.0402697946691724,3.0675125957552e-06,1.03805135635286e-05
"NUDT15",-0.0430034646426118,1.73271852951724e-06,6.12249121158598e-06
"SESN1",0.0626187869320733,1.83244025043828e-09,1.1358690944019e-08
"SPRY1",0.00865757024717854,0.643741098806683,0.701217022520401
"TGFB1",-0.0538760478822479,0.0050861085207209,0.00955394315529916
"UHRF1BP1",-0.0125676206711031,0.432290901026013,0.502579598072853
"CHST10",-0.086491977705846,3.60016356258881e-17,8.10938396947896e-16
"GLE1",0.00364731885917224,0.594215535803294,0.657204801386241
"MRPL19",0.0210217350385278,0.0484000619582005,0.0730171900588607
"PHTF1",-0.0741294531513852,8.923951529081e-14,1.15233837467598e-12
"RFC3",-0.0608366657672477,1.45004487649255e-06,5.21121115437196e-06
"VPS18",0.015775423830915,0.144894287089418,0.194936176214173
"ANKRD13C",0.025769220482098,0.0366350697897742,0.0568835421085884
"COA4",0.0439505975381996,0.00660968933389115,0.0121464799623233
"CWC27",0.0728311637817456,0.00056657575232838,0.00127463542031877
"GSS",0.015494805885542,0.0903842922858302,0.128520708677693
"SH3GL3",-0.0903949275036895,1.95388412893071e-08,1.0124178311289e-07
"TMOD3",-0.0329802571070983,0.000470857953013075,0.00107227683310573
"TP53I3",-0.00592798775585085,0.712907179227236,0.763725976336091
"ABHD10",0.067387226700972,6.57619924526008e-09,3.68572370247881e-08
"GSTM3",0.080139817223121,0.000261605490346852,0.000627641428459096
"KMT5A",-0.0398171352537823,1.87676949787616e-05,5.4954709904133e-05
"RRP36",-0.00107408142937409,0.928031578929829,0.94351324075482
"SLC25A16",-0.0180099833233908,0.0504000215027181,0.075710329467686
"TMED3",0.0178055585721299,0.330994671418438,0.399891848507575
"ZDHHC9",-0.0298776340829634,8.0156165865258e-06,2.53306691353209e-05
"ATP8A1",-0.0142417896492165,0.551940014647676,0.618013422147694
"KCNQ3",-0.0822624325008065,3.54564856592156e-05,9.92538068185211e-05
"NAB2",0.0102113026076827,0.340905621799511,0.410762298550372
"USP40",-0.00363052312724831,0.72671091006639,0.775975412566388
"UTP3",-0.00942400645307503,0.228825155409508,0.290333464038409
"C9orf78",0.036095937037845,0.0542650643491543,0.0809063551751584
"COG1",-0.038362636174085,0.00109160022446821,0.00233536806522607
"MTMR14",0.0279096048822128,0.00881437711393287,0.0157561823355143
"CMC2",0.115908530224325,6.79701887241981e-08,3.18643853824943e-07
"POLR2K",0.094403756529896,8.75840115698419e-10,5.76904383279736e-09
"SIGMAR1",-0.0393402288449412,0.00204322488228412,0.00414363845665518
"SMIM15",0.0287921949885157,0.0190696490133391,0.0316058409495448
"MAP9",0.0909943125257787,0.000406510689512237,0.000938190127874464
"ZNF853",0.0773283934718471,7.13898673524354e-14,9.34805873504481e-13
"ARNT2",-0.0233860900916992,0.116691766499379,0.161354327680758
"FMNL2",0.00220938174789372,0.871253225570084,0.897246590405124
"SLC7A5",-0.211042428825152,1.04857604366881e-25,6.60653563358869e-24
"XRN1",0.00338585709276838,0.796118242834768,0.835814087740794
"REX1BD",0.101187967383223,0.000174883122250501,0.000433116978561946
"AMPD2",-0.0982667737605713,1.197108104459e-20,4.42285662842898e-19
"BCKDHB",0.00825294851169789,0.491687507454893,0.560540950369468
"FGD1",-0.131480043553632,7.85371447514286e-10,5.20732812327469e-09
"GRWD1",-0.0164829933343969,0.211286703996725,0.271247287481572
"HMBS",0.0173619701735471,0.269619646259216,0.334765748906388
"ARFIP1",0.00569882935523991,0.656941708237985,0.712810019404211
"CDKL5",0.0136423978476622,0.361163349537218,0.431226989349483
"GPD2",0.0396119920184843,0.0128620524836701,0.0221946134548857
"KIF13B",-0.0426222498290301,0.0282187968319153,0.0449035564033479
"LINGO1",-0.0995227134722852,9.30731468839174e-08,4.24872237192878e-07
"MASTL",-0.0547530578654471,6.85709225928029e-05,0.000182138894593755
"MSANTD4",-0.0223486040242879,0.0624905710126922,0.0920386253131035
"BEX1",0.0034338531596993,0.870807866721348,0.896941730988771
"BRD2",-0.0482352309035697,6.87970093389023e-07,2.62430709505108e-06
"C1QTNF6",-0.0902773953476188,7.71323128798472e-07,2.91751631258401e-06
"INPP4A",-0.0317782295664978,0.00905196252222066,0.0161476809211875
"PRSS23",-0.104431435436136,1.48168051059187e-09,9.35337716318448e-09
"CC2D1A",0.0205438931883871,0.174416804139582,0.229355107843157
"SGSH",-0.0551260056781813,4.79014830041908e-05,0.000130451271944176
"VPS37A",0.0388502091232536,0.000665631021671902,0.00147915484488754
"ZNF134",-0.0330327345890344,1.50745860831071e-05,4.49583241929759e-05
"EXOSC2",-0.0613987127181195,2.58684367834986e-14,3.63551888502574e-13
"MVB12B",-0.056798214617094,1.01589577924985e-06,3.76080407407792e-06
"PDE3A",0.0219373877323315,0.35686194320492,0.426716188069915
"SNX7",0.109977478678049,1.87455354358237e-15,3.22532022630623e-14
"TCAIM",0.0270802662067879,0.00692801945847733,0.0126814357582402
"TMEM136",0.00411777452109655,0.614552636053647,0.67523129565389
"NEK3",-0.0117895484068277,0.412580825260982,0.482806561063592
"RASSF1",0.0289434441187079,0.00150121548189365,0.00312918836966705
"TSPYL2",-0.00996566310710382,0.402151636582483,0.471914850126754
"INTS14",-0.00363571880966822,0.56508545042921,0.629955076886722
"KATNB1",-0.041613754660919,0.000566656660558827,0.00127463542031877
"PPCS",0.0488740400525397,1.06974939947609e-09,6.95150556450783e-09
"RPL22L1",0.0866698548823571,0.000165935019342059,0.000412607153910225
"ASF1A",0.0352048992590989,0.0030634049649744,0.00601428986198948
"CTTNBP2NL",-0.0386910221414365,0.00103220481442009,0.0022185259046913
"TMEM69",-0.00412630200466511,0.63215154668174,0.690538869656369
"TXNRD2",0.049003137143919,0.00245181756080369,0.00490062906176272
"ZNF562",-0.0111804583618502,0.37897093842243,0.448995183403464
"AP2A2",-0.0895184447544164,1.43076348127175e-13,1.77459718632609e-12
"CDK11B",0.0198776709948703,0.339455288493411,0.409203796333401
"COL11A2",0.0164273448490868,0.512345623108381,0.580539671292746
"FLYWCH1",0.0183110998665838,0.368162759286306,0.438540387853868
"ROBO4",0.0955579994008423,1.18651986085922e-13,1.49368648893108e-12
"TMEM219",0.0981559953103616,3.10584584022983e-05,8.76992959206498e-05
"ATP6V1A",-0.00599068152759179,0.603261357720754,0.665093324662405
"CCDC127",0.00088079605647035,0.929647960007983,0.944861961847266
"LITAF",-0.0438510159992607,0.00557623949650526,0.0103952709424559
"STRBP",-0.0240993531487816,0.0280720565946619,0.0447136983521716
"GABPA",0.0267985763285767,0.10009035195317,0.140954364558173
"MRPL22",0.113990079730314,1.28072381156893e-13,1.60145732986405e-12
"PRPF4",-0.0631766562717283,3.2628869018406e-18,8.42664771758516e-17
"SPIN4",-0.0622017129159226,0.000327457843206341,0.000769219234707691
"UCHL5",0.0332538849092665,0.0115956189450525,0.0202112754644644
"LIMD2",-0.0578805698864874,0.0142544776831688,0.0243652553006405
"NFKBIA",0.0890426198992718,1.30740345026264e-12,1.38177923811388e-11
"PVR",-0.0814902092892327,5.20444413709482e-08,2.49179003068982e-07
"EMC7",0.0957155155746801,7.8822771326085e-15,1.2156893276088e-13
"KIF14",-0.0326553327266114,0.0139703947408555,0.0239235672544955
"MGST2",0.146164350874743,9.88659506738364e-16,1.79084684540024e-14
"NIPSNAP3B",0.0290211101198875,0.00783901254062062,0.0141935862216818
"PIDD1",-0.00515894825362883,0.787567415755867,0.828677227615008
"AAGAB",-0.0447450025872865,1.37667368605482e-06,4.97770396826363e-06
"BIVM",0.0399406145764347,0.000336409889288208,0.000788118874815305
"CDCA4",-0.0447683872148345,0.000851221359240762,0.00185614930065508
"GALT",0.0382872264285121,0.0114996788207758,0.0200586881343531
"SMIM7",0.0299369046879829,0.0394548344535567,0.0608310617027174
"AKR7A2",0.0632558751505367,0.000149762554328663,0.000374788685448115
"BTBD10",0.0213156944563676,0.0646179716201003,0.0948292546269099
"EIF2B4",0.0147313822914811,0.267839557512597,0.33290417507665
"NFIL3",0.0883660185744366,6.8756360085798e-15,1.06752434314164e-13
"NNAT",-0.0640644172050685,2.1925232358781e-05,6.3530077854526e-05
"RNF26",-0.0936673567587682,4.34459809191875e-12,4.22010562312183e-11
"SLC35D1",-0.074134189189863,0.000162175227959035,0.00040379712161927
"STX2",-0.00088312089093136,0.913793850081572,0.931428388394753
"KIAA1841",-0.0301006460126236,0.00347823880844682,0.00675449531562886
"TAOK3",0.115313332711466,5.74419721775384e-17,1.26120909282737e-15
"ASF1B",-0.00730402213576214,0.5985832618975,0.660963630862232
"C6orf120",-0.0466480751438689,0.00468151462696735,0.00886287033893282
"DOK7",0.121623612417407,2.13581598805486e-12,2.17960188702750e-11
"EMC3",0.0485164057847748,4.68172294286102e-05,0.000127792027251556
"MRPS9",0.0134367957760055,0.252701008576723,0.316409999410293
"RAD51AP1",-0.0184015307664335,0.253823653568814,0.317541303582204
"RFX1",-0.0409069463180065,0.00110640826346224,0.00236514941355098
"TMTC3",0.00651911167875635,0.686614471339305,0.739518204245373
"WDR62",-0.0635209379919549,9.36896894498989e-05,0.000243067620808749
"ZNF528-AS1",0.00290194635291495,0.884479626419273,0.908011908671298
"ASCC3",-0.0150220871503845,0.37826874558167,0.448407651324862
"PUF60",-0.0207001184731715,0.0235468485583332,0.0381488197388549
"MMP16",0.0105319157209177,0.629162057456212,0.68783511697146
"YPEL3",0.106719771379792,3.8295450324094e-07,1.5486798856646e-06
"AP5Z1",0.0120222875428513,0.334843678224111,0.404130228706168
"SEC61B",0.109090034758736,4.63036876925912e-08,2.24014609388848e-07
"TMEM170A",-0.00993564832495665,0.270166726902752,0.335285417476991
"ATXN7",-0.0311094052325436,0.00683777008421549,0.0125285469848747
"METTL26",0.123328275563835,1.38782526545991e-05,4.1714720239982e-05
"RBAK",0.00842561375314384,0.647309462112668,0.703986824956088
"SAV1",0.0252453089336874,0.000220636273715215,0.000536854157051088
"ZNF335",-0.0919274910123702,6.15742077007109e-12,5.84462020984477e-11
"COG3",0.0147810425965919,0.13075518898747,0.178267737275202
"GOLGA5",0.00727431678609347,0.544223773107635,0.610928425621431
"PDK3",0.00538910699390987,0.636428945437633,0.694702570003148
"RAB28",0.0427051378858175,2.55905634001864e-06,8.78757577317619e-06
"RAP2B",-0.0403299496499089,9.99407897472664e-07,3.70552658725183e-06
"AXIN1",-0.0187664445813859,0.082571411462398,0.118522600516464
"CENPJ",-0.0286823660675136,0.00353977147876222,0.00686274708280316
"HES1",0.0860535584951555,0.000845581703198387,0.00184539433954373
"HIKESHI",0.0968981381785177,1.697994330145e-15,2.95269894050015e-14
"MIER3",0.023842443217789,0.167571052258584,0.221536914704151
"STX6",-0.00345039399034388,0.67294685170397,0.727199671880287
"TNFAIP8",0.0782335403065685,4.35037961856337e-05,0.000119674437851305
"TTLL4",-0.10569062403783,3.24732777154551e-21,1.29515745555035e-19
"ZNF507",-0.0281052921247153,0.0334817390893215,0.0524338185882483
"GFOD1",-0.00380833734391459,0.800014837905831,0.838796809708806
"DYRK1B",0.0446602229763245,0.00395404685875549,0.00759703581789762
"KCTD7",-0.0495310838315411,0.000541857888110499,0.00122264888870885
"KLHL2",-0.0991906207610281,1.53685226443424e-13,1.89627504567185e-12
"RIMKLA",0.0263283019895346,0.0136292085508356,0.0234007553870456
"POLR2M",0.018402854283992,0.14662025108909,0.197014353462179
"TRAPPC12",-0.0190913805330328,0.136503307228278,0.18500219607931
"ADSS",-0.0609314595589263,1.38380366553479e-05,4.16130214570087e-05
"CNIH4",0.0983632492438278,5.50695493884306e-11,4.41979731153177e-10
"ISCA1",0.0439775530308286,6.19274126612663e-05,0.000165741292002511
"TBL2",-0.0296640433853249,0.000298307817083934,0.000707369190983395
"WBP4",0.12508107754016,7.60847539611184e-07,2.88375420016149e-06
"DUSP6",-0.00769045091073122,0.610924843534784,0.671924591784504
"LYPLA2",0.0309491635698822,0.0634812585208753,0.0933396362603446
"PODN",0.114995201500699,2.30770886959106e-08,1.18074300028272e-07
"TMEM88",0.0221971853196936,0.343983174947399,0.413973292208543
"CD27-AS1",0.0398418674777155,0.0201171244727847,0.0331942734531955
"ETV3",-0.0544374174000201,0.000104398338405369,0.000268288301375926
"NR1H2",0.0982114338648026,3.94024546994285e-12,3.87254569849243e-11
"PAG1",0.0615011571009936,0.000104897899502025,0.000269465906107035
"RMDN3",-0.0173599797240288,0.0145555421243504,0.0248180651569849
"SCARB1",-0.0754338298278779,1.78673239252367e-07,7.72119412302641e-07
"SYNJ2",-0.0338202834957487,0.0642343918481709,0.0943194031168481
"CSPP1",0.075983479734877,0.00811743189489293,0.0146448397804943
"LYRM2",0.0114948100521978,0.31486679711333,0.383211344527067
"PANK2",-0.00833376284144663,0.547863180748483,0.614326507034797
"PCYOX1L",-0.0732120879791434,1.12238029462585e-14,1.67483796367396e-13
"UIMC1",-0.00652229427711733,0.390281465279357,0.460138389999401
"ZNF331",-0.0632246137567034,5.34538008389993e-08,2.55645203719189e-07
"ABCB10",-0.0205947909159116,0.129067232763584,0.176205888171534
"CNNM3",-0.0521507744642809,2.03490368481748e-07,8.69567950766368e-07
"GABBR1",-0.156573047411345,2.27741871347955e-09,1.38020886901489e-08
"LMAN2L",0.0614013945739085,8.51883546125801e-11,6.61719190504627e-10
"NOP14",-0.0938484510720288,2.47942499982098e-17,5.73345050490519e-16
"SULT1C4",0.0111750766092561,0.342472971878685,0.41253648279688
"ZDHHC18",-0.0161547994520324,0.0203078831215295,0.0334666934130639
"CPSF4",0.00275639036168552,0.819202671991788,0.855031565928765
"CWF19L1",0.0446001685564456,1.10473522635294e-05,3.3989046525348e-05
"GDF6",-0.142019952593993,1.04803205870434e-20,3.90526688846345e-19
"MRPL1",0.121657845344544,7.26792955361134e-09,4.04559697986339e-08
"SALL1",-0.462139071995542,3.02540534523361e-73,1.97286682562683e-69
"TAF8",-0.0376544762827695,1.08258924864126e-05,3.33864482874894e-05
"TTF2",-0.111719937744453,3.84703597989568e-13,4.44009232299111e-12
"WDR3",-0.0459270351490208,0.00121180005714786,0.00256938649736992
"CD2AP",0.0128269091714998,0.322094432307109,0.390649815839931
"ISG20L2",-0.088460160487594,1.0554437296575e-23,5.61840698865026e-22
"RAVER1",-0.142996248028191,1.29514913402034e-08,6.93404556892168e-08
"TMEM38B",0.0399294469255497,0.029865792491221,0.0472820667237805
"DPH5",0.0234337522777934,0.0485449234524994,0.0732187916812186
"MTPAP",-0.029848327239873,0.000244426714380895,0.000589789677882632
"NOD1",-0.0793492603460341,1.43870515072297e-05,4.31545367427071e-05
"THYN1",0.0769912889378832,1.76495324958679e-08,9.20004807398519e-08
"CASK",-0.0446677766684718,5.33717021949601e-05,0.000144263987570294
"CASP8AP2",0.0184165889235496,0.229243486476042,0.290807659821082
"CNOT4",-0.012381961071489,0.0997046818573728,0.140444107937168
"IER5",0.0740031511485094,2.93087142296049e-08,1.47186850590107e-07
"THAP11",0.0711019597157648,2.7109113490386e-12,2.72176334212174e-11
"TMEM9B",0.0492900559271467,6.8886145778192e-12,6.47738365709575e-11
"C16orf87",0.0346427645917579,0.00165778726779615,0.00342102239661352
"GPR108",0.0130944809821555,0.345728999994025,0.415767415207199
"MRPS14",0.0396464064972331,2.44376007204276e-07,1.02678862305353e-06
"ACADSB",0.0136703541598302,0.347257611858929,0.417413251047387
"B4GAT1",0.0638514834115256,2.21965069900263e-10,1.61814893328073e-09
"HSPB6",0.129998113393969,2.13201496416952e-09,1.3023765415784e-08
"RNF181",0.152047066800774,7.4136006322944e-09,4.11964974207003e-08
"RTL5",-0.0770791066973844,8.3255772941445e-12,7.75033398074466e-11
"STX5",0.0389884745636407,0.00612334939549449,0.0113325844779394
"DRAM2",0.0644731123693189,4.74393570739652e-05,0.000129327779046541
"FAM204A",0.0284675948701356,0.00252367807838024,0.00502807966670258
"FRMD8",-0.0671028633970919,2.46741878734358e-08,1.25605292055172e-07
"LMBRD1",0.0793036334898566,2.78189501808762e-10,2.00008130242e-09
"TMF1",0.0495980818878171,9.81060324992542e-05,0.000253416295475396
