"","logFC","pvalue","padj","piValue","rank"
"ANKRD6",-0.103095039687794,2.14646153321556e-18,5.68986815369864e-17,-16.2448977970117,-523
"MN1",-0.121712781280085,1.94414654958262e-18,5.18518595085e-17,-16.2852356643511,-522
"LINC00205",-0.114756468764387,1.93743972132096e-18,5.17788705849752e-17,-16.285847426749,-521
"CCNF",-0.126497169225926,1.89296296931677e-18,5.06940924965693e-17,-16.2950426470892,-520
"INCENP",-0.173664665350172,1.57215570908555e-18,4.25395326927257e-17,-16.3712072852392,-519
"VCAN",-0.142981635714653,1.38313382645951e-18,3.75182583447209e-17,-16.4257573304431,-518
"COL22A1",-0.300634168158883,1.36980164768361e-18,3.74527318429553e-17,-16.4265164988978,-517
"LEPR",-0.203823650161276,1.23194434204911e-18,3.4040292603823e-17,-16.4680067154594,-516
"ENTPD4",-0.112308544971782,9.36748108917099e-19,2.64438719404693e-17,-16.5776749546605,-515
"LGI2",-0.207942681159931,9.33026725837764e-19,2.63959534888853e-17,-16.5784626455599,-514
"GPC2",-0.113616671719537,8.76248094475017e-19,2.50066250506415e-17,-16.6019449176572,-513
"QTRT2",-0.106139368487829,8.25155834007008e-19,2.36001806735075e-17,-16.627084672233,-512
"BOC",-0.19250799895276,8.10847238904024e-19,2.32931050435821e-17,-16.6327726147968,-511
"POLR1A",-0.128991259505646,7.48243798305772e-19,2.16857680388975e-17,-16.6638251919543,-510
"TNFRSF10D",-0.138536385355314,6.45166302914776e-19,1.88660513959967e-17,-16.7243189867653,-509
"ZNF423",-0.11292573525111,5.76882600723534e-19,1.70219522141094e-17,-16.7689906330179,-508
"POLR2A",-0.138932958500964,5.68775439344088e-19,1.68207920179719e-17,-16.7741535590175,-507
"MOV10",-0.120514104890356,4.53993593363967e-19,1.36197982572955e-17,-16.8658293253448,-506
"SYT7",-0.263262978124117,4.54271756013153e-19,1.36197982572955e-17,-16.8658293253448,-505
"MYCN",-0.108134138385021,4.49612379184587e-19,1.36052080030751e-17,-16.866294814127,-504
"TBX3",-0.162614413979251,4.03197643132116e-19,1.22290782830908e-17,-16.9126062749059,-503
"ARID3A",-0.148616563633903,3.6377406393126e-19,1.10590707267867e-17,-16.9562813644585,-502
"NINL",-0.143629670169171,2.87853148582435e-19,8.86791067294564e-18,-17.0521786902127,-501
"ENC1",-0.111482068829399,2.49394361430573e-19,7.72589373343833e-18,-17.1120512696961,-500
"SAMD11",-0.172201627118856,2.43855404418952e-19,7.57229091531422e-18,-17.1207727094879,-499
"ZBTB39",-0.15767601257598,1.66235510302058e-19,5.23682010956388e-18,-17.2809323443276,-498
"ORC1",-0.134392572195556,1.58717449870745e-19,5.01208954289168e-18,-17.299981178772,-497
"CDCA7",-0.120244504956951,1.56566238740774e-19,4.95615748945915e-18,-17.3048549017075,-496
"ACLY",-0.115176324479175,1.41401465536619e-19,4.51999488609946e-18,-17.344862056547,-495
"EML4",-0.103973168082005,1.40772533877184e-19,4.51094689637895e-18,-17.3457322854594,-494
"TNFRSF10B",-0.120523343454989,9.68072962577655e-20,3.18828474190348e-18,-17.4964428992222,-493
"C22orf46",-0.103636106092824,9.02245947522792e-20,2.98657148416047e-18,-17.5248270858709,-492
"ZMYM3",-0.108988509536826,7.52109205481883e-20,2.49593085442614e-18,-17.6027674502224,-491
"RCC2",-0.131605963010224,4.41825408138171e-20,1.48896304210285e-18,-17.8271160818381,-490
"ABTB2",-0.140860427374844,4.3580330197658e-20,1.47247322911362e-18,-17.831952592333,-489
"LMNB1",-0.110540104783508,4.05627743009253e-20,1.38412473531012e-18,-17.8588247701279,-488
"CAD",-0.133967584590137,3.23453460749429e-20,1.12193617954629e-18,-17.9500318468759,-487
"PLCE1",-0.10407454501669,2.88749362205799e-20,1.00691689355295e-18,-17.9970063727044,-486
"KAZN",-0.146934441222694,2.52414469180816e-20,8.84943415875324e-19,-18.0530844976171,-485
"PABPC1L",-0.173039639854531,2.03026788651797e-20,7.19531352607808e-19,-18.142950277519,-484
"DNMT3B",-0.136610814593819,2.02310542236663e-20,7.18946619032851e-19,-18.1433033542904,-483
"ENG",-0.16281989692374,1.99191620470088e-20,7.09797025729749e-19,-18.1488658248135,-482
"C11orf95",-0.103313757085603,1.77610190903841e-20,6.38124548145424e-19,-18.1950945480919,-481
"CASTOR3",-0.133625387110688,1.51398941775452e-20,5.53093837152786e-19,-18.2572011806295,-480
"COL9A2",-0.27447907681261,1.45280882918517e-20,5.32234066017782e-19,-18.2738973315696,-479
"ITGA10",-0.168706938101119,1.32297687238395e-20,4.86035616045957e-19,-18.3133319050474,-478
"WASF1",-0.190917938227594,1.30327892413333e-20,4.80151517755561e-19,-18.3186216939962,-477
"SLC5A6",-0.107280682769786,1.14410886517434e-20,4.23905335784198e-19,-18.3727311168428,-476
"GDF6",-0.142019952593993,1.04803205870434e-20,3.90526688846345e-19,-18.4083492808068,-475
"DUSP4",-0.134254324514922,9.73365337132312e-21,3.6374300077019e-19,-18.4392053547239,-474
"GREB1",-0.186461799865147,8.79159168370219e-21,3.29745868857115e-19,-18.4818206367029,-473
"ETV5",-0.18058736164411,8.79861695769638e-21,3.29745868857115e-19,-18.4818206367029,-472
"SBK1",-0.181268608509879,8.02244725059958e-21,3.03271759542956e-19,-18.5181680290091,-471
"TANC2",-0.15115239179558,7.73817004803284e-21,2.94230943925494e-19,-18.531311654962,-470
"GLI3",-0.117398193545287,5.28110635113631e-21,2.04380382882848e-19,-18.6895607915833,-469
"ORC6",-0.104876759800319,5.06866660448269e-21,1.97547855882131e-19,-18.7043276796429,-468
"SMAD6",-0.1109244780696,5.01705295536145e-21,1.96493707639111e-19,-18.7066513525729,-467
"COL18A1",-0.13032315606457,4.38993913576876e-21,1.72971559542889e-19,-18.7620252988884,-466
"CARMIL1",-0.163820218179222,3.97709899499071e-21,1.57179773008087e-19,-18.8036033427506,-465
"HIC2",-0.124342438871344,3.24484747352627e-21,1.29515745555035e-19,-18.8876774301003,-464
"TTLL4",-0.10569062403783,3.24732777154551e-21,1.29515745555035e-19,-18.8876774301003,-463
"CDC25A",-0.109933406056494,2.96808727096503e-21,1.19474673419524e-19,-18.9227241479366,-462
"SV2A",-0.116492208581332,2.67206634738247e-21,1.08226985411684e-19,-18.9656644383591,-461
"SLC16A12",-0.136389105294079,2.24926269550334e-21,9.19588842468797e-20,-19.0364063067412,-460
"IKBKE",-0.184201756214856,1.46182106230835e-21,6.03325009323592e-20,-19.219448671723,-459
"HMGA1",-0.147049251533645,1.41611614087439e-21,5.87841791217859e-20,-19.2307395420298,-458
"VASH1",-0.180144540020873,1.25876781193061e-21,5.24499993712429e-20,-19.2802545126766,-457
"RAB8A",-0.128987200369769,8.76930757370103e-22,3.67746975486202e-20,-19.4344508904157,-456
"NOS3",-0.188881106206794,8.45596249427638e-22,3.55750525323718e-20,-19.4488544499365,-455
"SH3PXD2B",-0.151403608846956,8.42785905703626e-22,3.55715656381446e-20,-19.448897019463,-454
"UNC5B",-0.142847942583644,8.03925519734575e-22,3.40415474947348e-20,-19.4679907055455,-453
"BMX",-0.191997188670077,6.00747772291933e-22,2.58579288654501e-20,-19.5874062636137,-452
"KIF18B",-0.135807759738646,5.53516908497347e-22,2.398328079941e-20,-19.6200914077417,-451
"ELOVL6",-0.112541707391755,4.63841694188891e-22,2.01647445853717e-20,-19.6954072745672,-450
"FANCD2",-0.132855605255181,2.9442267598865e-22,1.31502073296027e-20,-19.88106739992,-449
"TBC1D16",-0.162167817873932,2.61143993724491e-22,1.17442757453614e-20,-19.9301737604523,-448
"PTPRU",-0.246152301273291,2.45683843840196e-22,1.11644902138113e-20,-19.9521611026314,-447
"CAPN5",-0.122270819305827,2.39110081599688e-22,1.09037541406403e-20,-19.9624239495952,-446
"GYG2",-0.120706864679671,2.28124600085178e-22,1.04393018747751e-20,-19.9813285436777,-445
"CCNE1",-0.137141327884532,2.10251450968912e-22,9.65527966033996e-21,-20.0152351425802,-444
"NOTCH1",-0.184403577571217,1.76397540443225e-22,8.15807348390263e-21,-20.0884123870908,-443
"AKNA",-0.1286768857119,1.73630378107535e-22,8.08745496885166e-21,-20.0921881244789,-442
"SLIT3",-0.207685348875099,1.66353700483029e-22,7.77629018530345e-21,-20.1092275413528,-441
"MCM10",-0.140069238101308,1.43570067525798e-22,6.75971415404857e-21,-20.1700716685471,-440
"TAL1",-0.119975181604046,1.42425835959112e-22,6.75461000937723e-21,-20.1703997207596,-439
"PRKCB",-0.259785240737915,1.07484444830075e-22,5.13484296510563e-21,-20.2894728335528,-438
"CCDC183",-0.152704647321731,1.00885241726573e-22,4.83729898013959e-21,-20.3153970692351,-437
"VANGL2",-0.132922262179957,9.4699844968604e-23,4.55747371985437e-21,-20.3412758269747,-436
"NUP93",-0.103208599536839,8.69718482397713e-23,4.2010623879374e-21,-20.3766408689177,-435
"PTK7",-0.101956364016041,5.47622835536538e-23,2.67494270451967e-21,-20.5726855158399,-434
"F2R",-0.142060095833529,5.28116819811043e-23,2.5893607383367e-21,-20.5868074413552,-433
"SETBP1",-0.126245121929319,5.26371716167301e-23,2.5893607383367e-21,-20.5868074413552,-432
"DPPA4",-0.227004965193656,5.21980955856439e-23,2.58471344507613e-21,-20.5875875980712,-431
"NELL2",-0.335081914162291,4.69196980022229e-23,2.34454674844824e-21,-20.6299411033428,-430
"PXDN",-0.108563684824182,4.2727502618383e-23,2.15989181840679e-21,-20.6655680006294,-429
"NCAPH",-0.115417193543226,4.13791373088039e-23,2.09987046218452e-21,-20.6778074954059,-428
"DCBLD1",-0.150774213255106,3.92132671071817e-23,1.99773214692134e-21,-20.6994627417918,-427
"SERPINB9",-0.185635268168447,2.94222393543976e-23,1.50480331631393e-21,-20.8225202603503,-426
"E2F3",-0.127551025023088,2.75603000124441e-23,1.42071712554267e-21,-20.8474923844549,-425
"HIP1",-0.111424094912386,2.53153701190716e-23,1.31017086147989e-21,-20.8826720636121,-424
"ARSI",-0.171858417609716,2.4146913831957e-23,1.25467749082224e-21,-20.9014678932715,-423
"AUTS2",-0.131394182685269,2.29421163998515e-23,1.19684432834745e-21,-20.921962333918,-422
"SLC6A9",-0.178133561690208,1.86433566605564e-23,9.76492600670589e-22,-21.0103310432109,-421
"SLC19A1",-0.152545415987766,1.37896458827608e-23,7.25179683882927e-22,-21.1395543712907,-420
"RAD54L",-0.152976280411903,1.13519599125679e-23,6.01838460080123e-22,-21.2205200624137,-419
"PUS7",-0.101165216787003,9.13161818509802e-24,4.90101087942586e-22,-21.3097143334251,-418
"CSRP1",-0.140535493806061,7.8356775546593e-24,4.24036957128077e-22,-21.3725962906305,-417
"GATA5",-0.202175350468592,7.67743057176762e-24,4.17204372987472e-22,-21.3796511481018,-416
"SCD",-0.211821662659176,5.84319179348009e-24,3.21548132365263e-22,-21.4927540085686,-415
"NPR3",-0.249493823100918,5.29092719768856e-24,2.93635202179805e-22,-21.5321918806497,-414
"COLQ",-0.174219525421059,2.86489129419987e-24,1.6105134594377e-22,-21.7930356413286,-413
"CLSTN2",-0.247524410236351,2.79098828489538e-24,1.57576057193098e-22,-21.8025097704686,-412
"LINC02593",-0.22607067262876,1.88210229641115e-24,1.07189424234909e-22,-21.9698480618727,-411
"UHRF1",-0.183132154011543,1.81678399447794e-24,1.0392323182448e-22,-21.9832873559524,-410
"AEN",-0.151391525626059,1.64828202833715e-24,9.46999745091329e-23,-22.0236501378979,-409
"SAMD14",-0.167146827721519,1.08426354472947e-24,6.25706422582378e-23,-22.2036293871708,-408
"PLEKHG2",-0.149224065539426,9.1152696347649e-25,5.33100208863694e-23,-22.2731911473225,-407
"PROSER1",-0.130658997026221,7.57956856635346e-25,4.45282582172891e-23,-22.3513642925493,-406
"RAI14",-0.133665207293134,7.08694480621657e-25,4.1822594643745e-23,-22.3785890273647,-405
"FN1",-0.214518280080801,4.17938190945787e-25,2.50034398454814e-23,-22.6020002392022,-404
"ZNF618",-0.130127911597381,2.10249934363318e-25,1.29343379432377e-23,-22.8882557961672,-403
"CHEK1",-0.107600912327565,1.25245913714737e-25,7.81558472089758e-24,-23.1070385248029,-402
"TIAM1",-0.155380235364009,1.23405499070417e-25,7.73776210998259e-24,-23.1113846263736,-401
"SLC7A5",-0.211042428825152,1.04857604366881e-25,6.60653563358869e-24,-23.1800262182193,-400
"IGF2BP2",-0.105331530884314,8.846108928137e-26,5.62785134832989e-24,-23.2496573823554,-399
"GATAD2A",-0.111321314891791,3.19682498876255e-26,2.11639550778889e-24,-23.6744031689622,-398
"MYH10",-0.138594790653791,1.64043737486992e-26,1.10281362077596e-24,-23.9574978785916,-397
"NRP2",-0.154101003120292,1.44983149869395e-26,9.79725513262513e-25,-24.0088955822391,-396
"NUP210",-0.164817203666572,3.15795076071763e-27,2.23836922941736e-25,-24.6500682730033,-395
"CACNA1G",-0.30636099093606,2.33096900294196e-27,1.67035701848182e-25,-24.7771906937714,-394
"ATP1A2",-0.180200901275721,1.58648413434024e-27,1.15591765810421e-25,-24.9370731018192,-393
"CHSY1",-0.136553614622193,1.54202989579723e-27,1.12984010679705e-25,-24.9469830128432,-392
"CTPS1",-0.127825852939924,1.23755465405584e-27,9.11875016847244e-26,-25.0400646827387,-391
"RAP1GAP",-0.179357245937828,1.18934219987046e-27,8.81329600608555e-26,-25.0548616432841,-390
"SLC31A1",-0.140050225423499,1.00576851155061e-27,7.58221556511163e-26,-25.120203872586,-389
"CCND1",-0.156656923992537,8.78917814083735e-28,6.66444542516283e-26,-25.1762359841064,-388
"SORCS1",-0.271385541287271,8.24324676499288e-28,6.28704235725363e-26,-25.2015536136979,-387
"SRSF12",-0.118928959210039,7.51943775511424e-28,5.80287024865088e-26,-25.2363571400894,-386
"SLIT2",-0.230496643756433,4.94365755696636e-28,3.90758677927002e-26,-25.4080913684362,-385
"KIRREL1",-0.203179545164874,2.29073197968307e-28,1.82169063896503e-26,-25.7395253733552,-384
"NYNRIN",-0.171726956348434,1.27278884676919e-28,1.02467358886196e-26,-25.9894144576642,-383
"TTYH3",-0.13820400559786,1.17430723904196e-28,9.51261801961814e-27,-26.0216999420531,-382
"ROR2",-0.15579203704098,4.80699996962495e-29,4.01877523101594e-27,-26.3959062830986,-381
"TMEM100",-0.197177460568959,3.87698901206034e-29,3.30481638531313e-27,-26.4808526647897,-380
"COL13A1",-0.180489447626104,3.263421956864e-29,2.80010191851449e-27,-26.5528261608567,-379
"PKNOX2",-0.163009960965514,3.11258499789374e-29,2.68836645977021e-27,-26.5705115315229,-378
"P2RY1",-0.211089559289882,2.52744700425508e-29,2.19753092196632e-27,-26.658065005153,-377
"F2RL2",-0.270464693537703,1.61382941352761e-29,1.42213264940723e-27,-26.8470598929039,-376
"ZNF850",-0.139854356089536,1.52603839320335e-29,1.35391787239171e-27,-26.8684076788184,-375
"LDLRAD3",-0.121915426909675,1.12771091627272e-29,1.01431763931233e-27,-26.9938260219272,-374
"RECK",-0.123336538400167,1.00990436702435e-29,9.17082734281191e-28,-27.0375914828458,-373
"PLAGL2",-0.16498438149929,8.83918870291857e-30,8.13466494166657e-28,-27.0896603304938,-372
"ECE1",-0.174966997246005,5.35669715736272e-30,5.09941929389231e-28,-27.2924792771996,-371
"BAALC-AS1",-0.205330162102049,2.6522824168811e-30,2.56230128007136e-28,-27.5913698064494,-370
"TTC9",-0.145987718625284,1.48160956243703e-30,1.46387514494725e-28,-27.8344959630131,-369
"NFKBIZ",-0.186884385358424,7.86689234430940e-31,7.89230845803716e-29,-28.1027959493948,-368
"NT5E",-0.225599981431485,5.16893133413265e-31,5.3081261779337e-29,-28.2750587621963,-367
"FKBP10",-0.151414135796543,4.19758014651695e-31,4.34482859292651e-29,-28.3620273521531,-366
"FNBP1",-0.109297815688169,4.09970954106026e-31,4.27747294676063e-29,-28.3688127285104,-365
"SNCAIP",-0.154440103984498,3.41104962127481e-31,3.58765396456984e-29,-28.4451894520619,-364
"ITSN1",-0.103080051781637,6.03826168319042e-32,6.84791381497126e-30,-29.1644417141484,-363
"STK26",-0.261433073549605,5.76652977882094e-32,6.59711240134935e-30,-29.1806461163637,-362
"CPXM1",-0.193035167513568,5.68093357916201e-32,6.55670227782575e-30,-29.1833145360274,-361
"FGFR3",-0.268277424423121,5.03485366642514e-32,5.86290727834971e-30,-29.2318869741112,-360
"CBX2",-0.128789057777184,1.21697560677311e-32,1.46961072810508e-30,-29.8327976863567,-359
"WWC1",-0.266299126366049,8.79059448942297e-33,1.07146666664537e-30,-29.9700213353241,-358
"LEF1",-0.247561559559373,8.4410839804309e-33,1.03857186106396e-30,-29.9835634483019,-357
"GBP4",-0.241040318332702,2.15016626273974e-33,2.74926160771094e-31,-30.5607839326267,-356
"STUM",-0.297644162515984,1.79503255175637e-33,2.31790242970362e-31,-30.6349048492754,-355
"HAS2",-0.245506331748441,8.91923535162862e-34,1.1632466745594e-31,-30.9343281803357,-354
"COLEC12",-0.207396404714556,8.36763854692605e-34,1.10233072655565e-31,-30.9576880868188,-353
"TNFRSF21",-0.193304307784003,7.07454006167343e-34,9.41491341676988e-32,-31.0261836695711,-352
"CACHD1",-0.208632027977886,6.89552951226009e-34,9.27128823699959e-32,-31.0328599168426,-351
"WASF3",-0.184776095876987,6.33628903514007e-34,8.60811266628092e-32,-31.0650920574277,-350
"TPBG",-0.196221125958704,4.29805010720236e-34,5.90054415769824e-32,-31.2291079351734,-349
"FREM2",-0.312190105898865,2.08668484542961e-34,2.99060920374649e-32,-31.5242403344595,-348
"DNMT3A",-0.100457702905844,6.12078983404086e-35,9.07128875176829e-33,-32.0423310086376,-347
"MTMR11",-0.164393866693172,5.15690520354823e-35,7.73061582352599e-33,-32.1117859086552,-346
"HACD3",-0.1106984001117,2.20254088574971e-35,3.3794750861115e-33,-32.4711507508788,-345
"DPYSL3",-0.157890472729804,1.72499040622244e-35,2.67825296166108e-33,-32.5721484061645,-344
"FBN3",-0.325375177198105,1.58672444979246e-35,2.49326027399919e-33,-32.603232382683,-343
"LAMC3",-0.261116545368947,4.10081438491354e-36,6.76997736810663e-34,-33.1694127831498,-342
"CEMIP",-0.344771672784638,2.06544826779703e-36,3.59167684114786e-34,-33.4447027456183,-341
"ADGRG6",-0.298190638820296,1.02205204644404e-36,1.80129767428691e-34,-33.7444145117126,-340
"CDH3",-0.336017502881713,8.93996021897061e-37,1.59719124898376e-34,-33.7966430779721,-339
"SDK2",-0.266743153499947,8.49483320478236e-37,1.53874464801072e-34,-33.8128334446006,-338
"CTSV",-0.23510513813317,7.6461975566587e-37,1.42459583619918e-34,-33.8463083293431,-337
"BMP10",-0.473053520240491,2.15096970195417e-37,4.15097170641784e-35,-34.3818502268211,-336
"LRP8",-0.28168123429493,2.16428520193539e-37,4.15097170641784e-35,-34.3818502268211,-335
"CPXM2",-0.276898898720222,5.54282393092878e-38,1.12952358917458e-35,-34.9471046947645,-334
"TYRO3",-0.158113359719746,3.63650302913629e-38,7.64956008161217e-36,-35.1163635399604,-333
"CACNA1H",-0.337576374167738,3.19035408719986e-38,6.82108164020666e-36,-35.1661467524511,-332
"TRIB1",-0.170400113768663,2.15100933859466e-38,4.7548243718562e-36,-35.3228655198922,-331
"EPHB3",-0.19799310084135,1.29431135044562e-38,2.96147519868629e-36,-35.5284919000714,-330
"TRH",-0.372301565845441,8.12360519049522e-39,1.89192962311498e-36,-35.7230950227235,-329
"SHROOM2",-0.222818262075179,7.72833067364024e-39,1.83259797537484e-36,-35.7369327975724,-328
"BEND3",-0.144248945269584,3.7148398502955e-39,9.14130968444414e-37,-36.0389915780102,-327
"APCDD1",-0.15331656113677,2.41342274068702e-39,6.05304988154619e-37,-36.2180257471694,-326
"DAPK1",-0.198973355167575,1.33726063009276e-39,3.48811062753394e-37,-36.4574097496094,-325
"SLCO2A1",-0.271923250708243,1.18678423439989e-39,3.15878367041701e-37,-36.500480115773,-324
"SMTNL2",-0.318935178111954,2.12118797996365e-40,5.88607098610338e-38,-37.2301745046069,-323
"NSG1",-0.271518696774719,8.0603141088843e-41,2.28527427408846e-38,-37.6410616693032,-322
"FOXC1",-0.254656441310162,4.32187530454788e-41,1.25257550493141e-38,-37.9021960855112,-321
"COL2A1",-0.528559828785204,5.81231675945107e-42,1.94369833786566e-39,-38.7113711367175,-320
"TNC",-0.370479419211058,4.21196287926084e-42,1.44558999661368e-39,-38.8399548657256,-319
"CEMIP2",-0.259221484183086,2.70401113957035e-42,9.60425119063384e-40,-39.0175364898812,-318
"CBLN2",-0.359149218914505,2.7247147220783e-42,9.60425119063384e-40,-39.0175364898812,-317
"INPP5F",-0.141132617053287,3.59471113376236e-43,1.33949207447225e-40,-39.8730598516886,-316
"TICRR",-0.188552758545251,7.82144088532108e-44,3.18772600082367e-41,-40.496519015207,-315
"SCARA3",-0.184847287642026,5.96333597975753e-44,2.50883315638702e-41,-40.6005282193828,-314
"PSAT1",-0.19319817079398,4.501587815118e-44,1.95699027615897e-41,-40.7084113322475,-313
"GOLM1",-0.11843512808231,2.64970748702302e-44,1.23419589449122e-41,-40.9086159025844,-312
"RAMP2-AS1",-0.280920569600568,3.93341649298992e-45,1.97306222698363e-42,-41.704859217632,-311
"RASSF5",-0.280404532271092,3.46062224113663e-46,1.80533741075616e-43,-42.743441618171,-310
"SMOC1",-0.289734919240195,2.211906038011e-46,1.20198660615581e-43,-42.9201003716885,-309
"COL9A3",-0.264225436859993,1.22182981027745e-46,7.24322926619933e-44,-43.1400677680825,-308
"FGFR2",-0.272793024308803,5.30020797293262e-47,3.29168154204701e-44,-43.4825821878041,-307
"BMPER",-0.376917219884888,4.74143538636477e-47,3.09189001544847e-44,-43.5097759631798,-306
"IGF2BP1",-0.155698151918915,1.06824036923509e-49,8.19528876209646e-47,-46.0864357393997,-305
"COL26A1",-0.377812863886619,3.55332639649881e-53,3.5648063740875e-50,-49.4479640542971,-304
"CDH11",-0.289658700858953,9.88101004792111e-56,1.28868133044987e-52,-51.8898544632031,-303
"HAPLN1",-0.381158020310066,2.52888062567292e-56,3.66462901333625e-53,-52.435969984356,-302
"HMGA2",-0.370189800653576,8.38499485774707e-62,1.82261838224562e-58,-57.7393042539091,-301
"NAT8L",-0.417659791627825,3.42211578970818e-63,8.92624682587482e-60,-59.0493311083499,-300
"MYRF",-0.365751492046971,9.01193934752207e-67,2.93834282425957e-63,-62.5318975352992,-299
"BMP2",-0.303977194656821,9.29651206504348e-73,4.0415036784099e-69,-68.3934570215883,-298
"SALL1",-0.462139071995542,3.02540534523361e-73,1.97286682562683e-69,-68.7049022299264,-297
"ITGA8",-0.356242086996473,1.39988706090696e-86,1.82573270483486e-82,-81.7385628047385,-296
