ID,Accession,Target,TargetID,Experiment,Literature,Tissue
SP1,6667,MYCN,4613,-,21123453,Not Applicable
SP1,6667,MYCN,4613,Unknown,22815527,Not Applicable
SP1,6667,NOS3,4846,+,10713142;12270858;18624763,Not Applicable
SP1,6667,NOS3,4846,Unknown,15722551,Not Applicable
SP1,6667,NT5E,4907,Unknown,10428853,Not Applicable
SP1,6667,PLAT,5327,Unknown,21437359;9851700,Not Applicable
SP1,6667,PPL,5493,+,19583808,Not Applicable
SP1,6667,RECK,8434,+,17828469,Not Applicable
SP1,6667,RECK,8434,Unknown,16377629,Not Applicable
SP1,6667,SLC19A1,6573,+,15652157,Not Applicable
SP1,6667,SLC31A1,1317,Unknown,20159940,Not Applicable
SP1,6667,SLC7A5,8140,Unknown,17023546,Not Applicable
SP1,6667,SOX3,6658,Unknown,15656994,Not Applicable
SP1,6667,TFPI2,7980,Unknown,12446683,Not Applicable
SP1,6667,TNC,3371,+,15001984,Not Applicable
SP1,6667,TNC,3371,Unknown,10618716;16245312,Not Applicable
SP1,6667,TNFRSF10B,8795,+,20515942,Not Applicable
SP1,6667,TNFRSF10B,8795,Unknown,18097593;20354117,Not Applicable
SP1,6667,TYMS,7298,Unknown,10875244;9218479,Not Applicable
SP1,6667,WT1,7490,+,18064385,Not Applicable
SP1,6667,XPC,7508,Unknown,19934262;21507255,Not Applicable
SP2,6668,DNMT3A,1788,+,15362956,Not Applicable
SP2,6668,DNMT3B,1789,+,15362956,Not Applicable
SP2,6668,MAT2A,4144,Unknown,11124935,Not Applicable
SP3,6670,CCND1,595,Unknown,22334592,Not Applicable
SP3,6670,COL2A1,1280,+,12888570,Not Applicable
SP3,6670,COL2A1,1280,-,18065760,Not Applicable
SP3,6670,DNMT3A,1788,Unknown,15362956,Not Applicable
SP3,6670,DNMT3B,1789,Unknown,15362956,Not Applicable
SP3,6670,F2R,2149,Unknown,9494121,Not Applicable
SP3,6670,FGFR3,2261,Unknown,22334592,Not Applicable
SP3,6670,HMGA2,8091,Unknown,11802722,Not Applicable
SP3,6670,MAT2A,4144,Unknown,11124935,Not Applicable
SP3,6670,MYCN,4613,+,14567977,Not Applicable
SP3,6670,NOS3,4846,+,14555463,Not Applicable
SP3,6670,PLAT,5327,Unknown,21437359,Not Applicable
SP3,6670,RECK,8434,Unknown,16377629,Not Applicable
SP4,6671,CCND1,595,Unknown,22334592,Not Applicable
SP4,6671,FGFR3,2261,Unknown,22334592,Not Applicable
SREBF1,6720,ACLY,47,+,10777536,Not Applicable
SREBF1,6720,FASN,2194,Unknown,10520861;11790787;17449569,Not Applicable
SREBF1,6720,SCD,6319,Unknown,11414710,Not Applicable
STAT1,6772,FGFR3,2261,-,16410555,Not Applicable
STAT3,6774,CCND1,595,+,16651438;19880237;19926637;21435102;22218594,Not Applicable
STAT3,6774,CCND1,595,-,19880237;22313388,Not Applicable
STAT3,6774,CCND1,595,Unknown,12147685;15469392;16384639;16510571;18184402;20332458;21172343;21344490,Not Applicable
STAT3,6774,CSRP1,1465,+,8621622,Not Applicable
STAT3,6774,CSRP1,1465,Unknown,18292576,Not Applicable
STAT3,6774,DNMT1,1786,+,16861352;21944426,Not Applicable
STAT3,6774,DNMT1,1786,Unknown,19887607;23604529,Not Applicable
STAT3,6774,F2R,2149,+,23504318,Not Applicable
STAT3,6774,GREB1,9687,Unknown,23056300,Not Applicable
STAT3,6774,IKBKE,9641,+,22330135,Not Applicable
STAT3,6774,MDC1,9656,Unknown,20804538,Not Applicable
STAT3,6774,PIAS3,10401,+,14630083,Not Applicable
STAT3,6774,TNFRSF10B,8795,-,19351839,Not Applicable
STAT3,6774,TRH,7200,Unknown,11134186,Not Applicable
STAT5A,6776,CCND1,595,Unknown,14645506,Not Applicable
STAT5B,6777,CCND1,595,Unknown,14645506,Not Applicable
TAL1,6886,MYCN,4613,+,24334727,Not Applicable
TBR1,10716,RELN,5649,Unknown,19165920,Not Applicable
TBX5,6910,MYH6,4624,Unknown,15735645,Not Applicable
TCF19,6941,CCNE1,898,-,15051733,Not Applicable
TCF3,6929,EXO1,9156,-,19698732,Not Applicable
TCF4,6925,CCND1,595,+,20459685,Not Applicable
TCF4,6925,CCND1,595,Unknown,19662654;19778454,Not Applicable
TCF4,6925,NRXN1,9378,+,22777675,Not Applicable
TCF4,6925,VCAN,1462,Unknown,19269971,Not Applicable
TCF7L2,6934,WWC1,23286,Unknown,24072042,Not Applicable
TFAP2A,7020,CRABP2,1382,+,17187826,Not Applicable
TFAP2A,7020,F2R,2149,Unknown,20805990,Not Applicable
TFAP2A,7020,HIP1,3092,Unknown,11517213,Not Applicable
TFAP2A,7020,SLC19A1,6573,+,12228234,Not Applicable
TFAP2C,7022,CRABP2,1382,+,17187826,Not Applicable
TFAP4,7023,SALL2,6297,+,21228219,Not Applicable
TFCP2,7024,TYMS,7298,Unknown,16973241;19622726,Not Applicable
TFCP2,7024,WT1,7490,Unknown,10455131,Not Applicable
TFDP1,7027,CCNE1,898,+,12029633;14618416,Not Applicable
TFDP1,7027,DHFR,1719,+,14618416,Not Applicable
TFDP1,7027,TYMS,7298,+,14618416,Not Applicable
TGIF1,7050,SOX3,6658,-,22293114,Not Applicable
TP53,7157,APAF1,317,Unknown,11896574;15972851,Not Applicable
TP53,7157,CCND1,595,-,12808109,Not Applicable
TP53,7157,CHEK1,1111,-,15016801,Not Applicable
TP53,7157,CHEK1,1111,Unknown,11152453,Not Applicable
TP53,7157,DNMT1,1786,+,20570896,Not Applicable
TP53,7157,DNMT1,1786,-,20570896;21478913,Not Applicable
TP53,7157,DNMT1,1786,Unknown,18555750,Not Applicable
TP53,7157,E2F3,1871,-,20428827,Not Applicable
TP53,7157,EPHA2,1969,+,11641774,Not Applicable
TP53,7157,FOXM1,2305,-,21518729,Not Applicable
TP53,7157,GLI2,2736,Unknown,18813803,Not Applicable
TP53,7157,MKI67,4288,Unknown,14675138,Not Applicable
TP53,7157,PIAS3,10401,-,11877452,Not Applicable
TP53,7157,PLK1,5347,Unknown,24076372,Not Applicable
TP53,7157,TNFRSF10B,8795,+,10101800;11313989;11756185,Not Applicable
TP53,7157,TNFRSF10B,8795,Unknown,10810622;19351839,Not Applicable
TP53,7157,TYMS,7298,-,21351099,Not Applicable
TP53,7157,UHRF1,29128,-,18220474;19501055,Not Applicable
TP53,7157,VCAN,1462,+,12438652,Not Applicable
TP53,7157,XPC,7508,Unknown,12771027;12967652;15927209;16357511;22336944,Not Applicable
TP63,8626,XPC,7508,Unknown,17984111,Not Applicable
TRIM28,10155,E2F3,1871,-,23060449,Not Applicable
TSC22D3,1831,CCND1,595,+,19814803,Not Applicable
TWIST1,7291,CTPS1,1503,+,19051271,Not Applicable
TWIST1,7291,ERBB3,2065,-,19051271,Not Applicable
TWIST1,7291,F2R,2149,-,19051271,Not Applicable
TWIST1,7291,FN1,2335,+,20646316,Not Applicable
TWIST1,7291,NR2F1,7025,+,19051271,Not Applicable
TWIST2,117581,CTPS1,1503,+,19051271,Not Applicable
TWIST2,117581,ERBB3,2065,-,19051271,Not Applicable
TWIST2,117581,F2R,2149,-,19051271,Not Applicable
TWIST2,117581,FN1,2335,+,20646316,Not Applicable
TWIST2,117581,NR2F1,7025,+,19051271,Not Applicable
USF1,7391,GATA5,140628,+,22625849,Not Applicable
USF1,7391,SLC19A1,6573,+,15214842,Not Applicable
USF1,7391,TGFB2,7042,+,11776974,Not Applicable
USF1,7391,TYMS,7298,Unknown,12782596,Not Applicable
USF2,7392,SLC19A1,6573,+,15214842,Not Applicable
USF2,7392,TGFB2,7042,+,11776974,Not Applicable
USF2,7392,TGFB2,7042,Unknown,8943301,Not Applicable
VDR,7421,ASAP2,8853,Unknown,23999061,Not Applicable
VDR,7421,TNFRSF21,27242,+,12520529,Not Applicable
VHL,7428,CCND1,595,Unknown,19238077,Not Applicable
WT1,7490,CCNE1,898,-,11919196,Not Applicable
WT1,7490,DNMT3A,1788,+,23042785,Not Applicable
WT1,7490,MYCN,4613,-,10470095,Not Applicable
YBX1,4904,ERBB3,2065,+,19648825,Not Applicable
YBX1,4904,MYCN,4613,+,17072343,Not Applicable
YBX1,4904,SLC6A4,6532,Unknown,15229244;17360901;23765727,Not Applicable
YBX1,4904,TYMS,7298,-,17072343,Not Applicable
YY1,7528,HAS2,3037,-,21795679,Not Applicable
YY1,7528,HCFC1,3054,Unknown,23000143,Not Applicable
YY1,7528,LSS,4047,Unknown,17925399,Not Applicable
YY1,7528,TNFRSF10B,8795,+,17431117,Not Applicable
YY1,7528,TNFRSF10B,8795,-,17431117;17530016;18778787,Not Applicable
ZBTB16,7704,LEF1,51176,Unknown,19723763,Not Applicable
ZEB2,9839,ITGA5,3678,+,22227038,Not Applicable
ZHX2,22882,CCNE1,898,-,22406477,Not Applicable
ZNF24,7572,CCND1,595,+,22213192,Not Applicable
ZNF350,59348,HMGA2,8091,-,20007691,Not Applicable
ZNF382,84911,HMGA2,8091,-,20682794,Not Applicable
ZNF382,84911,IKBKE,9641,-,20682794,Not Applicable
