ID,Accession,Target,TargetID,Experiment,Literature,Tissue
SRF,6722,FHL2,2274,Unknown,22456196,Not Applicable
SRF,6722,FOS,2353,+,10742173;9734357,Not Applicable
SRF,6722,FOS,2353,Unknown,11846562;2200737;2493627,Not Applicable
SRF,6722,MYL9,10398,Unknown,19724058,Not Applicable
STAT1,6772,ACAT1,38,Unknown,18000807,Not Applicable
STAT1,6772,FGF2,2247,+,23086340,Not Applicable
STAT1,6772,FGF2,2247,-,23086340,Not Applicable
STAT1,6772,IRF1,3659,+,18497060;18694960;8647845,Not Applicable
STAT1,6772,IRF1,3659,-,22002246,Not Applicable
STAT1,6772,IRF1,3659,Unknown,10068671;10764778;12077266;18401423;24478085,Not Applicable
STAT1,6772,JAK2,3717,+,21239533,Not Applicable
STAT1,6772,MVP,9961,+,16418217,Not Applicable
STAT1,6772,S100A10,6281,+,12645529,Not Applicable
STAT2,6773,IRF1,3659,+,8647845,Not Applicable
STAT3,6774,A2M,2,Unknown,11466367,Not Applicable
STAT3,6774,DDIT3,1649,-,23288901,Not Applicable
STAT3,6774,FGF2,2247,+,21418908;23086340,Not Applicable
STAT3,6774,FGF2,2247,Unknown,16540670,Not Applicable
STAT3,6774,FOS,2353,+,12600988;14737107;17204573,Not Applicable
STAT3,6774,HSPB1,3315,+,14715258,Not Applicable
STAT3,6774,IRF1,3659,+,8647845,Not Applicable
STAT3,6774,IRF1,3659,Unknown,10068671,Not Applicable
STAT3,6774,JAK2,3717,+,17151100,Not Applicable
STAT3,6774,JAK2,3717,Unknown,19783654,Not Applicable
STAT3,6774,JUNB,3726,+,17204573,Not Applicable
STAT3,6774,LGALS3BP,3959,-,18594176,Not Applicable
STAT3,6774,VEGFB,7423,Unknown,16899623;21731766,Not Applicable
STAT4,6775,IRF1,3659,Unknown,10068671;10358173,Not Applicable
STAT4,6775,S100A4,6275,+,22740693,Not Applicable
STAT6,6778,DUSP1,1843,Unknown,18342537,Not Applicable
STAT6,6778,EGLN3,112399,Unknown,18342537,Not Applicable
STAT6,6778,FOS,2353,+,11922943,Not Applicable
STAT6,6778,FOS,2353,Unknown,18342537,Not Applicable
SUZ12,23512,IGF2,3481,Unknown,23962719,Not Applicable
TBP,6908,FOS,2353,+,15767669,Not Applicable
TEF,7008,DBP,1628,Unknown,8617210,Not Applicable
TFAP2A,7020,CRYAB,1410,+,21556774,Not Applicable
TFAP2A,7020,GPX4,2879,Unknown,10428483,Not Applicable
TFAP2A,7020,MPG,4350,Unknown,10563836,Not Applicable
TFAP2A,7020,NME3,4832,+,9067290,Not Applicable
TFAP2A,7020,NR3C1,2908,+,7794935,Not Applicable
TFAP2A,7020,SULT1E1,6783,+,17187826,Not Applicable
TFAP2B,7021,CRYAB,1410,+,21556774,Not Applicable
TFAP2C,7022,GPX1,2876,+,22964634,Not Applicable
TFAP2C,7022,SULT1E1,6783,+,17187826,Not Applicable
TFCP2,7024,A2M,2,Unknown,10455131,Not Applicable
TFDP1,7027,CAV1,857,Unknown,10684646,Not Applicable
TLX1,3195,NR4A3,8013,+,15384172,Not Applicable
TP53,7157,AQP3,360,Unknown,11231003,Not Applicable
TP53,7157,BCL3,602,-,12808109,Not Applicable
TP53,7157,CAV1,857,+,10684646,Not Applicable
TP53,7157,CCNA1,8900,Unknown,17530187,Not Applicable
TP53,7157,CKM,1158,+,8389468,Not Applicable
TP53,7157,CRYAB,1410,+,21556774,Not Applicable
TP53,7157,CTSD,1509,+,10029407,Not Applicable
TP53,7157,DUSP1,1843,+,12890671;15611668,Not Applicable
TP53,7157,FGF2,2247,-,10029407,Not Applicable
TP53,7157,FRMD5,84978,Unknown,19139068,Not Applicable
TP53,7157,GPNMB,10457,Unknown,15684612,Not Applicable
TP53,7157,ID1,3397,Unknown,16557594,Not Applicable
TP53,7157,KLF2,10365,-,23202365,Not Applicable
TP53,7157,MGMT,4255,-,17564708;19846904,Not Applicable
TP53,7157,MGMT,4255,Unknown,20525765,Not Applicable
TP53,7157,TCEAL1,9338,Unknown,20421190,Not Applicable
TP63,8626,TCF4,6925,+,22232078,Not Applicable
TP73,7161,AQP3,360,Unknown,11231003,Not Applicable
TRIM16,10626,DES,1674,-,22009481,Not Applicable
TRIM28,10155,ID1,3397,Unknown,21876767,Not Applicable
TWIST1,7291,DNM3,26052,+,18033314,Not Applicable
TWIST1,7291,FOS,2353,+,19051271,Not Applicable
TWIST1,7291,PFDN4,5203,-,19051271,Not Applicable
TWIST2,117581,FOS,2353,+,19051271,Not Applicable
TWIST2,117581,PFDN4,5203,-,19051271,Not Applicable
USF1,7391,AGT,183,-,18802024,Not Applicable
USF1,7391,B2M,567,+,12480693,Not Applicable
USF1,7391,CTSD,1509,+,9731700,Not Applicable
USF1,7391,GCK,2645,+,9677331,Not Applicable
USF1,7391,MVP,9961,Unknown,24173679,Not Applicable
USF1,7391,S100A6,6277,+,11118618,Not Applicable
USF2,7392,B2M,567,+,12480693,Not Applicable
USF2,7392,CTSD,1509,+,9731700,Not Applicable
VDR,7421,BHLHE40,8553,Unknown,23220548,Not Applicable
VDR,7421,CD14,929,+,16402404,Not Applicable
VDR,7421,DDIT4,54541,Unknown,21123297,Not Applicable
VDR,7421,TPT1,7178,+,19815065,Not Applicable
VHL,7428,BHLHE40,8553,Unknown,11278694,Not Applicable
VHL,7428,TCF4,6925,Unknown,16407833,Not Applicable
WHSC1,749,ID1,3397,Unknown,16115125,Not Applicable
WT1,7490,CD14,929,+,9484784,Not Applicable
WT1,7490,CKM,1158,+,8389468,Not Applicable
WT1,7490,IGF2,3481,-,1323141;7535092;8634146,Not Applicable
WT1,7490,IGF2,3481,Unknown,10606246,Not Applicable
WT1,7490,JUNB,3726,Unknown,17430890,Not Applicable
WT1,7490,TBXA2R,6915,-,19067769,Not Applicable
WT1,7490,VEGFB,7423,Unknown,17127464,Not Applicable
XBP1,7494,DDIT3,1649,Unknown,17455323,Not Applicable
YBX1,4904,AGT,183,+,11829142,Not Applicable
YBX1,4904,CDKN3,1033,+,20596676,Not Applicable
YY1,7528,CETP,1071,Unknown,10393213,Not Applicable
YY1,7528,COX7C,1350,+,9092564,Not Applicable
YY1,7528,NR3C1,2908,Unknown,10030686,Not Applicable
YY1,7528,SURF1,6834,+,10858544;7607503,Not Applicable
YY1,7528,SURF1,6834,Unknown,9278494,Not Applicable
YY1,7528,VEGFB,7423,+,20660740,Not Applicable
ZBTB14,7541,FHL2,2274,+,21540083,Not Applicable
ZBTB7A,51341,FOS,2353,-,17189472,Not Applicable
ZEB2,9839,MEOX2,4223,-,20516212,Not Applicable
ZIC2,7546,TCF4,6925,-,21908606,Not Applicable
ZNF148,7707,SOX18,54345,-,18496767,Not Applicable
ZNF382,84911,ID1,3397,-,20682794,Not Applicable
