regulator,target
hsa-mir-6835-5p,EP300
hsa-mir-6835-5p,GSTO1
hsa-mir-6835-5p,KCNE3
hsa-mir-6835-5p,SETD1B
hsa-mir-6835-5p,DCXR
hsa-mir-6835-5p,VSIR
hsa-mir-6835-5p,UNC5B
hsa-mir-6835-3p,FOXC1
hsa-mir-6835-3p,PDE4D
hsa-mir-6835-3p,TNFRSF10B
hsa-mir-6835-3p,CRLS1
hsa-mir-6835-3p,ZC3H6
hsa-mir-6780b-5p,E2F3
hsa-mir-6780b-5p,GLUL
hsa-mir-6780b-5p,FXYD1
hsa-mir-6780b-5p,PTK7
hsa-mir-6780b-5p,UBE2V1
hsa-mir-6780b-5p,SLC7A5
hsa-mir-6780b-5p,NTN1
hsa-mir-6780b-5p,HIC2
hsa-mir-6780b-5p,FEM1A
hsa-mir-6780b-5p,PKNOX2
hsa-mir-6780b-5p,FN3K
hsa-mir-6780b-5p,MYH14
hsa-mir-6780b-5p,UNC5B
hsa-mir-6780b-5p,ANKRD52
hsa-mir-6780b-3p,CPE
hsa-mir-6780b-3p,VWA1
hsa-mir-6780b-3p,MYO18A
hsa-mir-6836-5p,CRABP2
hsa-mir-6836-5p,PDGFB
hsa-mir-6836-5p,PPP2R5D
hsa-mir-6836-5p,NDOR1
hsa-mir-6836-5p,FEM1A
hsa-mir-6836-5p,PSENEN
hsa-mir-6836-5p,SMOC2
hsa-mir-6836-3p,E2F2
hsa-mir-6836-3p,HIP1
hsa-mir-6836-3p,RPL37
hsa-mir-6836-3p,SLC7A5
hsa-mir-6836-3p,C1RL
hsa-mir-6836-3p,PARL
hsa-mir-6837-5p,RPL18
hsa-mir-6837-5p,SCD
hsa-mir-6837-5p,SETD1B
hsa-mir-6837-5p,KLHL3
hsa-mir-6837-5p,RHOF
hsa-mir-6837-5p,TTYH3
hsa-mir-6837-3p,FHL2
hsa-mir-6837-3p,SYTL4
hsa-mir-6838-5p,FASN
hsa-mir-6838-5p,PDE4D
hsa-mir-6838-5p,TLL1
hsa-mir-6838-5p,UBE2V1
hsa-mir-6838-5p,RECK
hsa-mir-6838-5p,PPIG
hsa-mir-6838-5p,SETD1B
hsa-mir-6838-5p,TMEM100
hsa-mir-6838-5p,VSIR
hsa-mir-6838-5p,KLHL40
hsa-mir-6838-5p,AMOT
hsa-mir-6838-5p,NEGR1
hsa-mir-6838-5p,ANKRD36
hsa-mir-6838-5p,SLC35E2B
hsa-mir-6839-5p,MYO18A
hsa-mir-6839-3p,SGCD
hsa-mir-6839-3p,TIMELESS
hsa-mir-6839-3p,NUP93
hsa-mir-6840-5p,FANCA
hsa-mir-6840-5p,ENPP1
hsa-mir-6840-5p,PFKFB3
hsa-mir-6840-5p,KLF2
hsa-mir-6840-3p,ACVR1B
hsa-mir-6840-3p,APAF1
hsa-mir-6840-3p,CPE
hsa-mir-6840-3p,GUK1
hsa-mir-6840-3p,NPR1
hsa-mir-6840-3p,RPL28
hsa-mir-6840-3p,RPL34
hsa-mir-6840-3p,RPL35A
hsa-mir-6840-3p,RPS19
hsa-mir-6840-3p,HIST1H2BJ
hsa-mir-6840-3p,ARHGAP11A
hsa-mir-6840-3p,CTDSP2
hsa-mir-6840-3p,CDK2AP2
hsa-mir-6840-3p,KLF2
hsa-mir-6840-3p,MYL9
hsa-mir-6840-3p,VASH1
hsa-mir-6840-3p,SETD1B
hsa-mir-6840-3p,RHOF
hsa-mir-6840-3p,ATP8B2
hsa-mir-6840-3p,QTRT2
hsa-mir-6840-3p,APCDD1
hsa-mir-6840-3p,ZNF844
hsa-mir-6841-5p,EP300
hsa-mir-6841-3p,CPE
hsa-mir-6842-5p,GRIN2D
hsa-mir-6842-5p,GSTO1
hsa-mir-6842-5p,KCNE3
hsa-mir-6842-5p,SETD1B
hsa-mir-6842-5p,C19orf53
hsa-mir-6842-5p,DCXR
hsa-mir-6842-5p,VSIR
hsa-mir-6842-5p,UNC5B
hsa-mir-6842-3p,MKI67
hsa-mir-6842-3p,MRVI1
hsa-mir-6842-3p,CENPO
hsa-mir-6842-3p,ULBP3
hsa-mir-6842-3p,KLHL40
hsa-mir-6843-3p,F2R
hsa-mir-6843-3p,MAN2A2
hsa-mir-6843-3p,SLC4A1
hsa-mir-6843-3p,UQCRB
hsa-mir-6843-3p,VASH1
hsa-mir-6843-3p,DCUN1D2
hsa-mir-6843-3p,CHCHD5
hsa-mir-6844,NUP210
hsa-mir-6844,OAF
hsa-mir-6844,TMEM119
hsa-mir-6845-5p,ANKRD52
hsa-mir-6845-3p,PLXNA2
hsa-mir-6845-3p,RPS21
hsa-mir-6845-3p,ZNF90
hsa-mir-6845-3p,PTCH2
hsa-mir-6845-3p,TRDN
hsa-mir-6845-3p,LRRC4
hsa-mir-6845-3p,UNC5B
hsa-mir-6846-5p,HMGA1
hsa-mir-6846-5p,RPL28
hsa-mir-6846-5p,FEM1A
hsa-mir-6846-5p,PRR12
hsa-mir-6846-3p,ITGA5
hsa-mir-6846-3p,XPC
hsa-mir-6846-3p,SLC7A5
hsa-mir-6846-3p,HIC2
hsa-mir-6846-3p,UQCR10
hsa-mir-6847-5p,DDR1
hsa-mir-6847-5p,HMGA1
hsa-mir-6847-5p,ITGB8
hsa-mir-6847-5p,UBE2V1
hsa-mir-6847-5p,HMGA2
hsa-mir-6847-5p,MYO18A
hsa-mir-6847-3p,CPE
hsa-mir-6847-3p,INCENP
hsa-mir-6847-3p,PLEKHH1
hsa-mir-6847-3p,SPECC1
hsa-mir-6847-3p,RDH10
hsa-mir-6847-3p,LRRC10
hsa-mir-6848-5p,HMGA1
hsa-mir-6848-5p,RPL28
hsa-mir-6848-5p,FEM1A
hsa-mir-6848-5p,PRR12
hsa-mir-6848-3p,F2R
hsa-mir-6848-3p,MAN2A2
hsa-mir-6848-3p,SLC4A1
hsa-mir-6848-3p,UQCRB
hsa-mir-6848-3p,VASH1
hsa-mir-6848-3p,DCUN1D2
hsa-mir-6848-3p,CHCHD5
hsa-mir-6849-5p,CCNF
hsa-mir-6849-5p,TIMELESS
hsa-mir-6849-5p,FOXP4
hsa-mir-6849-3p,FHL2
hsa-mir-6849-3p,FKBP5
hsa-mir-6849-3p,GLUL
hsa-mir-6849-3p,NR3C1
hsa-mir-6849-3p,ENPP1
hsa-mir-6849-3p,RPS15A
hsa-mir-6849-3p,RPS19
hsa-mir-6849-3p,TBXA2R
hsa-mir-6849-3p,WT1
hsa-mir-6849-3p,TIMELESS
hsa-mir-6849-3p,LIMD1
hsa-mir-6849-3p,ARHGAP11A
hsa-mir-6849-3p,KLF2
hsa-mir-6849-3p,MAST3
hsa-mir-6849-3p,ZNF292
hsa-mir-6849-3p,ESF1
hsa-mir-6849-3p,FEM1A
hsa-mir-6849-3p,PRR12
hsa-mir-6849-3p,PLEKHG2
hsa-mir-6849-3p,PAPLN
hsa-mir-6849-3p,ZNF670
hsa-mir-6849-3p,FLYWCH2
hsa-mir-6849-3p,FAM129A
hsa-mir-6849-3p,OCIAD2
hsa-mir-6849-3p,KIF18B
hsa-mir-6849-3p,ATP8B3
hsa-mir-6849-3p,ANKRD52
hsa-mir-6849-3p,ZNF844
hsa-mir-6849-3p,TMEM119
hsa-mir-6849-3p,ANKRD36
hsa-mir-6851-5p,DDR1
hsa-mir-6851-5p,NPR1
hsa-mir-6851-5p,PDGFB
hsa-mir-6851-5p,PLAGL2
hsa-mir-6851-5p,RPL28
hsa-mir-6851-5p,SSPN
hsa-mir-6851-5p,SLC7A5
hsa-mir-6851-5p,KCNE3
hsa-mir-6851-5p,KHNYN
hsa-mir-6851-5p,C19orf53
hsa-mir-6851-5p,PLCE1
hsa-mir-6851-5p,RHOF
hsa-mir-6851-5p,DNAJC11
hsa-mir-6851-5p,ATP8B2
hsa-mir-6851-5p,ISLR2
hsa-mir-6851-5p,VWA1
hsa-mir-6851-5p,QTRT2
hsa-mir-6851-5p,UNC5B
hsa-mir-6851-5p,ANKRD52
hsa-mir-6851-3p,VWA5A
hsa-mir-6851-3p,SLC47A1
hsa-mir-6851-3p,SLX4
hsa-mir-6852-5p,E2F2
hsa-mir-6852-5p,FKBP5
hsa-mir-6852-5p,HIP1
hsa-mir-6852-5p,NPR1
hsa-mir-6852-5p,PLXNA2
hsa-mir-6852-5p,RPL28
hsa-mir-6852-5p,TBXA2R
hsa-mir-6852-5p,IGSF6
hsa-mir-6852-5p,KLHL3
hsa-mir-6852-5p,PSENEN
hsa-mir-6852-5p,PLXNA4
hsa-mir-6852-5p,OCIAD2
hsa-mir-6852-5p,DNAAF3
hsa-mir-6852-3p,NR3C1
hsa-mir-6852-3p,TRIB1
hsa-mir-6852-3p,VWA1
hsa-mir-6852-3p,TTYH3
hsa-mir-6853-5p,CCNF
hsa-mir-6853-5p,FXYD1
hsa-mir-6853-5p,SLC7A5
hsa-mir-6853-5p,ANKRD52
hsa-mir-6853-3p,SORCS2
hsa-mir-6853-3p,EGLN3
hsa-mir-6853-3p,C11orf74
hsa-mir-6854-5p,HLA-A
hsa-mir-6854-5p,RRAD
hsa-mir-6854-5p,SLC7A5
hsa-mir-6854-5p,SEC24C
hsa-mir-6854-5p,TRIB1
hsa-mir-6854-5p,KLHL3
hsa-mir-6854-5p,S100A16
hsa-mir-6854-3p,FOS
hsa-mir-6855-5p,COL9A2
hsa-mir-6855-5p,GLI2
hsa-mir-6855-5p,NUP93
hsa-mir-6855-5p,PRRC2B
hsa-mir-6855-3p,FOXC1
hsa-mir-6855-3p,PDE4D
hsa-mir-6855-3p,SCD
hsa-mir-6855-3p,RBX1
hsa-mir-6855-3p,FEM1A
hsa-mir-6856-5p,FOXC1
hsa-mir-6856-5p,PDGFB
hsa-mir-6856-5p,PFKFB3
hsa-mir-6856-5p,PLAGL2
hsa-mir-6856-5p,PLXNA2
hsa-mir-6856-5p,PPP2R5D
hsa-mir-6856-5p,SCD
hsa-mir-6856-5p,TNFRSF10B
hsa-mir-6856-5p,BASP1
hsa-mir-6856-5p,SORCS2
hsa-mir-6856-5p,SLC26A9
hsa-mir-6856-5p,MCRIP1
hsa-mir-6856-3p,RPL18A
hsa-mir-6856-3p,RPL35
hsa-mir-6856-3p,VASH1
hsa-mir-6856-3p,STK26
hsa-mir-6856-3p,FCHSD1
hsa-mir-6856-3p,LONRF2
hsa-mir-6857-5p,HLA-A
hsa-mir-6857-5p,NBL1
hsa-mir-6857-5p,RRAD
hsa-mir-6857-5p,HMGA2
hsa-mir-6857-5p,KLHL3
hsa-mir-6857-5p,UNC5B
hsa-mir-6857-3p,FOXC1
hsa-mir-6857-3p,PDE4D
hsa-mir-6857-3p,SCD
hsa-mir-6857-3p,RBX1
hsa-mir-6857-3p,FEM1A
hsa-mir-6857-3p,RNF152
hsa-mir-6858-5p,UBE2V1
hsa-mir-6858-5p,MRVI1
hsa-mir-6858-5p,C1RL
hsa-mir-6858-5p,CHCHD5
hsa-mir-6858-5p,PRRC2B
hsa-mir-6858-5p,S100A16
hsa-mir-6858-3p,RPL35A
hsa-mir-6858-3p,RPL35
hsa-mir-6858-3p,MAGEL2
hsa-mir-6858-3p,DNAJC11
hsa-mir-6858-3p,TMEM134
hsa-mir-6858-3p,AKNA
hsa-mir-6859-5p,AQP3
hsa-mir-6859-5p,CPE
hsa-mir-6859-5p,HMGA1
hsa-mir-6859-5p,PDGFB
hsa-mir-6859-5p,RPS24
hsa-mir-6859-5p,KHNYN
hsa-mir-6859-5p,SLC26A9
hsa-mir-6859-3p,XPC
hsa-mir-6859-3p,SETD1B
hsa-mir-6769b-5p,GLI2
hsa-mir-6769b-5p,SETD1B
hsa-mir-6769b-5p,FEM1A
hsa-mir-6769b-5p,UNC5B
hsa-mir-6769b-3p,SLC4A1
hsa-mir-6769b-3p,SETD1B
hsa-mir-6769b-3p,TRAPPC2L
hsa-mir-6769b-3p,SORCS2
hsa-mir-6769b-3p,PLCXD3
hsa-mir-6860,CAD
hsa-mir-6860,PPP1R1A
hsa-mir-6860,RPS15A
hsa-mir-6860,UQCRFS1
hsa-mir-6860,WT1
hsa-mir-6860,SLC7A5
hsa-mir-6860,LIMD1
hsa-mir-6860,ZNF292
hsa-mir-6860,HEBP2
hsa-mir-6860,PAPLN
hsa-mir-6860,ATP8B3
hsa-mir-6860,ZNF844
hsa-mir-6860,STUM
hsa-mir-6861-5p,FASN
hsa-mir-6861-5p,JAK3
hsa-mir-6861-5p,NPR1
hsa-mir-6861-5p,MRPL36
hsa-mir-6861-3p,RCC2
hsa-mir-6861-3p,TM4SF18
hsa-mir-6861-3p,MYO18A
hsa-mir-6862-5p,SLC35E2B
hsa-mir-6862-3p,HMGA1
hsa-mir-6863,PTK7
hsa-mir-6863,AKNA
hsa-mir-6864-5p,CLDN11
hsa-mir-6864-5p,MYL9
hsa-mir-6864-3p,AK1
hsa-mir-6864-3p,COL9A2
hsa-mir-6864-3p,CPE
hsa-mir-6864-3p,HLA-A
hsa-mir-6864-3p,LPP
hsa-mir-6864-3p,RPL18A
hsa-mir-6864-3p,SLC4A1
hsa-mir-6864-3p,UQCRFS1
hsa-mir-6864-3p,KLF2
hsa-mir-6864-3p,BTBD19
hsa-mir-6865-5p,HMGA1
hsa-mir-6865-5p,HIC2
hsa-mir-6865-5p,MEMO1
hsa-mir-6865-5p,ISLR2
hsa-mir-6865-5p,TTYH3
hsa-mir-6865-3p,PFKFB3
hsa-mir-6865-3p,SCD
hsa-mir-6865-3p,KLF2
hsa-mir-6865-3p,FEM1A
hsa-mir-6865-3p,LRFN1
hsa-mir-6866-5p,SERF2
hsa-mir-6866-5p,ULBP3
hsa-mir-6867-5p,ACVR2B
hsa-mir-6867-5p,CDH6
hsa-mir-6867-5p,E2F3
hsa-mir-6867-5p,EP300
hsa-mir-6867-5p,FHL2
hsa-mir-6867-5p,GLI2
hsa-mir-6867-5p,LPP
hsa-mir-6867-5p,PRKCB
hsa-mir-6867-5p,SSPN
hsa-mir-6867-5p,NLGN3
hsa-mir-6867-5p,SDK2
hsa-mir-6867-5p,KCNQ5
hsa-mir-6867-5p,HHIP
hsa-mir-6867-5p,KIAA1671
hsa-mir-6867-5p,OCIAD2
hsa-mir-6867-5p,ASB11
hsa-mir-6867-5p,BTBD19
hsa-mir-6867-5p,RNF152
hsa-mir-6867-3p,CPE
hsa-mir-6867-3p,SDK2
hsa-mir-6867-3p,RCC2
hsa-mir-6867-3p,LRRC4
hsa-mir-6867-3p,ANKRD52
hsa-mir-6868-5p,E2F3
hsa-mir-6868-5p,RPL37A
hsa-mir-6868-5p,RAI1
hsa-mir-6868-5p,OCIAD2
hsa-mir-6868-3p,DDR1
hsa-mir-6868-3p,NR3C1
hsa-mir-6868-3p,PRKCB
hsa-mir-6868-3p,TTF2
hsa-mir-6868-3p,OAF
hsa-mir-6868-3p,NEGR1
hsa-mir-6868-3p,PLCXD3
hsa-mir-6869-5p,AQP3
hsa-mir-6869-5p,TLL1
hsa-mir-6869-5p,HMGA2
hsa-mir-6869-5p,KIF18B
hsa-mir-6869-5p,SLC35E2B
hsa-mir-6869-3p,KLF2
hsa-mir-6869-3p,RCC2
hsa-mir-6870-5p,ARL2
hsa-mir-6870-5p,CCNF
hsa-mir-6870-5p,CRMP1
hsa-mir-6870-5p,SMTN
hsa-mir-6870-5p,TBXA2R
hsa-mir-6870-5p,UBE2V1
hsa-mir-6870-5p,SLC7A5
hsa-mir-6870-5p,NDOR1
hsa-mir-6870-5p,SLC47A1
hsa-mir-6870-5p,SORCS2
hsa-mir-6870-5p,PKNOX2
hsa-mir-6870-5p,FN3K
hsa-mir-6870-5p,HHIP
hsa-mir-6870-5p,MYH14
hsa-mir-6870-5p,PRRC2B
hsa-mir-6870-5p,SLC26A9
hsa-mir-6870-5p,ANKRD52
hsa-mir-6870-3p,RORA
hsa-mir-6870-3p,TMEM100
hsa-mir-6871-5p,E2F3
hsa-mir-6871-5p,HMGA1
hsa-mir-6871-5p,CTDSP2
hsa-mir-6871-5p,SDK2
hsa-mir-6871-5p,FEM1A
hsa-mir-6871-5p,FN3K
hsa-mir-6871-5p,SPECC1
hsa-mir-6871-3p,DDR1
hsa-mir-6871-3p,DYNLT1
hsa-mir-6871-3p,PLEKHG2
hsa-mir-6871-3p,SLC26A9
hsa-mir-6871-3p,ZC3H6
hsa-mir-6872-5p,CEBPD
hsa-mir-6872-3p,ACVR1B
hsa-mir-6872-3p,CAD
hsa-mir-6872-3p,FOS
hsa-mir-6872-3p,HMGA1
hsa-mir-6872-3p,NUP93
hsa-mir-6872-3p,RABAC1
hsa-mir-6872-3p,IGSF9B
hsa-mir-6872-3p,HEBP2
hsa-mir-6872-3p,ZDHHC14
hsa-mir-6873-5p,DDR1
hsa-mir-6873-5p,CEBPB
hsa-mir-6873-5p,HMGA1
hsa-mir-6873-5p,UBE2V1
hsa-mir-6873-5p,NTN1
hsa-mir-6873-5p,C1RL
hsa-mir-6873-5p,FEM1A
hsa-mir-6873-5p,MYH14
hsa-mir-6873-5p,MYO18A
hsa-mir-6873-3p,CST3
hsa-mir-6873-3p,HIP1
hsa-mir-6873-3p,LPP
hsa-mir-6873-3p,RPS15A
hsa-mir-6873-3p,RPS21
hsa-mir-6873-3p,SCN2B
hsa-mir-6873-3p,TBXA2R
hsa-mir-6873-3p,ZNF90
hsa-mir-6873-3p,TTF2
hsa-mir-6873-3p,PTCH2
hsa-mir-6873-3p,KLF2
hsa-mir-6873-3p,IGSF9B
hsa-mir-6873-3p,ZNF292
hsa-mir-6873-3p,SORCS2
hsa-mir-6873-3p,HHIP
hsa-mir-6873-3p,PLXNA4
hsa-mir-6873-3p,EGFLAM
hsa-mir-6873-3p,RNF152
hsa-mir-6874-5p,NPR1
hsa-mir-6874-5p,UQCRFS1
hsa-mir-6874-5p,ANKEF1
hsa-mir-6874-3p,COL9A2
hsa-mir-6874-3p,PPP1R10
hsa-mir-6874-3p,TRIB1
hsa-mir-6874-3p,HIC2
hsa-mir-6874-3p,BOC
hsa-mir-6875-5p,SLC7A5
hsa-mir-6875-5p,NCAPH
hsa-mir-6875-5p,FN3K
hsa-mir-6875-5p,PLEKHG2
hsa-mir-6875-5p,TMEM119
hsa-mir-6875-5p,MYO18A
hsa-mir-6875-3p,ACVR2B
hsa-mir-6875-3p,IL15
hsa-mir-6875-3p,PEBP1
hsa-mir-6875-3p,PRKCB
hsa-mir-6875-3p,RBX1
hsa-mir-6875-3p,CACHD1
hsa-mir-6875-3p,SYTL4
hsa-mir-6875-3p,SRSF12
hsa-mir-6875-3p,NEGR1
hsa-mir-6875-3p,PLCXD3
hsa-mir-6876-5p,RPL35A
hsa-mir-6876-5p,SLC7A5
hsa-mir-6876-5p,TBC1D2B
hsa-mir-6876-5p,SEMA4G
hsa-mir-6876-5p,PRRC2B
hsa-mir-6876-5p,SLC26A9
hsa-mir-6877-5p,SLC7A5
hsa-mir-6877-3p,E2F2
hsa-mir-6877-3p,MGST3
hsa-mir-6877-3p,RPL18
hsa-mir-6877-3p,RPL37
hsa-mir-6877-3p,HEBP2
hsa-mir-6877-3p,TMEM134
hsa-mir-6877-3p,NEGR1
hsa-mir-6877-3p,ANKRD52
hsa-mir-6878-5p,CCNF
hsa-mir-6878-5p,CDH6
hsa-mir-6878-5p,CEBPB
hsa-mir-6878-5p,FKBP5
hsa-mir-6878-5p,GLUL
hsa-mir-6878-5p,PLXNA2
hsa-mir-6878-5p,UBE2V1
hsa-mir-6878-5p,HMGA2
hsa-mir-6878-5p,TNFRSF10B
hsa-mir-6878-5p,TRIB1
hsa-mir-6878-5p,SETD1B
hsa-mir-6878-5p,SDK2
hsa-mir-6878-5p,PSENEN
hsa-mir-6878-5p,FN3K
hsa-mir-6878-5p,RNF152
hsa-mir-6878-3p,COL9A2
hsa-mir-6878-3p,XPC
hsa-mir-6878-3p,HIST1H2BJ
hsa-mir-6878-3p,MSRB2
hsa-mir-6878-3p,C19orf53
hsa-mir-6879-5p,PLAGL2
hsa-mir-6879-5p,RPS24
hsa-mir-6879-5p,TBC1D2B
hsa-mir-6879-5p,TTYH3
hsa-mir-6879-5p,PPM1L
hsa-mir-6879-5p,CHCHD10
hsa-mir-6879-3p,AK1
hsa-mir-6879-3p,CPE
hsa-mir-6879-3p,GUK1
hsa-mir-6879-3p,TCF15
hsa-mir-6879-3p,HEBP2
hsa-mir-6879-3p,LRFN1
hsa-mir-6880-5p,ARL2
hsa-mir-6880-5p,NPR1
hsa-mir-6880-5p,PDGFB
hsa-mir-6880-5p,PLAGL2
hsa-mir-6880-5p,FXYD1
hsa-mir-6880-5p,PTMS
hsa-mir-6880-5p,RPL28
hsa-mir-6880-5p,UBE2V1
hsa-mir-6880-5p,RECK
hsa-mir-6880-5p,PLCE1
hsa-mir-6880-5p,RHOF
hsa-mir-6880-5p,ATP8B2
hsa-mir-6880-5p,ISLR2
hsa-mir-6880-5p,VWA1
hsa-mir-6880-5p,QTRT2
hsa-mir-6880-5p,PRRC2B
hsa-mir-6880-5p,PPM1L
hsa-mir-6880-5p,ANKRD52
hsa-mir-6880-5p,STUM
hsa-mir-6880-3p,HES4
hsa-mir-6881-5p,PLEKHG2
hsa-mir-6881-3p,ACVR2B
hsa-mir-6881-3p,IL15
hsa-mir-6881-3p,PRKCB
hsa-mir-6881-3p,VASH1
hsa-mir-6881-3p,FAM167B
hsa-mir-6881-3p,SYTL4
hsa-mir-6881-3p,FLYWCH2
hsa-mir-6881-3p,ZNF844
hsa-mir-6881-3p,PLCXD3
hsa-mir-6881-3p,MYO18A
hsa-mir-6882-5p,E2F2
hsa-mir-6882-5p,CLDN11
hsa-mir-6882-5p,RPS16
hsa-mir-6882-3p,AQP3
hsa-mir-6882-3p,RPL28
hsa-mir-6882-3p,SCD
hsa-mir-6882-3p,SLC7A5
hsa-mir-6882-3p,MRVI1
hsa-mir-6882-3p,HIC2
hsa-mir-6882-3p,NUP210
hsa-mir-6882-3p,KLHL3
hsa-mir-6882-3p,DDIT4
hsa-mir-6883-5p,EPHB2
hsa-mir-6883-5p,GLUL
hsa-mir-6883-5p,HLA-A
hsa-mir-6883-5p,NBL1
hsa-mir-6883-5p,NPR1
hsa-mir-6883-5p,PFKFB3
hsa-mir-6883-5p,PLAGL2
hsa-mir-6883-5p,RPL18A
hsa-mir-6883-5p,RRAD
hsa-mir-6883-5p,SCD
hsa-mir-6883-5p,SMTN
hsa-mir-6883-5p,TBXA2R
hsa-mir-6883-5p,ZNF124
hsa-mir-6883-5p,SLC7A5
hsa-mir-6883-5p,TTF2
hsa-mir-6883-5p,CTDSP2
hsa-mir-6883-5p,IGSF6
hsa-mir-6883-5p,PLCE1
hsa-mir-6883-5p,ESF1
hsa-mir-6883-5p,RHOF
hsa-mir-6883-5p,SLC47A1
hsa-mir-6883-5p,FEM1A
hsa-mir-6883-5p,PLEKHH1
hsa-mir-6883-5p,PRR12
hsa-mir-6883-5p,PKNOX2
hsa-mir-6883-5p,HHIP
hsa-mir-6883-5p,PLEKHG2
hsa-mir-6883-5p,ULBP3
hsa-mir-6883-5p,MYH14
hsa-mir-6883-5p,TTYH3
hsa-mir-6883-5p,FOXP4
hsa-mir-6883-5p,OCIAD2
hsa-mir-6883-5p,PPM1L
hsa-mir-6883-5p,RDH10
hsa-mir-6883-5p,LONRF2
hsa-mir-6883-5p,KBTBD12
hsa-mir-6883-5p,ANKRD52
hsa-mir-6883-5p,DUSP28
hsa-mir-6883-5p,MYO18A
hsa-mir-6883-3p,NFIA
hsa-mir-6883-3p,CACNA1G
hsa-mir-6883-3p,NECAB1
hsa-mir-6883-3p,LDHD
hsa-mir-6884-5p,GALNT2
hsa-mir-6884-5p,GLUL
hsa-mir-6884-5p,GUK1
hsa-mir-6884-5p,LPP
hsa-mir-6884-5p,NPR1
hsa-mir-6884-5p,RPL28
hsa-mir-6884-5p,TBXA2R
hsa-mir-6884-5p,WT1
hsa-mir-6884-5p,ZNF124
hsa-mir-6884-5p,SLC7A5
hsa-mir-6884-5p,ARHGAP11A
hsa-mir-6884-5p,RABAC1
hsa-mir-6884-5p,UQCR11
hsa-mir-6884-5p,TSPAN15
hsa-mir-6884-5p,POLR1A
hsa-mir-6884-5p,PLCE1
hsa-mir-6884-5p,LRFN1
hsa-mir-6884-5p,PLEKHG2
hsa-mir-6884-5p,ULBP3
hsa-mir-6884-5p,GSTCD
hsa-mir-6884-5p,AKNA
hsa-mir-6884-5p,S100A16
hsa-mir-6884-5p,PPM1L
hsa-mir-6884-5p,SLC35F1
hsa-mir-6884-3p,SCD
hsa-mir-6884-3p,HEBP2
hsa-mir-6884-3p,RDH10
hsa-mir-6885-5p,EP300
hsa-mir-6885-5p,SMTN
hsa-mir-6885-5p,PER3
hsa-mir-6885-5p,SDK2
hsa-mir-6885-5p,FN3K
hsa-mir-6885-3p,EP300
hsa-mir-6885-3p,FOS
hsa-mir-6885-3p,RPS27A
hsa-mir-6885-3p,TTF2
hsa-mir-6885-3p,VASH1
hsa-mir-6885-3p,NTNG1
hsa-mir-6885-3p,ANKEF1
hsa-mir-6886-5p,SETD1B
hsa-mir-6887-5p,EP300
hsa-mir-6887-5p,MAPK13
hsa-mir-6887-5p,SMTN
hsa-mir-6887-5p,SDK2
hsa-mir-6887-5p,FN3K
hsa-mir-6887-3p,HMGA1
hsa-mir-6887-3p,ITGA5
hsa-mir-6887-3p,NTN1
hsa-mir-6887-3p,MAST3
hsa-mir-6887-3p,LRFN1
hsa-mir-6887-3p,CENPO
hsa-mir-6887-3p,SLC26A9
hsa-mir-6888-5p,LPP
hsa-mir-6888-5p,PDE4D
hsa-mir-6888-5p,ENPP1
hsa-mir-6888-5p,BASP1
hsa-mir-6888-5p,NCAPH
hsa-mir-6888-5p,RHOF
hsa-mir-6888-5p,PLEKHG2
hsa-mir-6888-5p,TTYH3
hsa-mir-6888-5p,CHCHD5
hsa-mir-6888-3p,ACVR1B
hsa-mir-6888-3p,KLF2
hsa-mir-6888-3p,MRPL57
hsa-mir-6888-3p,SYTL4
hsa-mir-6888-3p,PLCXD3
hsa-mir-6889-5p,SLC7A5
hsa-mir-6889-5p,SLC47A1
hsa-mir-6889-3p,RPL18A
hsa-mir-6889-3p,LIMD1
hsa-mir-6889-3p,ASB11
hsa-mir-6890-5p,COL9A2
hsa-mir-6890-5p,NPR1
hsa-mir-6890-5p,UBE2V1
hsa-mir-6890-5p,PLEKHG2
hsa-mir-6890-3p,CDKN3
hsa-mir-6890-3p,FANCA
hsa-mir-6890-3p,GLUL
hsa-mir-6890-3p,RPL34
hsa-mir-6890-3p,SLC7A5
hsa-mir-6890-3p,TIMELESS
hsa-mir-6890-3p,NUP93
hsa-mir-6890-3p,SERF2
hsa-mir-6890-3p,IGSF6
hsa-mir-6890-3p,RABAC1
hsa-mir-6890-3p,TBC1D2B
hsa-mir-6890-3p,MRPL36
hsa-mir-6890-3p,ZNF670
hsa-mir-6890-3p,ROMO1
hsa-mir-6890-3p,APCDD1
hsa-mir-6890-3p,ZNF384
hsa-mir-6891-5p,EP300
hsa-mir-6891-5p,NBL1
hsa-mir-6891-5p,RPL35A
hsa-mir-6891-5p,RPS15A
hsa-mir-6891-5p,SCD
hsa-mir-6891-5p,SSPN
hsa-mir-6891-5p,SLC7A5
hsa-mir-6891-5p,RHOF
hsa-mir-6891-5p,PSENEN
hsa-mir-6891-5p,SORCS2
hsa-mir-6891-5p,HHIP
hsa-mir-6891-5p,MARS2
hsa-mir-6891-3p,NPR1
hsa-mir-6891-3p,PARL
hsa-mir-6891-3p,SLX4
hsa-mir-6891-3p,C11orf74
hsa-mir-6892-5p,RRAD
hsa-mir-6892-3p,GLUL
hsa-mir-6892-3p,PFKFB3
hsa-mir-6892-3p,PLXNA2
hsa-mir-6892-3p,RPL18A
hsa-mir-6892-3p,WT1
hsa-mir-6892-3p,RBX1
hsa-mir-6892-3p,TRIB1
