regulator,target
hsa-mir-4709-3p,DNAJC11
hsa-mir-4709-3p,RCC2
hsa-mir-4709-3p,PLXNA4
hsa-mir-4709-3p,FOXP4
hsa-mir-203b-5p,CEBPD
hsa-mir-203b-5p,SCD
hsa-mir-203b-5p,TSPAN12
hsa-mir-203b-3p,RPS15A
hsa-mir-203b-3p,ZNF124
hsa-mir-203b-3p,SEC24C
hsa-mir-203b-3p,POLR1A
hsa-mir-203b-3p,SEMA4G
hsa-mir-203b-3p,PLEKHG2
hsa-mir-203b-3p,RNF152
hsa-mir-203b-3p,ANKRD36
hsa-mir-4710,GALNT2
hsa-mir-4710,PLAGL2
hsa-mir-4710,HIC2
hsa-mir-4710,C1RL
hsa-mir-4710,FEM1A
hsa-mir-4710,MCRIP1
hsa-mir-4711-5p,SLC25A4
hsa-mir-4711-5p,COL9A2
hsa-mir-4711-5p,SLC7A5
hsa-mir-4711-3p,PLAGL2
hsa-mir-4711-3p,UBE2V1
hsa-mir-4711-3p,NLGN3
hsa-mir-4711-3p,KIAA1671
hsa-mir-4712-5p,ACVR2B
hsa-mir-4712-5p,ZNF90
hsa-mir-4712-5p,HIC2
hsa-mir-4712-3p,SCD
hsa-mir-4712-3p,BASP1
hsa-mir-4712-3p,MEMO1
hsa-mir-4713-5p,EPHB2
hsa-mir-4713-5p,SDK2
hsa-mir-4713-5p,RCC2
hsa-mir-4713-5p,ANKRD52
hsa-mir-4713-5p,ZNF844
hsa-mir-4713-5p,DNAAF3
hsa-mir-4714-5p,SARM1
hsa-mir-4714-3p,NR3C1
hsa-mir-4714-3p,RPL37
hsa-mir-4714-3p,ANKEF1
hsa-mir-4714-3p,PAPLN
hsa-mir-4715-3p,E2F3
hsa-mir-4715-3p,MAN2A2
hsa-mir-4715-3p,ENPP1
hsa-mir-4715-3p,NUP93
hsa-mir-4715-3p,IGSF9B
hsa-mir-4715-3p,PLEKHG2
hsa-mir-4716-5p,SLC4A1
hsa-mir-4716-5p,UQCRB
hsa-mir-4716-5p,POLR1A
hsa-mir-4716-5p,FLYWCH2
hsa-mir-4716-3p,ARL2
hsa-mir-4716-3p,GLUL
hsa-mir-4716-3p,NBL1
hsa-mir-4716-3p,PDGFB
hsa-mir-4716-3p,SLC7A5
hsa-mir-4716-3p,C19orf53
hsa-mir-4716-3p,SORCS2
hsa-mir-4716-3p,FN3K
hsa-mir-4716-3p,HHIP
hsa-mir-4716-3p,SLC26A9
hsa-mir-3529-5p,HIC2
hsa-mir-3529-5p,CISD1
hsa-mir-4717-5p,RPL37A
hsa-mir-4717-5p,ENAM
hsa-mir-4717-5p,UQCR10
hsa-mir-4717-5p,ECHDC3
hsa-mir-4717-3p,PLXNA2
hsa-mir-4717-3p,RCC2
hsa-mir-4717-3p,SPECC1
hsa-mir-4717-3p,STUM
hsa-mir-4718,PRKCB
hsa-mir-4719,SSPN
hsa-mir-4719,PLXNC1
hsa-mir-4719,DNAJC9
hsa-mir-4719,MGAT4C
hsa-mir-4719,MAGEL2
hsa-mir-4719,NECAB1
hsa-mir-4720-5p,E2F3
hsa-mir-4720-5p,OCIAD2
hsa-mir-4720-3p,HMGA2
hsa-mir-4721,HIC2
hsa-mir-4722-5p,APAF1
hsa-mir-4722-5p,DDR1
hsa-mir-4722-5p,CAD
hsa-mir-4722-5p,CAV1
hsa-mir-4722-5p,CPE
hsa-mir-4722-5p,GLUL
hsa-mir-4722-5p,HMGA1
hsa-mir-4722-5p,LPP
hsa-mir-4722-5p,NPR1
hsa-mir-4722-5p,CDK18
hsa-mir-4722-5p,RPL28
hsa-mir-4722-5p,RPL37A
hsa-mir-4722-5p,RPS27A
hsa-mir-4722-5p,SCD
hsa-mir-4722-5p,WT1
hsa-mir-4722-5p,ZNF124
hsa-mir-4722-5p,SLC7A5
hsa-mir-4722-5p,RECK
hsa-mir-4722-5p,TIMELESS
hsa-mir-4722-5p,KLF2
hsa-mir-4722-5p,RABAC1
hsa-mir-4722-5p,POLR1A
hsa-mir-4722-5p,PLCE1
hsa-mir-4722-5p,FEM1A
hsa-mir-4722-5p,PLEKHG2
hsa-mir-4722-5p,ULBP3
hsa-mir-4722-5p,QTRT2
hsa-mir-4722-5p,GSTCD
hsa-mir-4722-5p,S100A16
hsa-mir-4722-5p,PPM1L
hsa-mir-4722-5p,KBTBD12
hsa-mir-4722-5p,SLC35F1
hsa-mir-4722-5p,ZNF844
hsa-mir-4722-5p,ZC3H6
hsa-mir-4722-3p,E2F2
hsa-mir-4722-3p,HMGA1
hsa-mir-4722-3p,MAN2A2
hsa-mir-4722-3p,MKI67
hsa-mir-4722-3p,NPR1
hsa-mir-4722-3p,RPL37
hsa-mir-4722-3p,SCN2B
hsa-mir-4722-3p,HIST1H2BJ
hsa-mir-4722-3p,NUP93
hsa-mir-4722-3p,UQCR11
hsa-mir-4722-3p,MSRB2
hsa-mir-4722-3p,FEM1A
hsa-mir-4722-3p,SORCS2
hsa-mir-4722-3p,C11orf1
hsa-mir-4722-3p,ECHDC3
hsa-mir-4722-3p,OCIAD2
hsa-mir-4722-3p,ZNF844
hsa-mir-4723-5p,ARL2
hsa-mir-4723-5p,CCNF
hsa-mir-4723-5p,CRMP1
hsa-mir-4723-5p,SMTN
hsa-mir-4723-5p,TBXA2R
hsa-mir-4723-5p,UBE2V1
hsa-mir-4723-5p,SLC7A5
hsa-mir-4723-5p,NDOR1
hsa-mir-4723-5p,SLC47A1
hsa-mir-4723-5p,SORCS2
hsa-mir-4723-5p,PKNOX2
hsa-mir-4723-5p,FN3K
hsa-mir-4723-5p,HHIP
hsa-mir-4723-5p,MYH14
hsa-mir-4723-5p,PRRC2B
hsa-mir-4723-5p,SLC26A9
hsa-mir-4723-5p,ANKRD52
hsa-mir-4723-3p,SLC4A1
hsa-mir-4723-3p,SETD1B
hsa-mir-4723-3p,TRAPPC2L
hsa-mir-4723-3p,SORCS2
hsa-mir-4723-3p,PLCXD3
hsa-mir-451b,RPS24
hsa-mir-451b,TBXA2R
hsa-mir-451b,KIAA0355
hsa-mir-451b,NCAPH
hsa-mir-451b,VANGL2
hsa-mir-451b,OCIAD2
hsa-mir-4724-5p,ACVR1B
hsa-mir-4724-5p,STK26
hsa-mir-4725-5p,RORA
hsa-mir-4725-5p,FEM1A
hsa-mir-4725-3p,E2F3
hsa-mir-4725-3p,GLUL
hsa-mir-4725-3p,FXYD1
hsa-mir-4725-3p,PTK7
hsa-mir-4725-3p,UBE2V1
hsa-mir-4725-3p,SLC7A5
hsa-mir-4725-3p,NTN1
hsa-mir-4725-3p,HIC2
hsa-mir-4725-3p,FEM1A
hsa-mir-4725-3p,PKNOX2
hsa-mir-4725-3p,FN3K
hsa-mir-4725-3p,MYH14
hsa-mir-4725-3p,UNC5B
hsa-mir-4725-3p,ANKRD52
hsa-mir-4726-5p,FANCA
hsa-mir-4726-5p,FOS
hsa-mir-4726-5p,PDGFB
hsa-mir-4726-5p,ANKRD52
hsa-mir-4726-3p,ACVR1B
hsa-mir-4726-3p,RPL34
hsa-mir-4726-3p,HIST1H2BJ
hsa-mir-4726-3p,MYL9
hsa-mir-4726-3p,SETD1B
hsa-mir-4726-3p,KHNYN
hsa-mir-4726-3p,APCDD1
hsa-mir-4726-3p,ZNF844
hsa-mir-4727-5p,VASH1
hsa-mir-4727-5p,BOC
hsa-mir-4727-3p,CEBPD
hsa-mir-4727-3p,HMGA2
hsa-mir-4727-3p,TIMELESS
hsa-mir-4727-3p,TSPAN12
hsa-mir-4728-5p,EPHB2
hsa-mir-4728-5p,GLUL
hsa-mir-4728-5p,HLA-A
hsa-mir-4728-5p,NBL1
hsa-mir-4728-5p,NPR1
hsa-mir-4728-5p,PFKFB3
hsa-mir-4728-5p,PLAGL2
hsa-mir-4728-5p,RPL18A
hsa-mir-4728-5p,RRAD
hsa-mir-4728-5p,SCD
hsa-mir-4728-5p,SMTN
hsa-mir-4728-5p,TBXA2R
hsa-mir-4728-5p,ZNF124
hsa-mir-4728-5p,SLC7A5
hsa-mir-4728-5p,TTF2
hsa-mir-4728-5p,CTDSP2
hsa-mir-4728-5p,IGSF6
hsa-mir-4728-5p,PLCE1
hsa-mir-4728-5p,ESF1
hsa-mir-4728-5p,RHOF
hsa-mir-4728-5p,SLC47A1
hsa-mir-4728-5p,FEM1A
hsa-mir-4728-5p,PLEKHH1
hsa-mir-4728-5p,PRR12
hsa-mir-4728-5p,PKNOX2
hsa-mir-4728-5p,HHIP
hsa-mir-4728-5p,PLEKHG2
hsa-mir-4728-5p,ULBP3
hsa-mir-4728-5p,MYH14
hsa-mir-4728-5p,TTYH3
hsa-mir-4728-5p,FOXP4
hsa-mir-4728-5p,OCIAD2
hsa-mir-4728-5p,PPM1L
hsa-mir-4728-5p,RDH10
hsa-mir-4728-5p,LONRF2
hsa-mir-4728-5p,KBTBD12
hsa-mir-4728-5p,ANKRD52
hsa-mir-4728-5p,DUSP28
hsa-mir-4728-5p,MCRIP1
hsa-mir-4728-5p,MYO18A
hsa-mir-4729,LPP
hsa-mir-4729,PHIP
hsa-mir-4729,TXNDC17
hsa-mir-4730,SLC47A1
hsa-mir-4731-5p,ARL2
hsa-mir-4731-5p,CYB5A
hsa-mir-4731-5p,FANCA
hsa-mir-4731-5p,HIP1
hsa-mir-4731-5p,MAPK13
hsa-mir-4731-5p,TTF2
hsa-mir-4731-5p,PER3
hsa-mir-4731-5p,HIST1H2BJ
hsa-mir-4731-5p,SERF2
hsa-mir-4731-5p,MSRB2
hsa-mir-4731-5p,C11orf1
hsa-mir-4731-5p,CENPO
hsa-mir-4731-5p,TMEM134
hsa-mir-4731-5p,CHCHD5
hsa-mir-4731-5p,ZNF670
hsa-mir-4731-5p,LDHD
hsa-mir-4731-3p,ADCYAP1R1
hsa-mir-4731-3p,P2RY1
hsa-mir-4731-3p,MGAT4C
hsa-mir-4731-3p,LDHD
hsa-mir-4731-3p,RNF152
hsa-mir-4731-3p,MYZAP
hsa-mir-4732-5p,FEM1A
hsa-mir-4732-3p,E2F3
hsa-mir-4732-3p,XPC
hsa-mir-4732-3p,NEGR1
hsa-mir-4733-5p,SCD
hsa-mir-4733-5p,VANGL2
hsa-mir-4733-5p,ARL9
hsa-mir-4733-3p,BCAT1
hsa-mir-4733-3p,FOS
hsa-mir-4734,SLC7A5
hsa-mir-4735-5p,NPR1
hsa-mir-4735-5p,RRAD
hsa-mir-4735-5p,SKP1
hsa-mir-4735-3p,CAD
hsa-mir-4735-3p,PDE4D
hsa-mir-4735-3p,MAPK13
hsa-mir-4735-3p,RORA
hsa-mir-4735-3p,SP100
hsa-mir-4735-3p,KLHL3
hsa-mir-4735-3p,ZNF670
hsa-mir-4735-3p,RDH10
hsa-mir-4736,CPE
hsa-mir-4736,EPHB2
hsa-mir-4736,PLAGL2
hsa-mir-4736,RPL37A
hsa-mir-4736,RPS24
hsa-mir-4736,RAI1
hsa-mir-4736,FASTK
hsa-mir-4736,HIC2
hsa-mir-4736,DPPA4
hsa-mir-4736,S100A16
hsa-mir-4736,APCDD1
hsa-mir-4736,LONRF2
hsa-mir-4736,STUM
hsa-mir-3064-5p,CENPO
hsa-mir-3064-3p,E2F3
hsa-mir-3064-3p,ENPP1
hsa-mir-3064-3p,PLEKHG2
hsa-mir-4738-5p,DPYSL3
hsa-mir-4738-5p,DUSP28
hsa-mir-4738-3p,ENPP1
hsa-mir-4738-3p,HMGA2
hsa-mir-4738-3p,PPIG
hsa-mir-4738-3p,VKORC1
hsa-mir-4738-3p,FLYWCH2
hsa-mir-4738-3p,RDH10
hsa-mir-4739,ACVR1B
hsa-mir-4739,DDR1
hsa-mir-4739,FKBP5
hsa-mir-4739,HMGA1
hsa-mir-4739,NBL1
hsa-mir-4739,PLAGL2
hsa-mir-4739,SCD
hsa-mir-4739,TTF2
hsa-mir-4739,NTN1
hsa-mir-4739,CTDSP2
hsa-mir-4739,C1RL
hsa-mir-4739,SORCS2
hsa-mir-4739,HHIP
hsa-mir-4739,MYH14
hsa-mir-4739,SLC26A9
hsa-mir-4739,ANKRD52
hsa-mir-4739,DUSP28
hsa-mir-4740-5p,FKBP5
hsa-mir-4740-5p,PLAGL2
hsa-mir-4740-5p,SCD
hsa-mir-4740-3p,CPE
hsa-mir-4740-3p,LPP
hsa-mir-4740-3p,C1RL
hsa-mir-4740-3p,FEM1A
hsa-mir-4741,CCNF
hsa-mir-4741,HMGA1
hsa-mir-4741,KBTBD12
hsa-mir-4742-5p,FOXC1
hsa-mir-4742-5p,LPP
hsa-mir-4742-5p,PTMS
hsa-mir-4742-5p,IGSF6
hsa-mir-4742-5p,S100A16
hsa-mir-4742-3p,PRKCB
hsa-mir-4742-3p,RPL28
hsa-mir-4742-3p,BASP1
hsa-mir-4742-3p,KHNYN
hsa-mir-4742-3p,KLHL3
hsa-mir-4742-3p,NEGR1
hsa-mir-4743-5p,ARL2
hsa-mir-4743-5p,ULBP3
hsa-mir-3591-5p,CEBPD
hsa-mir-3591-5p,RPS19
hsa-mir-3591-5p,TIMELESS
hsa-mir-3591-5p,THOC2
hsa-mir-4745-5p,EP300
hsa-mir-4745-5p,GLUL
hsa-mir-4745-5p,SLC7A5
hsa-mir-4745-5p,SEC24C
hsa-mir-4745-5p,SETD1B
hsa-mir-4746-3p,COL13A1
hsa-mir-4746-3p,SCN2B
hsa-mir-4746-3p,S100A16
hsa-mir-4747-5p,CDH6
hsa-mir-4747-5p,HIP1
hsa-mir-4747-5p,PDGFB
hsa-mir-4747-5p,FXYD1
hsa-mir-4747-5p,SLC7A5
hsa-mir-4747-5p,MAST3
hsa-mir-4747-5p,FEM1A
hsa-mir-4747-5p,DNAJC11
hsa-mir-4747-5p,FN3K
hsa-mir-4747-5p,MYH14
hsa-mir-4747-5p,BTBD19
hsa-mir-4747-5p,ANKRD52
hsa-mir-4747-5p,SYCE1L
hsa-mir-4748,ACVR2B
hsa-mir-4748,FOXC1
hsa-mir-4748,GLI2
hsa-mir-4748,RPL30
hsa-mir-4748,RPLP1
hsa-mir-4748,RPS21
hsa-mir-4749-5p,F2R
hsa-mir-4749-5p,SLC7A5
hsa-mir-4749-5p,SLC47A1
hsa-mir-4749-3p,HMGA1
hsa-mir-4749-3p,NTN1
hsa-mir-4749-3p,RPL35
hsa-mir-4749-3p,SETD1B
hsa-mir-4749-3p,FCHSD1
hsa-mir-4751,FANCA
hsa-mir-4752,BCAT1
hsa-mir-4752,LPP
hsa-mir-4752,LDHD
hsa-mir-4752,MYO18A
hsa-mir-4753-5p,PEBP1
hsa-mir-4753-5p,ROCK1
hsa-mir-4753-5p,LIMD1
hsa-mir-4753-5p,KHNYN
hsa-mir-4753-5p,POLR1A
hsa-mir-4753-5p,SDK2
hsa-mir-4753-3p,AQP3
hsa-mir-4753-3p,CST3
hsa-mir-4753-3p,FHL2
hsa-mir-4753-3p,HIP1
hsa-mir-4753-3p,LPP
hsa-mir-4753-3p,PRKCB
hsa-mir-4753-3p,SLC4A1
hsa-mir-4753-3p,TBXA2R
hsa-mir-4753-3p,UQCRB
hsa-mir-4753-3p,VEGFB
hsa-mir-4753-3p,TTF2
hsa-mir-4753-3p,FAM53B
hsa-mir-4753-3p,IGSF9B
hsa-mir-4753-3p,HHIP
hsa-mir-4753-3p,EGFLAM
hsa-mir-4753-3p,NEGR1
hsa-mir-371b-5p,ACVR1B
hsa-mir-371b-5p,CEBPB
hsa-mir-371b-5p,LPP
hsa-mir-371b-5p,RPL37
hsa-mir-371b-5p,RPL37A
hsa-mir-371b-5p,RPS16
hsa-mir-371b-5p,SLC4A1
hsa-mir-371b-5p,UCHL3
hsa-mir-371b-5p,UQCRB
hsa-mir-371b-5p,WT1
hsa-mir-371b-5p,TRIB1
hsa-mir-371b-5p,KLF2
hsa-mir-371b-5p,DCUN1D2
hsa-mir-371b-5p,QTRT2
hsa-mir-371b-5p,CHCHD5
hsa-mir-371b-5p,FLYWCH2
hsa-mir-371b-5p,C11orf74
hsa-mir-371b-5p,OCIAD2
hsa-mir-371b-5p,AMOT
hsa-mir-371b-3p,PPP2R5D
hsa-mir-371b-3p,ANKRD52
hsa-mir-4755-5p,ADCYAP1R1
hsa-mir-4755-5p,CHRM2
hsa-mir-4755-5p,FOXC1
hsa-mir-4755-5p,GLUL
hsa-mir-4755-5p,NR3C1
hsa-mir-4755-5p,NFATC1
hsa-mir-4755-5p,NFIA
hsa-mir-4755-5p,NOTCH1
hsa-mir-4755-5p,AP1S2
hsa-mir-4755-5p,CACNA1G
hsa-mir-4755-5p,C1RL
hsa-mir-4755-5p,VANGL2
hsa-mir-4755-5p,SORCS2
hsa-mir-4755-5p,CACHD1
hsa-mir-4755-5p,SEMA4G
hsa-mir-4755-5p,CHCHD5
hsa-mir-4755-5p,C11orf74
hsa-mir-4755-5p,KLHL40
hsa-mir-4755-5p,NEGR1
hsa-mir-4755-5p,MYO18A
hsa-mir-4755-3p,APAF1
hsa-mir-4755-3p,FANCA
hsa-mir-4755-3p,MAN2A2
hsa-mir-4755-3p,PEBP1
hsa-mir-4755-3p,SLC4A1
hsa-mir-4755-3p,UQCRB
hsa-mir-4755-3p,WT1
hsa-mir-4755-3p,SLC7A5
hsa-mir-4755-3p,HIST1H2BJ
hsa-mir-4755-3p,TRIB1
hsa-mir-4755-3p,MSRB1
hsa-mir-4755-3p,DDIT4
hsa-mir-4755-3p,FLYWCH2
hsa-mir-4755-3p,ANKRD52
hsa-mir-499b-5p,COL9A2
hsa-mir-499b-5p,RPL37A
hsa-mir-499b-5p,SCD
hsa-mir-499b-5p,BASP1
hsa-mir-499b-5p,FRMD5
hsa-mir-499b-5p,SLC35E2B
hsa-mir-499b-3p,TEF
hsa-mir-499b-3p,UQCRB
hsa-mir-499b-3p,TTF2
hsa-mir-4756-5p,ACVR1B
hsa-mir-4756-5p,DDR1
hsa-mir-4756-5p,FKBP5
hsa-mir-4756-5p,HMGA1
hsa-mir-4756-5p,NBL1
hsa-mir-4756-5p,PLAGL2
hsa-mir-4756-5p,SCD
hsa-mir-4756-5p,TTF2
hsa-mir-4756-5p,NTN1
hsa-mir-4756-5p,CTDSP2
hsa-mir-4756-5p,SORCS2
hsa-mir-4756-5p,HHIP
hsa-mir-4756-5p,MYH14
hsa-mir-4756-5p,SLC26A9
hsa-mir-4756-5p,ANKRD52
hsa-mir-4756-5p,DUSP28
hsa-mir-4756-3p,HLA-A
hsa-mir-4756-3p,INCENP
hsa-mir-4756-3p,RPS27A
hsa-mir-4756-3p,TTYH3
hsa-mir-4756-3p,ATP8B3
hsa-mir-4756-3p,RDH10
hsa-mir-4757-5p,COL9A2
hsa-mir-4757-5p,XPC
hsa-mir-4757-5p,HIST1H2BJ
hsa-mir-4757-5p,TRIB1
hsa-mir-4757-5p,MSRB2
hsa-mir-4758-5p,EP300
hsa-mir-4758-5p,SETD1B
hsa-mir-4758-3p,CAD
hsa-mir-4758-3p,HMGA1
hsa-mir-4758-3p,AGRN
hsa-mir-4760-3p,PDE4D
hsa-mir-4760-3p,UQCRFS1
hsa-mir-4760-3p,MAGEL2
hsa-mir-4760-3p,VANGL2
hsa-mir-4761-5p,ACVR2B
hsa-mir-4761-5p,SRGN
hsa-mir-4761-5p,MAPK13
hsa-mir-4761-5p,SGCD
hsa-mir-4761-5p,UBE2V1
hsa-mir-4761-5p,TRDN
hsa-mir-4762-5p,TRAPPC2L
hsa-mir-4762-5p,PHIP
hsa-mir-4762-5p,EGLN3
hsa-mir-4762-3p,CST3
hsa-mir-4762-3p,LPP
hsa-mir-4762-3p,PLAGL2
hsa-mir-4762-3p,ZNF90
hsa-mir-4762-3p,CTDSP2
hsa-mir-4762-3p,RAI1
hsa-mir-4763-5p,MKI67
hsa-mir-4763-5p,NUP93
hsa-mir-4763-5p,RABAC1
hsa-mir-4763-3p,COL13A1
hsa-mir-4763-3p,CPE
hsa-mir-4763-3p,ENG
hsa-mir-4763-3p,HMGA1
hsa-mir-4763-3p,RPL37A
hsa-mir-4763-3p,VEGFB
hsa-mir-4763-3p,CTDSP2
hsa-mir-4763-3p,RAI1
hsa-mir-4763-3p,SETD1B
hsa-mir-4763-3p,HIC2
hsa-mir-4763-3p,DPPA4
hsa-mir-4763-3p,FN3K
hsa-mir-4763-3p,S100A16
hsa-mir-4763-3p,APCDD1
hsa-mir-4763-3p,PPM1L
hsa-mir-4763-3p,LONRF2
hsa-mir-4763-3p,CHCHD10
hsa-mir-4764-5p,FGFR3
hsa-mir-4764-5p,NR3C1
hsa-mir-4764-5p,SEC24C
hsa-mir-4764-5p,SETD1B
hsa-mir-4764-5p,FEM1A
hsa-mir-4764-5p,KIF18B
hsa-mir-4764-3p,BASP1
hsa-mir-4764-3p,SLC26A9
hsa-mir-4765,LPP
hsa-mir-4765,PEBP1
hsa-mir-4765,PMP22
hsa-mir-4765,UBE2V1
hsa-mir-4765,ADGRG1
hsa-mir-4765,SEMA4G
hsa-mir-4766-5p,TEF
hsa-mir-4766-5p,ZNF90
hsa-mir-4766-5p,TRIB1
hsa-mir-4766-3p,RPS24
hsa-mir-4766-3p,SCD
hsa-mir-4767,ZNF124
hsa-mir-4768-5p,CST3
hsa-mir-4768-5p,FHL2
hsa-mir-4768-5p,HIP1
hsa-mir-4768-5p,LPP
hsa-mir-4768-5p,RPS21
hsa-mir-4768-5p,TBXA2R
hsa-mir-4768-5p,ZNF90
hsa-mir-4768-5p,TTF2
hsa-mir-4768-5p,PTCH2
hsa-mir-4768-5p,FAM53B
hsa-mir-4768-5p,KLF2
hsa-mir-4768-5p,IGSF9B
hsa-mir-4768-5p,HHIP
hsa-mir-4768-5p,EGFLAM
hsa-mir-4768-5p,RNF152
hsa-mir-4768-5p,NEGR1
hsa-mir-4768-3p,APAF1
hsa-mir-4768-3p,CBFA2T3
hsa-mir-4768-3p,CPE
hsa-mir-4768-3p,GLUL
hsa-mir-4768-3p,LPP
hsa-mir-4768-3p,ENPP1
hsa-mir-4768-3p,RPL28
hsa-mir-4768-3p,RPS27A
hsa-mir-4768-3p,ZNF124
hsa-mir-4768-3p,RECK
hsa-mir-4768-3p,RABAC1
hsa-mir-4768-3p,POLR1A
hsa-mir-4768-3p,PLCE1
hsa-mir-4768-3p,FEM1A
hsa-mir-4768-3p,PLEKHG2
hsa-mir-4768-3p,ULBP3
hsa-mir-4768-3p,QTRT2
hsa-mir-4768-3p,GSTCD
hsa-mir-4768-3p,FCHSD1
hsa-mir-4768-3p,PPM1L
hsa-mir-4768-3p,KBTBD12
hsa-mir-4768-3p,SLC35F1
hsa-mir-4768-3p,ZNF844
hsa-mir-4768-3p,ZC3H6
hsa-mir-4769-5p,GLUL
hsa-mir-4769-5p,PMP22
hsa-mir-4769-5p,PPP1R10
hsa-mir-4769-5p,SEC24C
hsa-mir-4769-5p,HIC2
hsa-mir-4769-5p,C19orf53
hsa-mir-4769-5p,EGFLAM
hsa-mir-4769-5p,LONRF2
hsa-mir-4769-5p,NEGR1
hsa-mir-4769-3p,NUP210
hsa-mir-4769-3p,BOC
hsa-mir-4770,GLUL
hsa-mir-4770,NPR1
hsa-mir-4770,PDGFB
hsa-mir-4770,RPS19
hsa-mir-4770,SCN2B
hsa-mir-4770,TTYH3
hsa-mir-4770,PRRC2B
hsa-mir-4771,CAD
hsa-mir-4771,RPL37A
hsa-mir-4771,SETD1B
hsa-mir-4771,SLC35E2B
hsa-mir-4772-5p,GLUL
hsa-mir-4772-5p,PTMS
hsa-mir-4772-5p,HEBP2
hsa-mir-4772-3p,CDKN3
hsa-mir-4772-3p,TIMELESS
hsa-mir-4772-3p,NUP93
hsa-mir-4772-3p,SERF2
hsa-mir-4772-3p,IGSF6
hsa-mir-4772-3p,RABAC1
hsa-mir-4772-3p,HIC2
hsa-mir-4772-3p,ROMO1
hsa-mir-4772-3p,ZNF384
hsa-mir-4773,E2F3
hsa-mir-4773,MAPK13
hsa-mir-4773,TLL1
hsa-mir-4773,DLK1
hsa-mir-4774-5p,KRT10
hsa-mir-4774-5p,RPS16
hsa-mir-4774-5p,LONRF2
hsa-mir-4774-3p,FASN
hsa-mir-4774-3p,OCIAD2
hsa-mir-4774-3p,BTBD19
hsa-mir-4775,SLC25A4
hsa-mir-4775,FHL2
hsa-mir-4775,NPR1
hsa-mir-4775,RORA
hsa-mir-4775,SKP1
hsa-mir-4775,SSPN
hsa-mir-4775,HMGA2
hsa-mir-4775,DDIT4
hsa-mir-4775,PRRC2B
hsa-mir-4776-5p,RCC2
hsa-mir-4776-3p,C1RL
hsa-mir-4776-3p,PLEKHG2
hsa-mir-4776-3p,PPDPF
hsa-mir-4777-5p,TEF
hsa-mir-4777-5p,TNFRSF10B
hsa-mir-4778-5p,E2F3
hsa-mir-4778-5p,LIMD1
hsa-mir-4778-5p,TMEM100
hsa-mir-4778-3p,BCAT1
hsa-mir-4778-3p,PEBP1
hsa-mir-4778-3p,PRKCB
hsa-mir-4778-3p,FAM53B
hsa-mir-4778-3p,CACHD1
hsa-mir-4778-3p,SRSF12
hsa-mir-4778-3p,DUSP28
hsa-mir-4778-3p,PLCXD3
hsa-mir-4778-3p,KBTBD13
hsa-mir-4779,ACVR1B
hsa-mir-4779,ARL2
hsa-mir-4779,EPHB2
hsa-mir-4779,FKBP5
hsa-mir-4779,FOXC1
hsa-mir-4779,GRIN2D
hsa-mir-4779,HMGA1
hsa-mir-4779,NBL1
hsa-mir-4779,PPP2R5D
hsa-mir-4779,RPS24
hsa-mir-4779,UBE2V1
hsa-mir-4779,SSPN
hsa-mir-4779,SLC7A5
hsa-mir-4779,CACNA2D2
hsa-mir-4779,NTN1
hsa-mir-4779,NUP93
hsa-mir-4779,CTDSP2
hsa-mir-4779,VASH1
hsa-mir-4779,SORCS2
hsa-mir-4779,SEMA4G
hsa-mir-4779,HHIP
hsa-mir-4779,S100A16
hsa-mir-4779,PPM1L
hsa-mir-4779,UNC5B
hsa-mir-4779,MCRIP1
hsa-mir-4780,CPE
hsa-mir-4780,FOXP4
hsa-mir-4780,MYO18A
hsa-mir-4436b-5p,RPLP1
hsa-mir-4436b-5p,BASP1
hsa-mir-4436b-5p,COL22A1
hsa-mir-4436b-3p,PLAGL2
hsa-mir-4436b-3p,RPS24
hsa-mir-4436b-3p,TBC1D2B
hsa-mir-4436b-3p,TTYH3
hsa-mir-4436b-3p,PPM1L
hsa-mir-4436b-3p,CHCHD10
hsa-mir-4781-5p,CRMP1
hsa-mir-4781-5p,ENG
hsa-mir-4781-5p,SLC7A5
hsa-mir-4781-5p,FOXP4
hsa-mir-4781-5p,UNC5B
hsa-mir-4781-5p,ANKRD52
hsa-mir-4781-3p,RORA
hsa-mir-4781-3p,SLC4A1
hsa-mir-4781-3p,UQCRB
hsa-mir-4781-3p,C19orf53
hsa-mir-4781-3p,FLYWCH2
hsa-mir-4782-5p,NDST1
hsa-mir-4782-5p,KBTBD13
hsa-mir-4782-5p,MYO18A
hsa-mir-4782-3p,FOXC1
hsa-mir-4782-3p,UBE2V1
hsa-mir-4782-3p,HMGA2
hsa-mir-4782-3p,RDH10
hsa-mir-4784,CPE
hsa-mir-4784,CRMP1
hsa-mir-4784,PFKFB3
hsa-mir-4784,UBE2V1
hsa-mir-4784,MRVI1
hsa-mir-4784,BASP1
hsa-mir-4784,FASTK
hsa-mir-4784,C1RL
hsa-mir-4784,VWA1
hsa-mir-4784,CHCHD5
hsa-mir-4784,PRRC2B
hsa-mir-4784,SLC26A9
hsa-mir-4784,S100A16
hsa-mir-4784,UNC5B
hsa-mir-4784,MCRIP1
hsa-mir-4785,RCC2
hsa-mir-1245b-5p,RPL35
hsa-mir-1245b-5p,ZC3H6
hsa-mir-1245b-3p,E2F3
hsa-mir-1245b-3p,GPR183
hsa-mir-1245b-3p,HMGA2
hsa-mir-1245b-3p,RHOF
hsa-mir-2467-5p,PLCE1
