"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PHB2",7098.90956047116,0.0880072752564414,0.0130733896625031,6.7317870520499,1.67591802626037e-11,1.47884458041189e-10
"ECE1",3810.80375933184,-0.174966997246005,0.0153771032377218,-11.378410780048,5.35669715736272e-30,5.09941929389231e-28
"XRCC6",5666.35917537502,-0.0110676868761195,0.0075868900688212,-1.45879099021124,0.144622643164716,0.19461086588467
"RPS25",8685.11899573292,0.133155534636143,0.0180788871498404,7.36525061152998,1.76814381409357e-13,2.1491268987333e-12
"CCND1",3598.66438230556,-0.156656923992537,0.0143397838965669,-10.9246363210566,8.78917814083735e-28,6.66444542516283e-26
"DVL3",5023.15548055326,-0.0482741311899189,0.0106821445587514,-4.51914228687067,6.20906576629282e-06,2.00046036867567e-05
"BGN",5700.18348333826,-0.0178783489372241,0.0215270228241629,-0.830507269084911,0.406252039694613,0.476126806407004
"NCKAP1",6127.62085633833,0.056914709279219,0.0178203020677576,3.19381282442991,0.00140407121632832,0.00294545549354255
"PABPC4",5901.54658639541,-0.0106379051894059,0.0167135788343663,-0.636482784137911,0.524461798519083,0.591965726082453
"KCTD12",5054.43816685477,-0.0019952058901146,0.0173493452164028,-0.115001797775529,0.908443697080982,0.927793476689911
"LIMS2",8195.55475210854,0.0886150427006339,0.0213374945708061,4.15302004678078,3.2811598209313e-05,9.23056220547584e-05
"CCT3",5856.79269257704,0.011313928953169,0.00852992862755524,1.32638026027794,0.184713773893549,0.241062065362405
"NPTN",5273.95183950408,0.0071162890053831,0.00918030965407734,0.775168733248826,0.438239961167901,0.50872501767261
"PCBP2",6339.92148336944,0.0531635223297718,0.0133071517013223,3.99510906037758,6.46644789626952e-05,0.000172500334348838
"DCHS1",4071.20565214776,-0.140234549283721,0.027372738835067,-5.12314643151701,3.00478813113198e-07,1.24171250970289e-06
"LAMA4",6402.81844227226,-0.00336942117671482,0.00941481060538957,-0.35788517878267,0.720429242729801,0.770213803072552
"MTUS1",5417.46518427858,-0.0379328411556926,0.0149242674150919,-2.54168865383193,0.0110318393805792,0.0193253524783766
"IGFBP3",6155.27069931892,0.0642201815864744,0.0124478309831505,5.15914633428134,2.48078362154823e-07,1.04100321725328e-06
"TRAK1",5786.66093726867,0.00151191124998171,0.0112717310979223,0.134133012653256,0.893297395189718,0.915263149349069
"MMP2",6071.63736644603,-0.00651657408095863,0.01143673771419,-0.569793086438739,0.568818045206515,0.633358229794534
"EMILIN2",5611.16670115809,-0.00546124413932444,0.00936349456948517,-0.583248497534475,0.559726027655902,0.625156020612167
"NOP53",8020.64369067696,0.105715267362783,0.0178295087823548,5.92923050507178,3.04357585725039e-09,1.79937970672074e-08
"LGR4",4406.71932521856,-0.0668097568844017,0.0214625892508538,-3.11284701503309,0.00185292039247059,0.00379190142140302
"TIA1",5458.15102509694,-0.0160913203944949,0.0127600313912771,-1.26107216362298,0.207282848651429,0.266816315842078
"RBMX",5039.23783146133,-0.0332930884783153,0.00581227724858182,-5.72806269460714,1.01584026560883e-08,5.50190562461396e-08
"RPL27A",8919.04856350749,0.144229741037801,0.0285448458190483,5.0527419889427,4.35512040294525e-07,1.73964717596361e-06
"CCT2",5030.94158539191,-0.00497637638450057,0.0149525260558182,-0.33281175140064,0.739276387116272,0.786815949140723
"CENPF",5093.82621473389,-0.040834573843142,0.0123479430437685,-3.30699402308544,0.000943029040952197,0.0020403093483906
"ZMIZ1",4191.96640560307,-0.102962597774226,0.0147752906779884,-6.96856664401301,3.20186300067852e-12,3.19012202099689e-11
"MAPKAPK2",6467.86707215416,0.0438432726359734,0.0082677563761281,5.30292266019887,1.13963211761027e-07,5.12589581158005e-07
"MEF2A",6629.40451218377,0.0156583181923899,0.024032579997541,0.651545451798852,0.514694446818638,0.582998521400788
"VDAC1",5372.16336659212,0.00090654843756407,0.00752876157453542,0.120411362292345,0.904157291083051,0.92406703160451
"CFL2",5982.11379391506,0.0675078451729584,0.0127798401109315,5.28237009125133,1.27523257906541e-07,5.68018555197101e-07
"BMP5",4537.27477296736,-0.0589062732914029,0.0148026101230006,-3.97945178599774,6.90743662908318e-05,0.000183326797957881
"RCSD1",5562.57193589518,-0.0103296864478561,0.00880192996557067,-1.17357062465406,0.240567053090093,0.303489602089476
"DMPK",6897.6046915273,0.0414348657990927,0.0136794233822789,3.02899213228314,0.0024537107300843,0.00490366156018379
"CAPNS1",7031.52759285049,0.0641365245124729,0.0175500698188348,3.65448828264154,0.000257695431259042,0.000619171668106194
"LRPPRC",5353.63679114543,0.0207786618570591,0.0159583030914464,1.30205960733986,0.192896009831733,0.250472895283299
"UBR4",5464.33267879426,-0.0826490521819435,0.0226289487029087,-3.65235934143594,0.000259841930494565,0.000623829632639544
"MAP1B",7884.68619634174,0.119637581602903,0.0390007054575422,3.06757480920814,0.00215803436750612,0.00435884841583008
"DAG1",5136.89473354791,-0.0446105346833102,0.0107968361541866,-4.13181547318489,3.59909301476595e-05,0.000100512571945562
"HEPH",4686.84356043545,-0.0349327048804167,0.0129690744442015,-2.69353877415942,0.00706979217168032,0.0129209962868631
"EIF4B",6034.20352831885,0.00965556561419714,0.00801848459527861,1.20416339265433,0.228526431976807,0.290065542799454
"TRIM55",5497.28803290408,0.00749925603517397,0.00794605022162435,0.943771537557809,0.345286408247956,0.415337912823445
"NCOR2",3951.94766551116,-0.0991554517835773,0.0137586935293908,-7.2067490689988,5.73034604295549e-13,6.37672125360286e-12
"MAPRE1",4275.68945038308,-0.0641776744417872,0.00841577805666371,-7.62587535099866,2.42383955338714e-14,3.43979493528565e-13
"ATP5MC2",8016.19833942319,0.101918791502329,0.0232354976617241,4.38633994356919,1.15273917492492e-05,3.53895534217146e-05
"IPO7",4729.78641519515,-0.0327212922238026,0.0157810199851866,-2.07345863920822,0.0381296165400981,0.0589411471987626
"SLC38A2",4837.63241846069,-0.0096978528259957,0.0192812413908335,-0.502968280382929,0.614986573513759,0.675594246274127
"MYADM",5666.43701084202,-0.00344503596895733,0.0144647347393755,-0.238167932632692,0.811750847604317,0.848878912250329
"IMMT",5630.56991113303,0.00822701931298156,0.00666953476737401,1.23352221705574,0.217380992980969,0.278020179266062
"LAMA5",4409.2912827029,-0.0768867648575121,0.0181893347571302,-4.22702456599589,2.36801823121769e-05,6.8251256953682e-05
"FXR1",5921.9372187498,0.0271332824537762,0.0121626826314313,2.23086331165603,0.0256901846211842,0.0413082712155695
"TOMM20",4838.07408190787,-0.0265365574639123,0.00830723079244442,-3.19439270762138,0.00140125360571493,0.00294049067187998
"NDUFA4",9171.28214025404,0.176673542510543,0.0222773595944353,7.93063207341119,2.1803329122279e-15,3.69777657233762e-14
"MAP7D1",6264.97121198627,0.0443153052012164,0.00849157519076773,5.21873789086825,1.80146488177365e-07,7.78228055253129e-07
"SMC1A",3960.42125388864,-0.0901416775917285,0.0176738708127608,-5.10027930761181,3.39152624360891e-07,1.38746189677376e-06
"HNRNPF",4709.89698921843,-0.0329376653048065,0.00801836811353566,-4.1077766496159,3.99486135319558e-05,0.000110735349135764
"ASPH",5168.7729467277,-0.0172866188144928,0.0108021137452802,-1.60029964709878,0.109532125119996,0.152603138106504
"HNRNPR",4577.52608000781,-0.030726674234184,0.00925328794650173,-3.32062229251176,0.00089816999850231,0.00195037181492959
"NCOA4",5369.38058670694,0.00513076671939032,0.0152974258616665,0.335400659286567,0.737322870693825,0.785570205015021
"ACTA2",4283.79856534661,-0.0104766988157084,0.0235895592839319,-0.444124397985028,0.656952647848383,0.712810019404211
"SLC38A1",6046.68414621702,0.0450839901344123,0.0117330230647685,3.8424871310267,0.000121793802016991,0.000308793694771696
"TUBB6",6449.24327352278,0.0527547288993878,0.0114494383055909,4.60762593686601,4.07292523080556e-06,1.35231901375168e-05
"WNK1",5870.3945369517,-0.0213534085867461,0.0161346646793773,-1.32344917053276,0.185686049175028,0.242102088121831
"DHX9",4254.1150024816,-0.0725456899815722,0.0114674362297725,-6.32623443705964,2.51216058456535e-10,1.81918924730157e-09
"PRDX3",6039.83500785959,0.0644267339842762,0.0102873603556988,6.26270799861561,3.78348703853922e-10,2.65863351059421e-09
"RTL8C",6908.766349842,0.0875435675723626,0.0168729140832901,5.18840830577453,2.12099153674788e-07,9.03100607974725e-07
"SRF",4956.38774816383,-0.0173789313775396,0.0119278640568109,-1.45700280408679,0.145115606185516,0.195193660877837
"TSPAN3",5164.39327913332,-0.00979873839102802,0.00626833959712068,-1.56321115651248,0.118002936859974,0.162794780928796
"DLD",5581.54877875831,0.0415226897249921,0.0126967000277853,3.27035289753435,0.00107413391897566,0.00230219467071167
"HNRNPC",4809.72414581816,-0.000651611999733211,0.0106193644391124,-0.0613607342952886,0.951071922898777,0.961913921554545
"COPA",4649.87749852883,-0.0454329963243963,0.00871406693243478,-5.21375342611718,1.85057416432286e-07,7.97857462846239e-07
"CYC1",7458.77025949549,0.102167411129682,0.0165660475933216,6.1672774120768,6.94758097600674e-10,4.65145539471663e-09
"CAPZB",5305.68929651729,0.0137002531807108,0.0103659608889189,1.32165781132323,0.186282123177726,0.242754941095514
"TMPO",4287.34179249727,-0.024621730915147,0.0144648843040701,-1.70217268230891,0.088723002113669,0.126268593798175
"GAB1",6743.25252173189,0.0744031610398171,0.0154813022393235,4.80600145192103,1.53978780600021e-06,5.50792994126569e-06
"PPIF",4932.22229009869,-0.00522350558932123,0.0110339490426565,-0.473403091597354,0.635925624618754,0.694211266115157
"TMOD1",5393.02281043378,-0.00361402282169405,0.00903412177436969,-0.400041410992182,0.689126016168171,0.741916914550544
"FERMT2",4448.2725119197,-0.0213234922968145,0.0118452199879855,-1.80017697589768,0.0718326981262115,0.104430057848852
"RNF10",5583.56259079968,0.00817673035135272,0.00870523355235496,0.939289026787884,0.347582370977033,0.417688130681145
"H3F3B",5667.43325135086,0.0465475663413972,0.00835387028563952,5.57197619185127,2.51865847236871e-08,1.28013810587033e-07
"LMNA",6558.98858532911,0.0610771508050433,0.0123585136799197,4.94211135634233,7.72810517811718e-07,2.92229480234863e-06
"RHOBTB3",4550.90313205459,-0.0370906440463125,0.0101608010144165,-3.65036614669325,0.000261866748399868,0.000628037170399243
"GOT2",5690.50082596095,0.0406211839310714,0.00883484901480803,4.5978356690631,4.26902493133458e-06,1.4138299429778e-05
"ILF2",4953.3024148044,-0.00722748727152339,0.00911995415369838,-0.792491623282169,0.42807407418338,0.498343486164388
"GSTP1",6135.09259538382,0.080519206110338,0.0240065271731641,3.35405473392866,0.000796366085078345,0.00174646149009446
"ARPC2",5361.01680923625,0.0268185558845394,0.0132023878736575,2.03134131046476,0.0422203835150207,0.0645834203381304
"VDAC3",6813.13877629589,0.0816437171068079,0.0100699091581634,8.10769152178712,5.15905112811071e-16,9.79393665397669e-15
"COL16A1",5340.50109733395,-0.00498944627370529,0.0134673933186281,-0.370483445137367,0.711022309280697,0.762218720831732
"HADHB",7189.51601349671,0.0742844903129259,0.010003129974311,7.42612467334679,1.1182560131102e-13,1.42008713953099e-12
"RPL14",7538.09176291874,0.0715900741433503,0.0203214719630982,3.52287837580619,0.0004268872104425,0.00098208908071813
"RDX",4835.28905587703,-0.0199335205438611,0.018378414709987,-1.08461588545116,0.278091816314927,0.343746893031872
"OGT",5978.51787943131,0.0110505700718088,0.0167298773106625,0.660529056286976,0.508914378600883,0.577253550679485
"PBX1",5191.9431148915,-0.0111251446148652,0.010538449603121,-1.05567185248677,0.291118161148937,0.3577464484787
"C1orf198",4827.35696716358,-0.0208671368378678,0.0122899956822148,-1.69789618950519,0.0895273565878386,0.127371635717093
"NISCH",4280.28949379481,-0.0866563682281421,0.0132144260813619,-6.55770955882569,5.46404965779605e-11,4.38806253922267e-10
"KIF1C",5527.76371966632,0.00903702884227118,0.00856594347012706,1.05499515304846,0.291427541509944,0.358092895833115
"ANXA5",6145.07421428446,0.0476884703707524,0.0149870581009598,3.18197674616996,0.0014627356225419,0.00305917222405252
"TUFM",6110.58932915524,0.0587136263101185,0.0142907562141822,4.10850380694696,3.98230641611601e-05,0.000110434276587253
"SF3B3",4442.53751659133,-0.0693497444841193,0.00972511270164216,-7.13099648422677,9.96448650433284e-13,1.06696907216346e-11
"ATN1",4619.04731362104,-0.0641427798648078,0.0118137114296452,-5.4295197785049,5.6505890944211e-08,2.69648675336407e-07
"CDV3",4332.40524458129,-0.0359615162977414,0.0103625104807448,-3.47034788187319,0.000519784672628602,0.00117569054811346
"EIF3L",4370.78836303055,-0.0760764726296293,0.0185279115968514,-4.10604682734764,4.02487921940893e-05,0.0001114726582704
"RPL34",9394.22815456604,0.192777973249035,0.0286848160660443,6.72055811008795,1.81029819235342e-11,1.59096421999146e-10
"HMGA1",3116.94914347804,-0.147049251533645,0.0154125296782979,-9.54089008118524,1.41611614087439e-21,5.87841791217859e-20
"H2AFY",5894.22667440758,0.0282130260005309,0.0108227567014081,2.6068243774583,0.00913862189284839,0.0162955847315462
"FAM168B",4299.63016117564,-0.0660171525222256,0.0123563914642122,-5.34275340122,9.15452647607998e-08,4.18322297090254e-07
"RHOT2",5408.59111844359,0.00955352072778897,0.0138027800223444,0.692144677544915,0.488846476789213,0.557887272513556
"CDK16",4928.57820716267,0.0144751419092624,0.0124402903624559,1.16356945758659,0.244598534860212,0.307890559950476
"STRIP2",5263.61768222909,0.0292994966258618,0.0215555522140618,1.35925520881568,0.174065732137203,0.228985805783075
"GLG1",4508.61739423689,-0.0660560496143013,0.0091566525642306,-7.21399541491196,5.43335861456644e-13,6.07734674538383e-12
"ASAH1",7788.71252554806,0.123344157877747,0.0101195619868818,12.188685442872,3.57135784835839e-34,4.95506904875427e-32
"LRATD2",3951.83991610739,-0.0255964705765002,0.022710531570923,-1.12707492101471,0.259710805711625,0.32412902661158
"TAGLN",3382.53665670096,-0.0864882628194229,0.0217426473462724,-3.97781656676921,6.95509926085609e-05,0.000184479163229785
"RBM6",4000.91593144556,-0.0487953238302642,0.0141611941057936,-3.44570687088464,0.000569567825413518,0.00128074199638674
"MYO15B",4792.29443407694,-0.0893648499298782,0.0213830508200211,-4.17923759720037,2.92487984363871e-05,8.30350085344712e-05
"AEBP1",4759.63864605724,-0.0649856504159434,0.0142608738969377,-4.55691922427686,5.19093752422721e-06,1.68912692592244e-05
"NDUFS1",5185.73759110441,0.0283712308355794,0.0128839334155742,2.20206282665852,0.0276608708544604,0.0440964524732761
"KRT8",4290.49864881428,-0.0190410056581812,0.0173886328899035,-1.09502603101347,0.273505232409069,0.338816037336538
"KIDINS220",8521.11579082022,0.0898467186153476,0.0180305765835818,4.98301971647207,6.25995691768292e-07,2.40634714039704e-06
"PRKDC",4365.45867426753,-0.0678140311539606,0.0157669764460847,-4.30101683641446,1.70016140513906e-05,5.0041762685226e-05
"RBBP7",5346.50851444743,0.0174656657973462,0.00559577094848963,3.12122600408803,0.00180099757215692,0.00368969687968435
"LAPTM4A",6917.21937358955,0.0768070113931426,0.00866331235648353,8.86577884216088,7.59711360720634e-19,2.19206981560144e-17
"EIF3K",6980.95107903474,0.0847543924373004,0.0207726488853477,4.08009555762929,4.50171910106345e-05,0.000123265631988389
"BMP7",4420.29967869098,-0.0377580628189321,0.00917831620470614,-4.11383329761202,3.89142503313614e-05,0.000108143970343408
"EMP2",6842.22876604852,0.0643621484602514,0.0172257721124274,3.73638685338335,0.000186683392524294,0.000459902683283309
"CCT6A",4706.43334392405,-0.0026780792897413,0.0103712170160128,-0.258222278601097,0.79623536498689,0.835842050077191
"RBM3",4015.36137953099,-0.0629838533217678,0.00842074751957229,-7.47960358333685,7.45471343711554e-14,9.73216943412021e-13
"PCM1",5543.8826449378,0.0383050862603994,0.0144118825369629,2.65788221366336,0.00786333697970753,0.0142336767368974
"AKAP13",6020.57945520452,-0.0218944790873393,0.0135024809275576,-1.62151527595601,0.104907176529537,0.146928629327558
"NARS",4845.81527629094,0.00940706600969728,0.00909982923905178,1.03376291604759,0.301247012078892,0.368630468336734
"RAN",4872.08895215585,-0.0108664946447014,0.00729669622414788,-1.48923489629999,0.136425524591268,0.184930660469103
"RERE",4107.28147284887,-0.0614364422815892,0.00900894622253074,-6.8194926203401,9.13626066538834e-12,8.42085594332118e-11
"IGF2BP1",3291.5047352651,-0.155698151918915,0.0105050823005041,-14.8212215254557,1.06824036923509e-49,8.19528876209646e-47
"PLD3",5135.43018279363,0.00684807708965926,0.0174962843057332,0.391401795375219,0.695500265445569,0.747915110648179
"VPS35",5568.44936568321,0.0479419969140229,0.00831330147140308,5.76690224442582,8.07418537157298e-09,4.45069846221702e-08
"APEX1",4640.77939700239,-0.0279341153220255,0.00925850391129829,-3.01713058498978,0.00255179857930817,0.00507867496892066
"PRKCSH",4943.86158285629,-0.0153832651409819,0.0143233910695553,-1.07399602973065,0.282824461004714,0.348638621968193
"ATP5PB",5240.68586246321,0.0694071439527233,0.0114432432917263,6.06533848693978,1.3167603706719e-09,8.38125366242214e-09
"FBXL7",5026.1470900613,0.0207947367448181,0.00822440443243592,2.52841855184146,0.0114577667728415,0.0199974301330098
"COX6B1",9406.45938007002,0.186484300380031,0.0290766995624118,6.41353053085516,1.42187623370728e-10,1.06820909216649e-09
"PAPOLA",5283.61698041245,0.0283776905523882,0.0105930611156787,2.67889425374754,0.00738657172635171,0.0134340633740174
"ZNF664",4194.11935299334,-0.0473327764119527,0.0111802618997468,-4.23360175605766,2.29978051350859e-05,6.64018982890837e-05
"EIF3H",5752.06186940369,0.0438170228755354,0.00996153950982448,4.39861959412209,1.08941588103373e-05,3.35810964794183e-05
"GABPB1-AS1",3022.56465907435,-0.0154369740991056,0.0291622059777477,-0.529348640870473,0.596563619089733,0.659186877926654
"MCL1",4449.75992991585,-0.0198588157309195,0.0114904799337221,-1.72828427058456,0.0839372716863109,0.12017893263068
"RPL36",8143.67872955376,0.139755701093084,0.0351593334198062,3.97492465014585,7.04015417864622e-05,0.000186545491259456
"NORAD",4638.94546816669,-0.000298204758436369,0.00902606138823647,-0.0330381930290231,0.973644130621933,0.979124585671312
"DAAM1",5846.68127305149,0.0658003554325182,0.0146841797916016,4.48103716832395,7.42811724798706e-06,2.36401915930325e-05
"PACS1",4170.99808885218,-0.0536483563685748,0.014000728675484,-3.83182601506419,0.000127195680365445,0.000321676568416934
"IARS2",4427.39761711271,-0.0381188475505831,0.0157275415191256,-2.42370032876584,0.0153632771698796,0.0260590272921797
"FBN1",5417.89165313403,-0.0219328361972029,0.0165488917399799,-1.32533565037568,0.185059849690846,0.241475793863734
"DNMT1",3725.94995614497,-0.102922692812467,0.0147991321551648,-6.95464380839033,3.53453924279738e-12,3.49048334543336e-11
"BEX3",5674.07537499423,0.0489801275222265,0.0170345877586832,2.87533389220173,0.00403600446506353,0.00774195767515202
"SLC20A2",4897.04127696958,-0.0248207033399822,0.00764560832767363,-3.24640006082217,0.00116874474702388,0.00248820910719645
"RPS18",8448.8697339559,0.123995804241024,0.0207079350400027,5.98784012029661,2.12645934943633e-09,1.29959151055992e-08
"GPC1",5462.76683294286,0.0185206984992964,0.0106877526133306,1.73288989456922,0.0831152407527692,0.119198259280582
"MYOCD",4219.36437821643,-0.0595249633707751,0.0108019383015779,-5.51058168533329,3.57649784022828e-08,1.76483862399763e-07
"SF3B2",4447.52264685133,-0.0204099103152775,0.00664189719078778,-3.0729036793261,0.00211986899528234,0.00428840258049825
"PTMA",4779.13187286583,-0.0225987564411171,0.0182104789088585,-1.24097540510722,0.214614834762297,0.274916285792193
"HNRNPL",4578.36023125858,-0.0282169291083864,0.00806983597239078,-3.49659264512,0.000471240828796293,0.00107296139824743
"HIF1A",4110.07064756889,-0.0464088738838547,0.0178991487218634,-2.59279782547241,0.00951987152310386,0.0169106734410679
"NOTCH2",4048.21198569116,-0.117401278669859,0.0173424837147571,-6.76957698798123,1.29159470075585e-11,1.1585266910081e-10
"NDUFS2",5449.7205809772,0.0231400449518195,0.00965169145710848,2.39751188220763,0.0165068455879269,0.0277927033511158
"CXCL12",3441.83638302522,-0.00760140489345661,0.0144246956019889,-0.526971598097952,0.598213311915265,0.660673893979075
"DLC1",5770.56146068706,0.038466254220414,0.00922290531956063,4.17073068492115,3.03624521259616e-05,8.59640786800817e-05
"COX5B",9568.1153404761,0.21181783115369,0.0247718497346984,8.55074745819213,1.22293938920092e-17,2.92116767654915e-16
"RBM25",6028.23897821272,0.0446377198010892,0.0356382157661325,1.25252397858562,0.210378996471709,0.270268210400319
"AHCY",4073.28327161596,-0.0419288626215096,0.00916167135995125,-4.57655169828452,4.72702932234375e-06,1.54899287492481e-05
"TGFBI",3549.03158555173,-0.0035052303737957,0.015047705227223,-0.232941190757402,0.815807072498428,0.852339649084715
"PRRC2C",5779.03719018784,0.0440812821322387,0.0298512398952421,1.47669853201859,0.139756465854813,0.188979142320215
"HDAC2",4375.48150092702,0.0103114912182367,0.0114470651309105,0.900797811518743,0.367695831375092,0.438064221503055
"ITGA7",6296.51566588697,0.0496035500742339,0.0154873688621022,3.20283906943126,0.00136080001703434,0.00286158558886841
"ARHGEF17",4154.060802589,-0.056875680335271,0.0141603231816359,-4.01655241944134,5.90557326464331e-05,0.000158674261469877
"MKI67",4022.7578430756,-0.112874757493847,0.0188154198503804,-5.99905600786074,1.98467900716978e-09,1.21865271240623e-08
"HIF3A",7020.99721786989,-0.00462440153129643,0.0232089772210062,-0.199250552372938,0.8420667570348,0.873199860479276
"DAZAP1",4628.26434238787,-0.0265155347111488,0.00939982027333491,-2.82085549937238,0.00478957719592176,0.00904251097122346
"PRDX6",4871.89864019895,0.024185828975676,0.013113005521665,1.84441537340289,0.065122628551142,0.0955053774388839
"NRP1",5591.29183989848,0.0178622689678643,0.0138243954771265,1.29208318710346,0.196328337682684,0.254385433582357
"RALY",5618.05851879826,0.0600511866195925,0.0143112230149557,4.19609047786041,2.71561799058178e-05,7.75500105828062e-05
"RBBP4",4109.71960223782,-0.0290871003579405,0.0102921557436147,-2.8261426549036,0.00471122774801209,0.00890877661150844
"EIF4EBP2",4052.25263935441,-0.0578381332743097,0.00873555348853284,-6.62100384941077,3.56767679732642e-11,2.97124142980403e-10
"SMC4",5335.82192320223,0.066567166607334,0.021447874102268,3.10367201382886,0.00191135090489119,0.00389802009407206
"TRIOBP",5034.57124070876,-0.027728970628167,0.0115141774959523,-2.4082458897229,0.0160293808319136,0.027062159845931
"STK39",3736.50756314426,-0.0741386688643227,0.00930487357880764,-7.96772446572274,1.61622718511939e-15,2.8293738185674e-14
"CKB",5609.06781395588,0.0323837130227436,0.0210621815671801,1.53752890788888,0.124163841603962,0.170260206308366
"WEE1",4578.22780150305,-0.0155861898044792,0.00983458746856502,-1.58483412286468,0.113004027289854,0.15688917208671
"YAP1",4220.59282491947,-0.024273027898602,0.0156950020949171,-1.54654505630572,0.121972987377795,0.167608439719861
"FTL",5821.40181657417,0.0851254785649774,0.0230747420661406,3.68911939821372,0.000225031599257352,0.000546325785092031
"FAT1",4607.32152289139,-0.050517969986932,0.0185417597486657,-2.72455099579033,0.0064388985887276,0.0118710934964921
"NPNT",4937.17935034041,-0.0222776475268901,0.0176370185145768,-1.26311867895801,0.206546532107007,0.265999789842953
"SETD5",4519.17627674554,-0.0247882606214536,0.00961563511507378,-2.57791194495253,0.00993993238572873,0.0175826119862572
"CAPZA2",5125.39300528629,0.0566275777094733,0.0153565207693545,3.68752652765458,0.000226444492985689,0.000549346926621903
"GIGYF1",3671.6130759048,-0.0599883390039966,0.0132664015639,-4.52182445368112,6.13088958144013e-06,1.97771609995405e-05
"SND1",4250.63498953989,-0.0252359206765725,0.00759553539906597,-3.32246765378459,0.000892250155576735,0.00193848517891584
"TRA2B",4337.30099366136,-0.0173801389663451,0.00722762056821082,-2.4046833674125,0.016186483458417,0.0272991228843495
"CSRP1",2885.81996535428,-0.140535493806061,0.0139618701405075,-10.0656640114655,7.8356775546593e-24,4.24036957128077e-22
"EIF5B",5398.3643216944,0.0649142704919536,0.0368659019135661,1.76082143993515,0.07826862984368,0.11278084967642
"TSPAN18",3797.28764476402,-0.0974686979209068,0.0150724054661799,-6.46669824133986,1.00167392974452e-10,7.72550644099826e-10
"KIF5B",5864.69883323801,0.0853880417752788,0.0154151772280994,5.53921894713152,3.03823607612388e-08,1.51935103162606e-07
"PICALM",3759.81221014739,-0.0335579194255877,0.0122647711225152,-2.73612276090364,0.00621678291614097,0.0114908280601347
"CAV1",7859.2141827853,0.13530105816753,0.0134088523445769,10.090427927059,6.09034309851894e-24,3.33740565928084e-22
"G3BP2",4190.2759367227,-0.0435939488355813,0.0160661936660782,-2.71339619960044,0.00665974288563767,0.0122298460594884
"MYL12A",5227.22782867405,0.0514682079221093,0.013008928942739,3.95637551320752,7.60955134461631e-05,0.00020053297360373
"FGFR1",3742.29009871473,-0.0723117702692397,0.00930511390692732,-7.77118592985801,7.77546657943721e-15,1.20151226456185e-13
"MSRB3",4904.70123360662,0.0194740884983503,0.00910275418798452,2.13936222995626,0.0324063433843144,0.0509823317754196
"NDUFS5",7173.7732309675,0.172768779652988,0.0275519826826427,6.27064780212097,3.59549066450826e-10,2.53198646039507e-09
"DNMT3A",3658.9944700251,-0.100457702905844,0.00814635445942125,-12.3316145161919,6.12078983404086e-35,9.07128875176829e-33
"SRSF7",4492.36254194733,-0.00514451135715167,0.00822385835701253,-0.625559334052114,0.531604019067155,0.598823597916207
"UBAP2L",3611.3752814549,-0.0902185401156803,0.0114174068049544,-7.90184160526991,2.74812502780156e-15,4.56573842198572e-14
"PRMT1",5076.98326439979,0.0293362440979861,0.0149078594516762,1.96783744796357,0.049086743905728,0.073941939711077
"KCNH2",5360.59382929668,0.00429301402126027,0.0116692913137926,0.367889866301144,0.712955356685471,0.763725976336091
"SMARCD3",4456.20285787627,-0.0089404676172231,0.0132873381898028,-0.672856180034939,0.50103879237151,0.569370855328621
"LMNB1",3234.86787103594,-0.110540104783508,0.0120328150766726,-9.18655394262703,4.05627743009253e-20,1.38412473531012e-18
"CTTN",4082.6384577686,-0.07490709936578,0.00994667182421315,-7.53087069620954,5.0403082338487e-14,6.77687628720152e-13
"LMOD2",5582.07861788813,0.0915105704573054,0.0156050720991151,5.86415556916872,4.51424094591531e-09,2.59474351770064e-08
"NUCB1",5282.11160552456,0.0295312232003551,0.0147396044002785,2.00352888709802,0.045120550178606,0.0685214503294573
"INPPL1",4139.13973553983,-0.0525250792092776,0.0131248492544405,-4.00195676087531,6.28207808590826e-05,0.000167959947512127
"ADAM19",3235.257364172,-0.0833417737830126,0.0161244351091433,-5.16866316363258,2.35774395857257e-07,9.93528165030807e-07
"RAC1",5085.71985625581,0.0602158299476597,0.0142384112719482,4.22911157695619,2.34615972281309e-05,6.76661103603014e-05
"PPP1R12C",4759.29225011877,0.0125493606604446,0.0122388859668074,1.02536788842377,0.305189633927651,0.372685693416145
"THRAP3",4144.07367960957,-0.0336047954003087,0.00662120248082084,-5.07533118004612,3.868216654817e-07,1.56334929073825e-06
"RAPGEF1",3666.10748162165,-0.101277529631765,0.0179303715906326,-5.64837873659435,1.61968038905455e-08,8.51769017501996e-08
"U2AF2",4351.7580607547,-0.0167279412090169,0.00722109472883987,-2.31653812021164,0.0205289055702666,0.0337839730533019
"RAB7A",4186.55676886138,-0.0151840865658181,0.00648635905640533,-2.34092600082379,0.0192359793207276,0.0318572244191656
"SOX4",5994.15787637515,0.103846277387213,0.0272208020098598,3.81496024068646,0.000136204861698288,0.00034293123673148
"FKBP10",2933.99934310092,-0.151414135796543,0.0130547212813398,-11.5984196470722,4.19758014651695e-31,4.34482859292651e-29
"PDIA3",4553.93208103244,0.0208709605520725,0.00836671128570106,2.49452381460103,0.0126126262694295,0.0218027133349196
"RAD23B",3953.61561339268,-0.0368416464777524,0.00945628839329123,-3.89599438442357,9.7796654546957e-05,0.000252767334245226
