ID,Accession,Target,TargetID,Experiment,Literature,Tissue
NRF1,4899,COX6A1,1337,Unknown,10773445,Not Applicable
NRF1,4899,FXR2,9513,+,16886907,Not Applicable
NRF1,4899,SNRPN,6638,Unknown,16116039,Not Applicable
NUPR1,26471,BCL2L1,598,+,18690848,Not Applicable
OTX2,5015,CCNG2,901,+,21047732,Not Applicable
PARP1,142,NFKB1,4790,Unknown,16026317,Not Applicable
PAX3,5077,BCL2L1,598,+,10871843,Not Applicable
PAX5,5079,PRDM1,639,-,17682124;22593617,Not Applicable
PAX5,5079,XBP1,7494,-,8627152,Not Applicable
PER1,5187,SLC5A1,6523,-,22526585,Not Applicable
PGR,5241,ABCG2,9429,Unknown,22348324,Not Applicable
PGR,5241,IRS2,8660,Unknown,14534541,Not Applicable
PGR,5241,PLD1,5337,Unknown,21284604,Not Applicable
PHOX2B,8929,MSX1,4487,-,18201699,Not Applicable
PIR,8544,NFKB1,4790,Unknown,14573596,Not Applicable
PITX1,5307,GNRH1,2796,-,19106114,Not Applicable
PITX1,5307,HES1,3280,-,21425961,Not Applicable
PITX1,5307,IRF2,3660,-,12242290,Not Applicable
PITX2,5308,GNRH1,2796,-,19106114,Not Applicable
PML,5371,TNFSF10,8743,+,15459016,Not Applicable
POU2F1,5451,GNRH1,2796,Unknown,15319450,Not Applicable
POU2F1,5451,HIST2H2BE,1022,Unknown,10064132;2007132,Not Applicable
POU2F1,5451,RRM2B,50484,Unknown,11978967,Not Applicable
POU2F1,5451,VWF,7450,+,7507210,Not Applicable
POU2F1,5451,VWF,7450,-,9694713,Not Applicable
POU2F2,5452,SPI1,6688,Unknown,12592383,Not Applicable
POU3F1,5453,GNRH1,2796,Unknown,9032292,Not Applicable
POU3F2,5454,FOXP2,93986,Unknown,23197593,Not Applicable
POU3F2,5454,GNRH1,2796,+,11875100,Not Applicable
POU4F1,5457,HSP90AA1,3320,+,15818685,Not Applicable
POU4F2,5458,HSP90AA1,3320,+,15818685,Not Applicable
POU5F1,5460,ITGA6,3655,+,22311737,Not Applicable
PPARA,5465,ACSL1,2180,-,17150915,Not Applicable
PPARA,5465,SLC25A20,788,Unknown,19748481,Not Applicable
PPARG,5468,ABCG2,9429,+,16785230,Not Applicable
PPARG,5468,BCL2L1,598,-,14960510,Not Applicable
PPARG,5468,CD83,9308,+,15356156,Not Applicable
PPARG,5468,ERP44,23071,+,20484463,Not Applicable
PPARG,5468,ERP44,23071,-,20484463,Not Applicable
PPARG,5468,GK,2710,+,14749268,Not Applicable
PPARG,5468,ICAM1,3383,-,17425601,Not Applicable
PPARG,5468,KLF4,9314,Unknown,23275339,Not Applicable
PPARGC1A,10891,PCK2,5106,+,16891307,Not Applicable
PTTG1,9232,ID3,3399,+,16926250,Not Applicable
RARA,5914,ICAM1,3383,+,1355009,Not Applicable
RARB,5915,ADH5,128,Unknown,1996113,Not Applicable
RARG,5916,ICAM1,3383,+,1355009,Not Applicable
RB1,5925,FOS,2353,-,1909121,Not Applicable
RB1,5925,FOS,2353,Unknown,7680889,Not Applicable
RBMX,27316,FOS,2353,-,16707624,Not Applicable
RBMX,27316,JUND,3727,-,16707624,Not Applicable
RBPJ,3516,NFKB1,4790,Unknown,14570916,Not Applicable
REL,5966,ICAM1,3383,Unknown,10706725;10837365;10926553,Not Applicable
RELA,5970,ABCG2,9429,+,10342828,Not Applicable
RELA,5970,ADORA1,134,+,9547356,Not Applicable
RELA,5970,BCL2L1,598,+,12226754;14978135;15756023;15856023;15986355;16904634;18223231;20066113;20585448,Not Applicable
RELA,5970,BCL2L1,598,-,15231833,Not Applicable
RELA,5970,BCL2L1,598,Unknown,10733571;10925251;14739605;16453001;17673602,Not Applicable
RELA,5970,BIRC2,329,+,12010810;15756023,Not Applicable
RELA,5970,BIRC2,329,-,18566231,Not Applicable
RELA,5970,BIRC2,329,Unknown,12687011;15050749;16453001;17673602;20103608,Not Applicable
RELA,5970,CD83,9308,+,19164127,Not Applicable
RELA,5970,CREB3,10488,Unknown,17296613,Not Applicable
RELA,5970,EPAS1,2034,+,20495570,Not Applicable
RELA,5970,FOXO3,2309,Unknown,19299143,Not Applicable
RELA,5970,GADD45G,10912,Unknown,23681230,Not Applicable
RELA,5970,GFAP,2670,+,16516312,Not Applicable
RELA,5970,GFAP,2670,Unknown,20471977,Not Applicable
RELA,5970,GSTP1,2950,+,15013838,Not Applicable
RELA,5970,HES1,3280,Unknown,17876798,Not Applicable
RELA,5970,HLA-A,3105,+,19428110,Not Applicable
RELA,5970,ICAM1,3383,+,10092659;10946302;11463837;11877286;16317091;16385502;17121934;19074768;19351910;20173029;22001597;22708120;9733827;9888295;9916895,Not Applicable
RELA,5970,ICAM1,3383,Unknown,10228026;10837365;10926553;11401521;12490396;12691701;15800027;15843586;16105834;16453001;18285351;18928584;20103608;9192770,Not Applicable
RELA,5970,LTC4S,4056,-,12574384,Not Applicable
RELA,5970,MGMT,4255,Unknown,22675172,Not Applicable
RELA,5970,NAMPT,10135,+,16701870,Not Applicable
RELA,5970,NCOR1,9611,Unknown,17876798,Not Applicable
RELA,5970,NFKB1,4790,+,20596645,Not Applicable
RELA,5970,NFKB1,4790,Unknown,19469019,Not Applicable
RELA,5970,NOS2,4843,+,15350552;17081374;17720813;18057724,Not Applicable
RELA,5970,NOS2,4843,Unknown,15170030;16283237;16318585;19766095;9712833,Not Applicable
RELA,5970,PCK2,5106,-,20137375,Not Applicable
RELA,5970,PPARA,5465,Unknown,10542237,Not Applicable
RELA,5970,RIPK2,8767,+,19693652,Not Applicable
RELA,5970,TNFSF10,8743,+,11544302;20542572,Not Applicable
RELA,5970,TNFSF10,8743,-,11544302,Not Applicable
RELA,5970,TNFSF10,8743,Unknown,21243522,Not Applicable
RELA,5970,TRAF2,7186,+,15041463,Not Applicable
RELA,5970,TRAF2,7186,-,15723831,Not Applicable
RELA,5970,TRAF2,7186,Unknown,19392652,Not Applicable
RELA,5970,TRIB3,57761,-,12736262,Not Applicable
RELA,5970,TRIM21,6737,Unknown,23391827,Not Applicable
RELA,5970,VWF,7450,Unknown,10848823,Not Applicable
RELA,5970,XIAP,331,+,15041463;15756023;18223231,Not Applicable
RELA,5970,XIAP,331,-,18566231;18761050,Not Applicable
RELA,5970,XIAP,331,Unknown,14739605;16157589;16453001;18978816,Not Applicable
RELA,5970,YY1,7528,-,16784892,Not Applicable
RELA,5970,YY1,7528,Unknown,17438126,Not Applicable
RELB,5971,CCL21,6366,+,20953353,Not Applicable
REST,5978,DYRK1A,1859,Unknown,21252229,Not Applicable
RORA,6095,NR1D1,9572,+,22024429,Not Applicable
RUNX1,861,ITGA2B,3674,+,12576332;17725493;18316480,Not Applicable
RUNX1,861,KLF4,9314,Unknown,19328795,Not Applicable
RUNX1,861,NFKB1,4790,Unknown,19686049,Not Applicable
RUNX1,861,SPI1,6688,+,12576332;18316480,Not Applicable
RUNX3,864,HES1,3280,-,19800882,Not Applicable
RUNX3,864,TRAF6,7189,+,17956589,Not Applicable
RXRA,6256,PLD1,5337,Unknown,17433303,Not Applicable
SALL3,27164,HDAC9,9734,-,18332107,Not Applicable
SALL4A,597,ABCG2,9429,Unknown,21526180,Not Applicable
SATB1,6304,SPI1,6688,+,17694175,Not Applicable
SIRT1,23411,FOXO3,2309,-,17558024;21841822,Not Applicable
SIRT1,23411,HIC1,3090,Unknown,22510409,Not Applicable
SIRT1,23411,ICAM1,3383,-,23238746,Not Applicable
SIRT1,23411,NDRG1,10397,Unknown,16314423,Not Applicable
SIRT3,23410,FOXO3,2309,Unknown,23665396,Not Applicable
SKI,6497,MDM2,4193,+,22411991,Not Applicable
SMAD3,4088,ZFP36,7538,Unknown,12754205,Not Applicable
SMAD4,4089,ZFP36,7538,Unknown,12754205,Not Applicable
SMARCA1,6594,CD44,960,-,14604992,Not Applicable
SMARCA4,6597,ABCG2,9429,+,18234970,Not Applicable
SMARCA4,6597,CD44,960,-,14604992,Not Applicable
SMARCA4,6597,FOS,2353,-,10082538,Not Applicable
SMARCB1,6598,CD44,960,-,14604992,Not Applicable
SNAI2,6591,CD44,960,+,20509143,Not Applicable
SNW1,22938,HES1,3280,Unknown,15546612,Not Applicable
SOX2,6657,ITGA6,3655,+,22311737,Not Applicable
SOX9,6662,HES1,3280,+,19322650,Not Applicable
SOX9,6662,KLF4,9314,Unknown,18977346,Not Applicable
SP1,6667,ABCG2,9429,Unknown,21465479,Not Applicable
SP1,6667,APLNR,187,+,17309882,Not Applicable
SP1,6667,APOE,348,Unknown,11229886,Not Applicable
SP1,6667,C1QBP,708,Unknown,11278463,Not Applicable
SP1,6667,PROM1,8842,Unknown,22945648,Not Applicable
SP1,6667,CD44,960,+,12972613,Not Applicable
SP1,6667,CD83,9308,Unknown,12182451,Not Applicable
SP1,6667,ADGRE5,976,+,18329191,Not Applicable
SP1,6667,CENPW,387103,Unknown,20180024,Not Applicable
SP1,6667,CREM,1390,+,21757709,Not Applicable
SP1,6667,FES,2242,Unknown,8657143,Not Applicable
SP1,6667,FOS,2353,Unknown,9528985,Not Applicable
SP1,6667,FXR2,9513,+,16886907,Not Applicable
SP1,6667,GFER,2671,+,18513187,Not Applicable
SP1,6667,GPR39,2863,Unknown,17488974,Not Applicable
SP1,6667,GSTP1,2950,+,8557630,Not Applicable
SP1,6667,HRAS,3265,+,21931711,Not Applicable
SP1,6667,HRAS,3265,Unknown,3012774,Not Applicable
SP1,6667,ICAM1,3383,Unknown,15480988,Not Applicable
SP1,6667,IFNGR1,3459,Unknown,11477089,Not Applicable
SP1,6667,IRS2,8660,+,19755487,Not Applicable
SP1,6667,IRS2,8660,Unknown,19875459,Not Applicable
SP1,6667,ITGAV,3685,-,23319049,Not Applicable
SP1,6667,ITGAV,3685,Unknown,12136940,Not Applicable
SP1,6667,LMO4,8543,Unknown,23291272,Not Applicable
SP1,6667,LTC4S,4056,Unknown,10722737;10919991,Not Applicable
SP1,6667,MAT2B,27430,+,11337507,Not Applicable
SP1,6667,MDM2,4193,+,15550242;17214373;17634539,Not Applicable
SP1,6667,MDM2,4193,Unknown,18026875;23584477,Not Applicable
SP1,6667,MGMT,4255,Unknown,22675172,Not Applicable
SP1,6667,NDUFV1,4723,+,17786189,Not Applicable
SP1,6667,NFKB1,4790,+,20538607;9151857,Not Applicable
SP1,6667,OAT,4942,Unknown,2373169,Not Applicable
SP1,6667,P2RX4,5025,-,11299224,Not Applicable
SP1,6667,P4HA1,5033,+,21829524,Not Applicable
SP1,6667,POLD2,5425,Unknown,10978529,Not Applicable
SP1,6667,PSIP1,11168,Unknown,22019592;23386123,Not Applicable
SP1,6667,RASSF1,11186,+,19450668,Not Applicable
SP1,6667,RPS3A,6189,Unknown,12463423,Not Applicable
SP1,6667,SIGIRR,59307,+,21077278,Not Applicable
SP1,6667,SLC19A2,10560,Unknown,24525018,Not Applicable
SP1,6667,SLC25A20,788,Unknown,21130740,Not Applicable
SP1,6667,SNRPN,6638,Unknown,16116039,Not Applicable
SP1,6667,SQSTM1,8878,Unknown,9762895,Not Applicable
SP1,6667,TICAM1,148022,-,14960149,Not Applicable
SP1,6667,TNFSF10,8743,-,21603612,Not Applicable
SP1,6667,VAMP2,6844,+,8774732,Not Applicable
SP1,6667,XIAP,331,+,17121920,Not Applicable
SP1,6667,YY1,7528,+,22553354,Not Applicable
SP3,6670,CD83,9308,Unknown,12182451,Not Applicable
SP3,6670,ADGRE5,976,+,18329191,Not Applicable
SP3,6670,ITGAV,3685,Unknown,12136940,Not Applicable
SP3,6670,LTC4S,4056,Unknown,10919991,Not Applicable
SP3,6670,NFKB1,4790,+,20538607,Not Applicable
SP3,6670,RASSF1,11186,+,19450668,Not Applicable
SP3,6670,YY1,7528,+,22553354,Not Applicable
SP4,6671,NFKB1,4790,+,20538607,Not Applicable
SP4,6671,YY1,7528,+,22553354,Not Applicable
SPDEF,25803,SQSTM1,8878,+,12700667,Not Applicable
SPEN,23013,DMPK,1760,+,21637295,Not Applicable
SPI1,6688,CTSS,1520,+,16365419,Not Applicable
SPI1,6688,DAPK2,23604,Unknown,24038216,Not Applicable
SPI1,6688,FES,2242,Unknown,7624145;8657143,Not Applicable
SPI1,6688,IFIT3,3437,+,21176776,Not Applicable
SPI1,6688,ITGA2B,3674,Unknown,9305885,Not Applicable
SRCAP,10847,PCK2,5106,Unknown,11522779,Not Applicable
SREBF1,6720,BCL2L1,598,-,16091421,Not Applicable
SREBF1,6720,IRS2,8660,-,15881188;16091421,Not Applicable
SREBF2,6721,ACOT7,11332,+,16335799,Not Applicable
SREBF2,6721,PON2,5445,+,19497963,Not Applicable
SRF,6722,DMD,1756,Unknown,9032300,Not Applicable
SRF,6722,FOS,2353,+,10742173;9734357,Not Applicable
SRF,6722,FOS,2353,Unknown,11846562;2200737;2493627,Not Applicable
SRF,6722,FXN,2395,Unknown,20808827,Not Applicable
SRF,6722,LMO7,4008,Unknown,21670154,Not Applicable
SRSF1,6426,NFKB1,4790,-,19183244,Not Applicable
SRY,6736,PROM1,8842,Unknown,21947321,Not Applicable
SSB,6741,XIAP,331,Unknown,10848591,Not Applicable
STAT1,6772,FCGRT,2217,-,18566411,Not Applicable
STAT1,6772,HSP90AA1,3320,-,12940076,Not Applicable
STAT1,6772,ICAM1,3383,+,12651068;9888295;9990314,Not Applicable
STAT1,6772,IFIT3,3437,Unknown,17050680,Not Applicable
STAT1,6772,NOS2,4843,+,12586443,Not Applicable
STAT1,6772,NOS2,4843,Unknown,16318585,Not Applicable
STAT1,6772,PPARA,5465,+,24242046,Not Applicable
STAT2,6773,IFIT3,3437,Unknown,19351818;20403236,Not Applicable
STAT2,6773,NOS2,4843,+,12586443,Not Applicable
STAT3,6774,AKAP12,9590,+,22584896,Not Applicable
STAT3,6774,BCL2L1,598,+,11369651;15184887;15805299;16651438;17880940;20069389;21435102,Not Applicable
STAT3,6774,BCL2L1,598,-,20067773,Not Applicable
STAT3,6774,BCL2L1,598,Unknown,15469392;16384639;18222423;18790750;20654581;21172343;21344490,Not Applicable
STAT3,6774,CISH,1154,+,14630083,Not Applicable
STAT3,6774,DIRAS3,9077,Unknown,23604529,Not Applicable
STAT3,6774,EPAS1,2034,Unknown,23991099,Not Applicable
STAT3,6774,FOS,2353,+,12600988;14737107;17204573,Not Applicable
STAT3,6774,GFAP,2670,+,21833841,Not Applicable
STAT3,6774,GFAP,2670,Unknown,11740937,Not Applicable
STAT3,6774,ICAM1,3383,Unknown,23690481;8675499,Not Applicable
STAT3,6774,NLK,51701,Unknown,15764709,Not Applicable
STAT3,6774,PHB,5245,Unknown,17324931,Not Applicable
STAT3,6774,PPARA,5465,+,24242046,Not Applicable
STAT3,6774,PRDM1,639,+,1702555,Not Applicable
STAT3,6774,PRDM1,639,Unknown,12953803,Not Applicable
STAT3,6774,PROS1,5627,Unknown,16840717,Not Applicable
STAT3,6774,ROR1,4919,Unknown,20686606,Not Applicable
STAT3,6774,TWIST2,117581,Unknown,17909010,Not Applicable
STAT3,6774,ZFP36,7538,+,21606497,Not Applicable
STAT5A,6776,BCL2L1,598,Unknown,11756417,Not Applicable
STAT5B,6777,BCL2L1,598,+,20585448,Not Applicable
STAT6,6778,CISH,1154,Unknown,18342537,Not Applicable
STAT6,6778,FOS,2353,+,11922943,Not Applicable
STAT6,6778,FOS,2353,Unknown,18342537,Not Applicable
STAT6,6778,ITGA2B,3674,Unknown,20652946,Not Applicable
TAL1,6886,ANGPT2,285,Unknown,22792348,Not Applicable
TAL1,6886,NFKB1,4790,-,16778171,Not Applicable
TBP,6908,FOS,2353,+,15767669,Not Applicable
TBX21,30009,YY1,7528,Unknown,21272048,Not Applicable
TBX5,6910,NPPA,4878,+,14573514;18451335,Not Applicable
TCF3,6929,BBC3,27113,-,23684607,Not Applicable
TCF4,6925,CD44,960,Unknown,16311123,Not Applicable
TCF4,6925,KLF4,9314,Unknown,18977346,Not Applicable
TCF4,6925,PLD1,5337,+,20442281,Not Applicable
TCF7L2,6934,STARD7,56910,+,21622533,Not Applicable
TFAP2A,7020,ECM1,1893,+,17187826,Not Applicable
TFAP2A,7020,KLF12,11278,-,10704285,Not Applicable
TFAP2A,7020,OAT,4942,Unknown,2373169,Not Applicable
TFAP2A,7020,POLD2,5425,Unknown,10978529,Not Applicable
TFAP2C,7022,ECM1,1893,+,17187826,Not Applicable
TFAP2C,7022,ECM1,1893,Unknown,24023917,Not Applicable
TFAP4,7023,MDM2,4193,-,19505873,Not Applicable
TNFAIP3,7128,NFKB1,4790,-,19124729,Not Applicable
TNFAIP3,7128,NFKB1,4790,Unknown,24039598,Not Applicable
TP53,7157,BBC3,27113,+,17280505,Not Applicable
TP53,7157,BBC3,27113,Unknown,11572983;15988033;18755897;22763818,Not Applicable
TP53,7157,BCL2L1,598,+,9000137,Not Applicable
TP53,7157,BCL2L1,598,-,18172861,Not Applicable
TP53,7157,FOXO3,2309,Unknown,19299143,Not Applicable
TP53,7157,GSTP1,2950,+,18505928,Not Applicable
TP53,7157,HRAS,3265,Unknown,11127813,Not Applicable
TP53,7157,MDM2,4193,+,10566557;10718212;12902982;15851483;20837136;22223137;22532570;9645455;9858609,Not Applicable
TP53,7157,MDM2,4193,Unknown,10469568;12851404;14532965;15856024;18566224;18583933;20036872;22180176;9071998,Not Applicable
TP53,7157,MGMT,4255,-,17564708;19846904,Not Applicable
TP53,7157,MGMT,4255,Unknown,20525765,Not Applicable
TP53,7157,NFKB1,4790,Unknown,15988033,Not Applicable
TP53,7157,PPARGC1A,10891,Unknown,19139068,Not Applicable
TP53,7157,RASSF1,11186,-,21364923,Not Applicable
TP53,7157,RRM2B,50484,Unknown,10716435;15856024,Not Applicable
TP53,7157,SIVA1,10572,+,15105421,Not Applicable
TP53,7157,SIVA1,10572,+,15105421,Not Applicable
TP63,8626,KLF4,9314,-,20972454,Not Applicable
TP63,8626,PPARA,5465,Unknown,19458633,Not Applicable
TP73,7161,BBC3,27113,+,17700533,Not Applicable
TP73,7161,MDM2,4193,Unknown,10469568,Not Applicable
TRAF6,7189,TICAM1,148022,Unknown,14530355;20047764,Not Applicable
TRIM22,10346,NFKB1,4790,Unknown,21651891,Not Applicable
TRIM25,7706,DDX58,23586,Unknown,21292167,Not Applicable
TSC22D3,1831,FOXO3,2309,-,20018851,Not Applicable
TWIST1,7291,CD44,960,+,17487558,Not Applicable
TWIST1,7291,FOS,2353,+,19051271,Not Applicable
TWIST1,7291,ICAM1,3383,+,17487558,Not Applicable
TWIST1,7291,MAPK3,5595,+,23222305,Not Applicable
TWIST1,7291,RAP1A,5906,-,19051271,Not Applicable
TWIST2,117581,CD44,960,+,17487558,Not Applicable
TWIST2,117581,FOS,2353,+,19051271,Not Applicable
TWIST2,117581,ICAM1,3383,+,17487558,Not Applicable
TWIST2,117581,RAP1A,5906,-,19051271,Not Applicable
UHRF1,29128,TOP2A,7153,Unknown,10646863,Not Applicable
USF1,7391,NFKB1,4790,Unknown,19686049,Not Applicable
USF1,7391,P4HA1,5033,+,16488890,Not Applicable
USF2,7392,EPAS1,2034,Unknown,23991099,Not Applicable
USF2,7392,P4HA1,5033,+,16488890,Not Applicable
VDR,7421,NCOR1,9611,+,23098689,Not Applicable
VDR,7421,PHB,5245,Unknown,16849588;17207617,Not Applicable
VDR,7421,PLD1,5337,Unknown,17433303,Not Applicable
VHL,7428,ANGPT2,285,-,12434420,Not Applicable
VHL,7428,TFRC,7037,-,15985433,Not Applicable
WT1,7490,ADGRE5,976,+,22313360,Not Applicable
WT1,7490,CXXC5,51523,+,20220130,Not Applicable
WT1,7490,PDGFA,5154,-,1429549;7535092,Not Applicable
WT1,7490,PDGFA,5154,Unknown,8415628,Not Applicable
XBP1,7494,NOS2,4843,Unknown,20637858,Not Applicable
YBX1,4904,CCNC,892,-,20596676,Not Applicable
YBX1,4904,TOP2A,7153,Unknown,10597187,Not Applicable
YY1,7528,COX6A1,1337,Unknown,10773445,Not Applicable
YY1,7528,EPAS1,2034,-,19483472,Not Applicable
YY1,7528,GNAS,2778,Unknown,18458536,Not Applicable
YY1,7528,NOS2,4843,Unknown,20430007,Not Applicable
YY1,7528,SNRPN,6638,Unknown,16116039,Not Applicable
YY1,7528,SURF2,6835,+,10858544;7607503,Not Applicable
YY1,7528,TFRC,7037,Unknown,19437620,Not Applicable
YY1,7528,VWF,7450,Unknown,11522021,Not Applicable
ZBTB2,57621,ARF1,375,-,19380588,Not Applicable
ZBTB2,57621,MDM2,4193,+,19380588,Not Applicable
ZBTB7A,51341,FOS,2353,-,17189472,Not Applicable
ZBTB7A,51341,PFKP,5214,-,25184678,Not Applicable
ZIC1,7545,JUND,3727,+,20713527,Not Applicable
ZIC3,7547,NPPA,4878,Unknown,17468179,Not Applicable
ZNF148,7707,IRS2,8660,Unknown,19875459,Not Applicable
ZNF335,63925,REST,5978,Unknown,23178126,Not Applicable
ZNF382,84911,NFKB1,4790,-,20682794,Not Applicable
