"","logFC","pvalue","padj","piValue","rank"
"RPL26",0.22177003228537,7.9507358016877e-11,6.21291170315224e-10,9.20670481846257,595
"ACE",0.168909486557793,7.94662399405316e-11,6.21291170315224e-10,9.20670481846257,596
"SGCD",0.103405070676715,7.95630600670259e-11,6.21354149337815e-10,9.20666079714518,597
"DGCR6L",0.127107947813143,8.02837147307667e-11,6.26606946450424e-10,9.20300479491814,598
"FAM167B",0.209697816905124,8.07946501074915e-11,6.30217599702096e-10,9.20050947271585,599
"GCOM1",0.102434509078263,8.33516912147496e-11,6.49386354135463e-10,9.18749684165079,600
"MRPL43",0.105228565995954,8.49665488264328e-11,6.60783380914929e-10,9.17994088830829,601
"HLA-B",0.236739853556643,8.58044599819123e-11,6.6571193758721e-10,9.17671365518327,602
"NAALADL1",0.12862541251863,8.90325939604428e-11,6.90346664941792e-10,9.16093276888065,603
"RPL39",0.24122162206099,8.95517297292944e-11,6.93959393422137e-10,9.15866594125789,604
"ANAPC11",0.160187620081023,8.97639013541692e-11,6.95190499679973e-10,9.15789617149143,605
"TMEM134",0.139345483805532,9.40483652225774e-11,7.27939928328103e-10,9.1379044584233,606
"IMP3",0.10902669793557,9.4614576944748e-11,7.31888085713762e-10,9.13555532259299,607
"DIPK2B",0.106733756502171,9.51733414831448e-11,7.35773989106802e-10,9.13325556930057,608
"SDHAF4",0.10165851882216,9.66431828106184e-11,7.46694543966875e-10,9.12685702201276,609
"RPL32",0.173187150411928,1.01827474940186e-10,7.84890028469211e-10,9.10519118831803,610
"AL451069.1",0.151349287810026,1.04270261218694e-10,8.01351058818039e-10,9.09617718490594,611
"OGN",0.233920987031098,1.05886169765357e-10,8.12811904696754e-10,9.09000994420109,612
"CRIP1",0.148027425183368,1.07583327843752e-10,8.23416526841678e-10,9.08438042050089,613
"BAD",0.169952438197013,1.08032589004882e-10,8.26370103109485e-10,9.08282540335853,614
"LINC00881",0.12671442165041,1.1016457422778e-10,8.40214255601582e-10,9.07560995422319,615
"FABP5",0.131286306205828,1.10315992104056e-10,8.40877363542429e-10,9.07526733859026,616
"RASD2",0.235026087360102,1.13386945075642e-10,8.62772775773933e-10,9.06410356722931,617
"IL32",0.197680101050599,1.16946887634865e-10,8.88305945564302e-10,9.05143743108351,618
"IMMP1L",0.122089222325478,1.20654172776021e-10,9.14867279851663e-10,9.03864190463165,619
"CRIP2",0.154820415217365,1.23955032062934e-10,9.38804604044588e-10,9.02742478922017,620
"MMP23B",0.151006770981303,1.2391231986109e-10,9.38804604044588e-10,9.02742478922017,621
"MRPL34",0.106655753164425,1.32025324490971e-10,9.97032010429207e-10,9.00129089812806,622
"MYL4",0.14635554415131,1.35082235610934e-10,1.01780970509338e-09,8.99233341232654,623
"COX6B1",0.186484300380031,1.42187623370728e-10,1.06820909216649e-09,8.97134372981106,624
"SPARCL1",0.167394761485318,1.45633235764812e-10,1.09346497457955e-09,8.96119512354582,625
"DHRS4L2",0.171967690898374,1.53967167463426e-10,1.14942175046251e-09,8.93952058898719,626
"PHIP",0.165159399947498,1.75072076930309e-10,1.29879978801199e-09,8.88645779093087,627
"DRAP1",0.137922036308659,1.79069651115184e-10,1.32694681241149e-09,8.87714648447477,628
"DNAJC12",0.119772867314038,1.80042048068422e-10,1.33339488410469e-09,8.87504121548417,629
"POMP",0.115208034033436,1.8232462538268e-10,1.34800326771027e-09,8.87030905502116,630
"DYRK4",0.104637113536853,1.85244299096844e-10,1.36803858936639e-09,8.86390165194886,631
"RPS6",0.124354305399186,1.89313230333352e-10,1.39650630656537e-09,8.85495709870243,632
"RPS15A",0.162836608620756,1.9918271198405e-10,1.4659937526501e-09,8.83386788044207,633
"TRDN",0.248211851823459,2.01780313240744e-10,1.48427458842966e-09,8.82848574783841,634
"SMIM4",0.164546996364946,2.02056440743569e-10,1.48546792569201e-09,8.82813672107025,635
"RPS19BP1",0.155852252695512,2.02222712201958e-10,1.48585273945799e-09,8.82802423068978,636
"GPD1L",0.123073181631614,2.09339242182834e-10,1.53641102788324e-09,8.81349258426418,637
"ENDOG",0.130999605995849,2.10910137033023e-10,1.54599029841726e-09,8.81079323574568,638
"MT-CO3",0.133889024987924,2.15033093435776e-10,1.57377194421402e-09,8.80305820116709,639
"ALPL",0.147825184892674,2.17266387593429e-10,1.58833420795600e-09,8.79905811059924,640
"ATP5PO",0.173847434810003,2.18589084548855e-10,1.59702374497664e-09,8.79668862660687,641
"ADCY1",0.119719590933507,2.33162380314597e-10,1.696932904053e-09,8.77033532914703,642
"SGCA",0.121581113869356,2.40561542480984e-10,1.7478571794078e-09,8.75749405724462,643
"CWC15",0.106603762938496,2.52358070669546e-10,1.82543203420533e-09,8.73863433237685,644
"PPA2",0.103283043479985,2.63810161869524e-10,1.90510084778645e-09,8.72008202971124,645
"SRGN",0.162617235806357,2.65777839679811e-10,1.91824824853575e-09,8.71709518966137,646
"MALSU1",0.108533818212512,2.67686751776273e-10,1.92988978256835e-09,8.7144674931628,647
"PDE4D",0.116870658104703,2.67868121774144e-10,1.93013041114828e-09,8.7144133464696,648
"PTRHD1",0.148848911234393,2.78181226062872e-10,2.00008130242e-09,8.69895235009866,649
"MCRIP2",0.152719727558579,2.78407868415733e-10,2.00054844070413e-09,8.69885092827609,650
"RPS27A",0.177222646337032,2.79110168912331e-10,2.00449054127457e-09,8.69799598874344,651
"AC018645.2",0.153786870489317,2.79534447206679e-10,2.00643272452918e-09,8.69757539753272,652
"C11orf74",0.121287965090715,2.85049248797276e-10,2.04152240681717e-09,8.69004584909702,653
"C8orf82",0.117100890748003,3.02977585994792e-10,2.16161579679654e-09,8.66522149454498,654
"CETN3",0.103885620459719,3.10177023623488e-10,2.20916349673417e-09,8.65577214148398,655
"RNASEH2C",0.158977478303921,3.23728766911249e-10,2.29835088625831e-09,8.63858366740895,656
"PRDX5",0.159514624310757,3.27642888794331e-10,2.32487407815869e-09,8.63360056477051,657
"NEGR1",0.23510567587419,3.3767541324642e-10,2.38826612774393e-09,8.62191728082117,658
"CACNB4",0.100502424168288,3.3945937396643e-10,2.39698384151066e-09,8.62033489361191,659
"NDUFS5",0.172768779652988,3.59549066450826e-10,2.53198646039507e-09,8.59653862100517,660
"NFIA",0.15470905072234,3.6290505337659e-10,2.55424053218429e-09,8.59273820774542,661
"RPS23",0.137340625369437,3.76295905521974e-10,2.64563406998253e-09,8.57747022529494,662
"TPPP3",0.167884458182193,3.84942058665483e-10,2.69914748877163e-09,8.56877338376153,663
"PSME1",0.111534239020368,3.8861940705463e-10,2.72200553534183e-09,8.56511099597105,664
"RPL26L1",0.12220235146363,4.07606279314399e-10,2.84582499722612e-09,8.54579181018141,665
"NQO1",0.140069332289573,4.18607231885199e-10,2.91638649478994e-09,8.53515492156404,666
"MSRB2",0.146845780009106,4.28677488150463e-10,2.98017686591596e-09,8.52575796088616,667
"LGALS1",0.213273075001849,4.31462651226243e-10,2.99794134112555e-09,8.52317686897764,668
"SUGCT",0.102452984322376,4.36197423083639e-10,3.02600361268980e-09,8.51913055781637,669
"RPS29",0.231243359316633,4.5912355548575e-10,3.17155159462137e-09,8.49872821913106,670
"MISP3",0.15540115490381,4.72530360036356e-10,3.25726266151911e-09,8.48714721906825,671
"HSD17B8",0.135636838074394,4.8081763772917e-10,3.30739642999147e-09,8.48051374671339,672
"AL731533.2",0.135905233747489,4.93653651289932e-10,3.3903269721555e-09,8.46975841526149,673
"TBXA2R",0.133687466297457,4.9419431176148e-10,3.39225379683854e-09,8.46951166277052,674
"OAF",0.111755202319,5.15376155714268e-10,3.53021839434111e-09,8.45219842647526,675
"FGF18",0.148757656907753,5.34467884957042e-10,3.65523343241203e-09,8.43708488268116,676
"AC015922.3",0.109737610008154,5.42155514457473e-10,3.70004825722363e-09,8.43179261168726,677
"BRI3",0.13993498905483,5.48461569542212e-10,3.73721828107081e-09,8.42745153541339,678
"AL021392.1",0.104102575195655,5.48880287564628e-10,3.73811838664119e-09,8.42734694858297,679
"SORBS1",0.112830376169886,5.69073392657445e-10,3.86958038948821e-09,8.41233612655991,680
"EMP3",0.192147557829733,5.84175313148579e-10,3.96400334759822e-09,8.4018659874252,681
"PSMA4",0.119814821489687,5.94402472299956e-10,4.02293567396784e-09,8.39545691166542,682
"TMEM99",0.10944466119056,6.20775935243322e-10,4.18839097125887e-09,8.37795278527039,683
"ETFRF1",0.10086632216385,6.3466101252701e-10,4.27543849451305e-09,8.3690193368466,684
"DLGAP1-AS1",0.105593123249648,6.42016304796137e-10,4.32052458573334e-09,8.36446351919023,685
"MCRIP1",0.149281388918367,6.49205118682414e-10,4.36439853497735e-09,8.36007559867975,686
"CYC1",0.102167411129682,6.94758097600674e-10,4.65145539471663e-09,8.33241113936814,687
"DDIT3",0.142859731438259,6.9924708027143e-10,4.67670790815384e-09,8.33005975385424,688
"TMEM120A",0.102172402726073,7.17381206101759e-10,4.7808307051503e-09,8.32049663491136,689
"JUNB",0.143342090521631,7.29329052153814e-10,4.85797216455059e-09,8.31354497796578,690
"TSTD1",0.151288017628316,7.53029154677452e-10,5.01327526049175e-09,8.29987844922083,691
"PRADC1",0.11923994366066,7.64970093373866e-10,5.08757774491686e-09,8.29348894112193,692
"MRPL36",0.105864390906568,8.61581029228623e-10,5.68085934438812e-09,8.24558596353251,693
"SLIRP",0.15919659887366,8.72129838463037e-10,5.74750750542442e-09,8.24052045293171,694
"AL109615.2",0.16720597635877,8.82393562452986e-10,5.8034174692445e-09,8.2363161873076,695
"TMEM176B",0.343452941135671,8.95915680404709e-10,5.88938120153136e-09,8.22993033422447,696
"RPL37A",0.188479846725704,9.0263831635571e-10,5.92759764446685e-09,8.22712128322006,697
"VSTM4",0.10219904028592,9.09448068718862e-10,5.96931138008626e-09,8.22407576620363,698
"C2orf76",0.101295690425618,9.66358921491426e-10,6.33011203118593e-09,8.19858860371167,699
"ANAPC10",0.1046344187242,9.73182955831837e-10,6.37161250499941e-09,8.19575064405384,700
"STX8",0.133161204014631,1.00290760340426e-09,6.55635136019971e-09,8.18333778028351,701
"TRIM54",0.115626154494935,1.03256292347782e-09,6.7400829069058e-09,8.1713347613593,702
"NEK10",0.102440410010297,1.04720489506805e-09,6.81859522789692e-09,8.16630508980297,703
"PLP1",0.115843870025669,1.07232557006804e-09,6.96477593865903e-09,8.15709285054931,704
"APOL4",0.163386546367947,1.07552489597497e-09,6.98207849343236e-09,8.15601527309948,705
"COX4I1",0.13613388587342,1.08637263441267e-09,7.04198404473663e-09,8.15230496326054,706
"NFIB",0.133860374022905,1.0922658839973e-09,7.07315375327346e-09,8.15038690130219,707
"S100A16",0.110276408253876,1.11326571629963e-09,7.19841917301923e-09,8.14276286743182,708
"HECW2",0.102709459486276,1.11442701933308e-09,7.20235737668091e-09,8.1425253329967,709
"AL359513.1",0.144308709183126,1.12624374741969e-09,7.26792229284888e-09,8.1385897247277,710
"RPS24",0.163146787481059,1.13202292949508e-09,7.28718807822052e-09,8.13744002143455,711
"POLR2J",0.180650303856395,1.21744942667685e-09,7.80628093545699e-09,8.10755582321577,712
"RPLP1",0.166979956471285,1.27452138228211e-09,8.1402095336549e-09,8.08936441597826,713
"C12orf57",0.234205514219593,1.30433978385434e-09,8.31030750416627e-09,8.08038290583181,714
"MRPL24",0.118886721265744,1.33667707643945e-09,8.4873137443638e-09,8.07122974327787,715
"FADS3",0.11404031450434,1.37311603736922e-09,8.70173924167606e-09,8.06039393501687,716
"ALDOC",0.147904264944369,1.41915125349699e-09,8.97602844234131e-09,8.04691577993681,717
"SEM1",0.136412094110803,1.44008722000815e-09,9.09962089309412e-09,8.04097670080714,718
"MRPL21",0.144910779520677,1.56095338538345e-09,9.80161485419885e-09,8.00870236670631,719
"RB1CC1",0.111961834513814,1.56945515918141e-09,9.85025706739365e-09,8.00655243534059,720
"NDUFAF3",0.135975762883877,1.59406191059454e-09,9.9854733131479e-09,8.00063134467244,721
"STXBP6",0.144965905756641,1.59696555563031e-09,9.9988597102883e-09,8.00004952497665,722
"MEMO1",0.157303010912475,1.71204975182487e-09,1.06580204598091e-08,7.9723234503952,723
"B3GAT2",0.136776206050574,1.75382697568293e-09,1.0902483992782e-08,7.96247454229283,724
"HBB",0.340776547084996,1.80820202182349e-09,1.12191107367374e-08,7.95004156531099,725
"SPN",0.113956949649441,1.87259530946612e-09,1.15691084917371e-08,7.93670010621995,726
"TMEM119",0.1036704725174,1.93248752287277e-09,1.19052915792662e-08,7.92425996357572,727
"HLX",0.11848136620221,1.95393257718672e-09,1.2026044677522e-08,7.91987718705586,728
"ZNHIT1",0.11899476983737,2.03356863439576e-09,1.24691124258531e-08,7.90416445929396,729
"LSM3",0.132452843651286,2.08062030622192e-09,1.27336696545032e-08,7.89504642108811,730
"MRPL14",0.125231050229144,2.10736212766973e-09,1.28852399761222e-08,7.8899074886897,731
"RPS18",0.123995804241024,2.12645934943633e-09,1.29959151055992e-08,7.88619313429922,732
"HSPB6",0.129998113393969,2.13201496416952e-09,1.3023765415784e-08,7.88526343490175,733
"COA6",0.106615654860661,2.15465648873733e-09,1.31436061394351e-08,7.88128546342211,734
"RPL10P16",0.195898058618946,2.1580751898281e-09,1.31583060428883e-08,7.88080001676906,735
"TYROBP",0.216801757756753,2.16103256186406e-09,1.31622504549066e-08,7.88066984958305,736
"SMDT1",0.156037806508113,2.17613070369713e-09,1.32436288556314e-08,7.87799299857912,737
"MPG",0.104514583679734,2.18467675404413e-09,1.32832420635168e-08,7.87669591303625,738
"CCDC28B",0.127715989373747,2.30488888347465e-09,1.39555992656808e-08,7.85525150978872,739
"RPS5",0.15970496426408,2.46019167553095e-09,1.4840804732782e-08,7.8285425490886,740
"RPS14",0.16015753965906,2.47774169345284e-09,1.49328591340166e-08,7.82585703170923,741
"ZC3H6",0.137360719821297,2.57001319529451e-09,1.54319116450419e-08,7.81158027189739,742
"NT5M",0.102673719665437,2.60286620395271e-09,1.56076234629661e-08,7.80666322092829,743
"JAK2",0.175764336375282,2.66182586385665e-09,1.59245563836782e-08,7.79793265712788,744
"NR4A3",0.28499732611583,2.68127687768834e-09,1.60335685643335e-08,7.7949698066966,745
"SELENOP",0.111862966658385,2.70740253305606e-09,1.61601573620673e-08,7.7915544145302,746
"UBR1",0.10720827371104,2.94740206785946e-09,1.74727353495559e-08,7.75763910107162,747
"MT-TE",0.269659128811871,2.95373020286217e-09,1.7494345733755e-08,7.75710229493776,748
"NOP53",0.105715267362783,3.04357585725039e-09,1.79937970672074e-08,7.74487718177219,749
"MRPL47",0.107886446050407,3.09737377577414e-09,1.82952666592601e-08,7.73766125615271,750
"CD109",0.125497657338072,3.15697801429242e-09,1.86388896615671e-08,7.72957996259455,751
"IL1RAPL1",0.165309733934406,3.24134855093863e-09,1.90847277695391e-08,7.71931403058154,752
"C15orf65",0.126454489172214,3.24273552655257e-09,1.90847277695391e-08,7.71931403058154,753
"SNRPG",0.113844943900069,3.26627831442951e-09,1.92146151451465e-08,7.7163683097171,754
"TMEM121",0.163250919875477,3.36676137860799e-09,1.97691224881037e-08,7.70401260772388,755
"CDK2AP2",0.124004763607287,3.3788987923152e-09,1.98234809039023e-08,7.70282008321995,756
"COX16",0.115271332692597,3.43226242109843e-09,2.01094189110358e-08,7.69660047875069,757
"LGALS3BP",0.10036409131123,3.56150156188489e-09,2.08198580771415e-08,7.68152223527334,758
"EFEMP1",0.144190419325276,3.63665715967412e-09,2.12211555599418e-08,7.67323097106417,759
"ABLIM3",0.102512160628884,3.7066542270678e-09,2.16102746667046e-08,7.66533971319653,760
"YIF1B",0.111366889414056,3.72888240759821e-09,2.17301538694798e-08,7.66293719846413,761
"RABAC1",0.182013180180147,3.77945075087154e-09,2.20051770950297e-08,7.657475131937,762
"DDIT4",0.123134247828067,3.9641228538605e-09,2.30084958878721e-08,7.63811177111616,763
"RENBP",0.130443417586237,4.10388875142472e-09,2.37879631538139e-08,7.6236427428694,764
"KIAA2026",0.137192205270142,4.13756228263906e-09,2.39724954643174e-08,7.62028675487029,765
"TMEM205",0.16112019506826,4.20436971280638e-09,2.43271472024937e-08,7.61390881695726,766
"NDUFAF8",0.163596592299751,4.31788263779247e-09,2.49618020222027e-08,7.60272406562224,767
"COX5A",0.104943182557634,4.32097969707316e-09,2.49686385508321e-08,7.6026051375037,768
"PFDN4",0.12054989467082,4.38716003987026e-09,2.53398322586306e-08,7.59619626432993,769
"SVBP",0.115216045293451,4.42062550359947e-09,2.54992471552164e-08,7.59347264157239,770
"CST3",0.145280079708734,4.4898776967691e-09,2.58301653821185e-08,7.58787281317196,771
"PET117",0.113582982946166,4.5018995378507e-09,2.58879073071644e-08,7.58690305507628,772
"HS3ST3B1",0.130941039620545,4.94542390180658e-09,2.83011051019576e-08,7.54819660580745,773
"ASB11",0.149790816401631,5.12243197506972e-09,2.92627060091368e-08,7.53368551585606,774
"TRDN-AS1",0.100468162658793,5.1613557309917e-09,2.9472154747633e-08,7.53058811115389,775
"TIMM17B",0.141607886751292,5.31871282333793e-09,3.033084942806e-08,7.51811542692133,776
"MRPL11",0.105367306650287,5.48351883530902e-09,3.12433607034077e-08,7.50524225723889,777
"COPS9",0.157215169414443,5.66595615398756e-09,3.21703962387052e-08,7.49254358991483,778
"TNNC1",0.221291388615637,5.6834552166726e-09,3.22557105900105e-08,7.49139338620146,779
"AC147651.1",0.162325179627582,5.7061129374634e-09,3.23561412740859e-08,7.49004327702563,780
"TENM2",0.168421547138349,5.92596648717145e-09,3.35444682837197e-08,7.47437908777311,781
"DANCR",0.106928470001411,5.97524966920072e-09,3.38087662410914e-08,7.47097067734019,782
"CCNA1",0.170583851646474,6.03287052258402e-09,3.41199901801998e-08,7.4669911024953,783
"RPS27L",0.105731758620462,6.32618835083788e-09,3.55936792371128e-08,7.44862711764975,784
"UCN",0.183059927179829,6.48312700476281e-09,3.63668569445663e-08,7.43929423181897,785
"TMEM53",0.104922103845801,6.49216924171602e-09,3.64019222916854e-08,7.43887568177324,786
"GMFG",0.155521141879878,6.86955650907273e-09,3.83530633524514e-08,7.41619994217306,787
"HCFC1R1",0.166361338641836,6.89693221626645e-09,3.84729640566925e-08,7.41484435323369,788
"ACTA1",0.270728688534046,7.11573497763097e-09,3.96426380086557e-08,7.40183745321597,789
"WDR34",0.106307250296233,7.23243804518011e-09,4.02756007622711e-08,7.3949579728009,790
"MRPL1",0.121657845344544,7.26792955361134e-09,4.04559697986339e-08,7.39301738358679,791
"RNF181",0.152047066800774,7.4136006322944e-09,4.11964974207003e-08,7.3851397066738,792
"AC004453.1",0.217116440204529,7.4346401175384e-09,4.12958161894956e-08,7.38409394587037,793
"SLC27A6",0.10664509351416,7.45627359519536e-09,4.13983483305823e-08,7.38301698557531,794
"NEDD8",0.149649926930584,7.55325812913011e-09,4.19011452658932e-08,7.37777410648811,795
"RSL24D1",0.108059536681107,7.60109617362847e-09,4.21485953641422e-08,7.37521689401117,796
"RPA3",0.115161024995661,7.63750243425178e-09,4.23324720558911e-08,7.37332636963407,797
"EHBP1L1",0.103004774713945,8.52379277381992e-09,4.678758642936e-08,7.3298693576171,798
"NDUFAF2",0.134227746953198,8.54355921901017e-09,4.68763564721627e-08,7.32904615180073,799
"NDUFA9",0.134114655958579,8.65678049766758e-09,4.74576423920053e-08,7.32369384053029,800
"SSNA1",0.127598532390155,9.43627459419505e-09,5.13872804412482e-08,7.28914436578655,801
"RPS12",0.126434368615272,9.51499552790678e-09,5.17899732247331e-08,7.28575431351104,802
"AC036176.1",0.125759683269024,9.74813047809994e-09,5.2928858324471e-08,7.27630747364013,803
"NDUFB10",0.131427773532999,1.0144982174657e-08,5.49691971424495e-08,7.25988060611505,804
"NOXA1",0.116717741952522,1.10578161283965e-08,5.96673719265816e-08,7.22426309040995,805
"AC005696.1",0.108615405906286,1.1108992335375e-08,5.99187254085859e-08,7.22243743352463,806
"SF3B5",0.140255737358872,1.19418786949548e-08,6.42251471915876e-08,7.19229489174171,807
"NRTN",0.184384246801446,1.22958415516805e-08,6.601991169906e-08,7.18032506086964,808
"KMT2E-AS1",0.157167985235059,1.2485186658352e-08,6.70089730033856e-08,7.1738670381211,809
"HIST1H2BJ",0.117591942761637,1.26624668859507e-08,6.78766515111256e-08,7.16827959042788,810
"FOLR2",0.139342683084181,1.35303908393403e-08,7.22618170870912e-08,7.1410911219131,811
"TMEM258",0.141082818189861,1.36715215271069e-08,7.28961503501752e-08,7.13729540619261,812
"HMBOX1",0.13821678373608,1.37959719890865e-08,7.34996187425105e-08,7.13371491368388,813
"CCNQ",0.10521203510056,1.44048133443129e-08,7.66180977310479e-08,7.11566863485313,814
"UXT",0.143480861731143,1.44572153691443e-08,7.68341494883376e-08,7.11444571176538,815
"MED11",0.105413732612107,1.48127975195547e-08,7.86598148412182e-08,7.10424708021882,816
"GIMAP6",0.111323852570742,1.48485728673801e-08,7.88176993636023e-08,7.10337624605345,817
"AP000254.1",0.120952281763712,1.54616472923679e-08,8.18055999947513e-08,7.08721696572263,818
"ROMO1",0.184255868531117,1.56067350714977e-08,8.24728682343893e-08,7.08368890131771,819
"CCDC91",0.121429777235104,1.57999118547319e-08,8.34260932831636e-08,7.07869809328889,820
"BCL7C",0.142597443061076,1.6175060335194e-08,8.51312093993543e-08,7.06991119684685,821
"AL031727.1",0.192744273572333,1.63895088726963e-08,8.60515196126027e-08,7.065241455917,822
"RPS11",0.150718614481821,1.66023866970245e-08,8.70990858015261e-08,7.05998640335555,823
"AKAP9",0.133578536982268,1.70336498172201e-08,8.92180164322028e-08,7.04954743657664,824
"DHRS12",0.111684478465135,1.77123703618904e-08,9.22911443307128e-08,7.03483996910211,825
"OAZ1",0.107172148533266,1.83331671384434e-08,9.53353930700074e-08,7.02074583848634,826
"VSTM2L",0.168001319226556,1.91569622436326e-08,9.93815042090121e-08,7.00269443418809,827
"SNRPC",0.103092571605691,2.11222088337876e-08,1.0884071418817e-07,6.96320861714069,828
"PTGES",0.118083581221648,2.2532659933129e-08,1.15606196242277e-07,6.937018888046,829
"MRPL57",0.1176902228994,2.27175880982832e-08,1.16463358481843e-07,6.93381069019312,830
"AAMDC",0.131959517323699,2.28837056651069e-08,1.17222815901149e-07,6.93098785030091,831
"AL359715.3",0.126917133528918,2.29029592070008e-08,1.17275380438832e-07,6.93079314953649,832
"MYL9",0.144541877291685,2.29616803494345e-08,1.17529919590787e-07,6.9298515609743,833
"PODN",0.114995201500699,2.30770886959106e-08,1.18074300028272e-07,6.92784462034165,834
"RWDD1",0.156057959311868,2.34573074878041e-08,1.19925599473125e-07,6.92108810194508,835
"KHDRBS3",0.123378439335473,2.44483494989158e-08,1.24552880533148e-07,6.90464622408745,836
"NBL1",0.133105750180708,2.48492570040414e-08,1.26397819753006e-07,6.89826041717234,837
"LARP7",0.155643671701741,2.50124784682738e-08,1.27178457771239e-07,6.89558644578975,838
"RPL12",0.11441556954032,2.6271548051141e-08,1.32906722142351e-07,6.87645305280068,839
"IGFBP6",0.168101362311676,2.66715800750006e-08,1.34825871061302e-07,6.8702267652108,840
"PDZD2",0.103200552890806,2.67377699261334e-08,1.35108095845266e-07,6.86931862673236,841
"TMEM256",0.19723606745671,2.69995810490786e-08,1.36325410778971e-07,6.8654231850127,842
"AURKAIP1",0.166863715238243,2.71550996553584e-08,1.37057588895195e-07,6.86309691252098,843
"COL15A1",0.130194704817638,2.88188531515895e-08,1.45005973303638e-07,6.83861410728657,844
"ZNF292",0.133501235653736,2.98292813128529e-08,1.49398420461685e-07,6.82565399414311,845
"CCDC74A",0.115876180861556,3.27176277122513e-08,1.62801717139711e-07,6.78834101873202,846
"LINC00899",0.130485343824604,3.31171439196231e-08,1.64538587047514e-07,6.78373223645794,847
"AL590004.3",0.246269812364718,3.31508833752044e-08,1.64643496184088e-07,6.78345542029462,848
"ZNF524",0.1465322773281,3.3960738276337e-08,1.68217223167485e-07,6.77412954038314,849
"HES6",0.102811585092926,3.40291159605832e-08,1.68491924965044e-07,6.77342090801019,850
"SNHG8",0.150483007788782,3.45316767596559e-08,1.70850579779754e-07,6.76738354308868,851
"FASTK",0.102844235065903,3.59112630892651e-08,1.77138688808697e-07,6.75168657432038,852
"PDE1B",0.107148893204164,3.73268552189071e-08,1.83565929775636e-07,6.73620792162871,853
"NDUFA3",0.179747312725836,3.78056387340077e-08,1.85710410685096e-07,6.73116374959162,854
"HHIP",0.1368572509177,3.81650493104834e-08,1.87405336260288e-07,6.72721804698398,855
"DNM3",0.118446045401452,3.93158080376375e-08,1.92693261340424e-07,6.7151334727542,856
"ECI1",0.128799433507802,3.94374841462674e-08,1.93217005347716e-07,6.71395465326385,857
"TXN2",0.107591349063508,3.95692536057531e-08,1.93789788030879e-07,6.71266911231461,858
"ADAMTS5",0.150896392060624,3.99954116623136e-08,1.95656473705887e-07,6.70850577797934,859
"RPS16",0.130304305197118,4.23264460431131e-08,2.06209006086769e-07,6.68569237101965,860
"RNASE1",0.134663554857989,4.24146973754003e-08,2.06561793566083e-07,6.68495000410326,861
"TMEM160",0.19748734254096,4.41951456470559e-08,2.14591619333173e-07,6.66838724298716,862
"AL445222.1",0.138177781058617,4.43062943905734e-08,2.15051243558563e-07,6.66745804174481,863
"HIST3H2A",0.104233755792917,4.60673408247782e-08,2.23100727455164e-07,6.65149901362809,864
"SEC61B",0.109090034758736,4.63036876925912e-08,2.24014609388848e-07,6.64972365769233,865
"HSPE1",0.131711339479136,4.78333385805416e-08,2.30881717900601e-07,6.6366104548231,866
"TBCB",0.106565973421348,4.79215019348065e-08,2.31221690060579e-07,6.63597142876454,867
"BHLHE40",0.15755740775685,4.94805853668921e-08,2.38127599392992e-07,6.62319026621024,868
"AC124016.1",0.138615395258633,4.94800638321929e-08,2.38127599392992e-07,6.62319026621024,869
"ATP5ME",0.203027555704887,4.97616905428565e-08,2.3930382303095e-07,6.62105036320026,870
"AIP",0.100698331617175,4.99333163802674e-08,2.39952215265825e-07,6.61987523625758,871
"ABCA5",0.105799409727733,5.10890048190992e-08,2.45415396261765e-07,6.61009819506549,872
"MT1E",0.150663687812841,5.14781931875269e-08,2.46830366011664e-07,6.60760141279089,873
"GOLGA4",0.119094985095301,5.17105857258021e-08,2.47853531435469e-07,6.60580488885481,874
"OCIAD2",0.105365912055954,5.28770227553686e-08,2.52979505053381e-07,6.59691466144379,875
"NKX2-5",0.116734561144049,5.48987077471379e-08,2.62075016997867e-07,6.5815743773636,876
"AC011455.6",0.109799588400717,5.6695164281877e-08,2.70452938026423e-07,6.56790829630092,877
"DUSP23",0.145912428273267,5.67432216893211e-08,2.7058321655288e-07,6.56769914485785,878
"FOXS1",0.149518044565679,5.84579751661367e-08,2.77744594578053e-07,6.55635438447627,879
"FGF2",0.10594336062631,6.0847005872568e-08,2.8762836193912e-07,6.54116829205011,880
"MRPS18C",0.103720325233013,6.19956719145324e-08,2.92633931635661e-07,6.53367531776047,881
"NDUFC2",0.139370334269734,6.58612283737787e-08,3.09424402179691e-07,6.50944543945989,882
"DUSP1",0.141433831349353,6.70665257991361e-08,3.14746897974931e-07,6.50203854143935,883
"CMC2",0.115908530224325,6.79701887241981e-08,3.18643853824943e-07,6.49669445401027,884
"ECSIT",0.108258494257811,7.1123481677008e-08,3.32470411480838e-07,6.47824699908986,885
"ANKRD36C",0.286846698882277,7.19704175246043e-08,3.36188461803685e-07,6.47341719589649,886
"COL5A3",0.157630418309877,7.43409757362955e-08,3.46641045960946e-07,6.4601200135237,887
"AC016876.1",0.101201077009661,7.51238438270917e-08,3.49416965475367e-07,6.45665601225103,888
"FAM201A",0.105124484690434,7.55959777470478e-08,3.51267410887496e-07,6.45436214035386,889
"UBALD2",0.107842287579866,7.69085276014217e-08,3.56827113830573e-07,6.44754215278356,890
"HAGHL",0.149257725415784,8.39765701897439e-08,3.8700439166595e-07,6.41228410664655,891
