"","logFC","pvalue","padj","piValue","rank"
"GNG7",0.164704329761825,8.52415051207306e-16,1.5505156342881e-14,13.8095238502904,298
"MGST2",0.146164350874743,9.88659506738364e-16,1.79084684540024e-14,13.746941553761,299
"MICOS13",0.247267018726512,1.07987505269738e-15,1.94526663498331e-14,13.7110208621195,300
"NDUFA8",0.15693688632376,1.1157276270353e-15,1.99606580408702e-14,13.6998251454731,301
"ESRP1",0.21936654575744,1.18885757004873e-15,2.11818038641742e-14,13.6740370576894,302
"CLEC3B",0.197949340142949,1.19724855606631e-15,2.13022041858347e-14,13.6715754568327,303
"SHISA4",0.174228537811229,1.23602723357445e-15,2.19622168668638e-14,13.6583238243106,304
"APOL3",0.167054397083305,1.26036805657829e-15,2.22431937671098e-14,13.6528028548665,305
"RORA",0.151758489892496,1.61976786834185e-15,2.83177111781695e-14,13.547941852072,306
"IGSF5",0.155350758801264,1.6611712205996e-15,2.89252270481442e-14,13.5387232233747,307
"SUCLG1",0.110165706143931,1.75977595549684e-15,3.04835934121932e-14,13.5159338395929,308
"GPR183",0.213330651562542,1.76001731631509e-15,3.04835934121932e-14,13.5159338395929,309
"SNX7",0.109977478678049,1.87455354358237e-15,3.22532022630623e-14,13.4914271599082,310
"TMEM155",0.294953220688866,1.90015449696584e-15,3.25648028244789e-14,13.4872515470769,311
"PCDH7",0.106329049342456,2.0139001137837e-15,3.43786456596426e-14,13.4637112362624,312
"CMC1",0.112062890826946,2.11432569773196e-15,3.59987411877548e-14,13.4437126854763,313
"LINC00957",0.209401401687549,2.13437189118693e-15,3.62926704105085e-14,13.4401810752858,314
"NDUFA4",0.176673542510543,2.1803329122279e-15,3.69777657233762e-14,13.4320593333965,315
"AC018647.1",0.100292623233206,2.22275097465045e-15,3.75993751120508e-14,13.4248193728288,316
"HBG2",0.366446250088871,2.25763169050371e-15,3.81399384812815e-14,13.418620011795,317
"CPVL",0.120794147320383,2.28419308758822e-15,3.85387402953759e-14,13.4141024851063,318
"RILP",0.113559330267319,2.35244695060205e-15,3.96390350513591e-14,13.4018769262597,319
"S100A10",0.178423254798468,2.58377243990683e-15,4.32574584868612e-14,13.3639390003282,320
"PLIN5",0.213033192870819,2.77121087341112e-15,4.598235650258e-14,13.3374087757844,321
"CPE",0.171633025605044,2.84456426363597e-15,4.70200343806595e-14,13.3277170576584,322
"MRPL40",0.134527113069506,2.88122141102275e-15,4.75055494849036e-14,13.3232556541668,323
"ATP5F1C",0.1334735495557,2.89465333809638e-15,4.76667535801173e-14,13.3217844253805,324
"DYNC2H1",0.114477856685194,3.16236001192803e-15,5.18134413009615e-14,13.2855575621544,325
"COX7A2",0.188556719249934,3.39004129365901e-15,5.54046598394748e-14,13.2564537071585,326
"AC106791.1",0.147136273803855,3.56447564066797e-15,5.7964951752608e-14,13.2368345212862,327
"ATP5MD",0.188613610501566,3.68616549977041e-15,5.97947393631911e-14,13.2233370228015,328
"MCEE",0.101910747813394,3.76407564177629e-15,6.08315669393388e-14,13.2158709965513,329
"LMO2",0.114457800321749,3.79196648416338e-15,6.12064689188846e-14,13.2132026747939,330
"KLF2",0.130023856250621,3.87131043129573e-15,6.24099266315932e-14,13.2047463279705,331
"NDUFC1",0.148113758459573,3.99695374158941e-15,6.43558897503816e-14,13.191411700989,332
"NDUFB3",0.155043133986227,4.19215361163498e-15,6.71671589716749e-14,13.172843021048,333
"ASNA1",0.100651180266848,4.75947385399294e-15,7.57912796138901e-14,13.1203807605082,334
"SEMA3C",0.179745682151592,5.01997739134317e-15,7.98421282169484e-14,13.0977678953109,335
"MYL2",0.200966081117942,5.1312581296482e-15,8.1413465361158e-14,13.0893037591352,336
"TEF",0.101951899921762,5.14946117573141e-15,8.16030044397194e-14,13.0882938512024,337
"MYH14",0.216856937574886,5.24263282709566e-15,8.29786618094436e-14,13.0810335732846,338
"MRPL33",0.163276723348402,5.76113651992055e-15,9.08545858437773e-14,13.0416531469868,339
"CHCHD2",0.128954674518693,5.98796140838749e-15,9.3864173904074e-14,13.0275001377093,340
"MZT2A",0.280670123061675,6.06593967047676e-15,9.48584954224915e-14,13.0229237680975,341
"AC007541.1",0.122378620328883,6.4880114488478e-15,1.01216082913724e-13,12.9947504740009,342
"MZT2B",0.286268768146563,6.71724517113005e-15,1.0454213785427e-13,12.9807086229601,343
"CLTB",0.170636164863956,7.26090352690589e-15,1.12332981966674e-13,12.9494927122772,344
"PPM1L",0.131264078848796,9.33912820617633e-15,1.42791219302405e-13,12.8452984979223,345
"MAF1",0.122267288411925,9.47702962247952e-15,1.44563106948078e-13,12.8399425264965,346
"GIMAP2",0.176181994480105,1.09489119078768e-14,1.64705472359267e-13,12.7832919711038,347
"DCN",0.154921901702098,1.09636782669602e-14,1.64733055250801e-13,12.7832192467767,348
"AL451165.2",0.224492928077663,1.11247981696185e-14,1.66196583881059e-13,12.7793779072478,349
"POLE4",0.170583947824254,1.2204510061733e-14,1.81495119983035e-13,12.7411350477239,350
"NBEAL1",0.144115623236737,1.2731343792245e-14,1.88684301975522e-13,12.7242642304604,351
"MARCH9",0.12756935643699,1.28831383238545e-14,1.90717241793087e-13,12.7196100427846,352
"CCDC146",0.140688036427607,1.32868160048148e-14,1.96470129631286e-13,12.7067034683033,353
"PARP9",0.117597799927892,1.35629490065835e-14,2.00099525954595e-13,12.6987539402271,354
"MRPS28",0.115773570106026,1.36611187884147e-14,2.01320125693226e-13,12.6961128071252,355
"KLHDC9",0.134948949355653,1.37567660539431e-14,2.02500838459961e-13,12.6935731742381,356
"ADHFE1",0.180343285153745,1.46838994692281e-14,2.15661505492874e-13,12.6662273673869,357
"PPP1R1A",0.161718639015276,1.58181991498294e-14,2.3127909564134e-13,12.6358636195333,358
"ATP5IF1",0.14172889252929,1.5933565452561e-14,2.32184983946705e-13,12.6341658707299,359
"AKAP7",0.120297089239119,1.92769495592443e-14,2.77801078620623e-13,12.5562660723562,360
"ZNF844",0.116482181028178,1.98217973627612e-14,2.84709120269969e-13,12.5455986205964,361
"GSTO1",0.154387369615343,2.09540315792995e-14,3.0031041742552e-13,12.52242960236,362
"MT-ND3",0.208373418773804,2.10037726430091e-14,3.00692868068194e-13,12.5218768725159,363
"JADE1",0.101885363177901,2.19873273635823e-14,3.13397511995454e-13,12.5039044556368,364
"SLC25A4",0.101203432538338,2.47459782608446e-14,3.50420248075935e-13,12.4554108072597,365
"LINC00882",0.175363847813764,2.51699805351862e-14,3.56037837461929e-13,12.4485038454886,366
"SMTN",0.102941320310093,2.52594729318491e-14,3.56530352789152e-13,12.447903491092,367
"AP001528.3",0.119565272986126,2.57855974066072e-14,3.62778599112159e-13,12.4403583405801,368
"SOX18",0.212255398638116,2.64869560740957e-14,3.71443958191781e-13,12.4301067013759,369
"MTLN",0.274088218212872,2.69176724453551e-14,3.77078715394545e-13,12.4235679811122,370
"AL139383.1",0.1683784262695,2.69906362027889e-14,3.77695147378512e-13,12.4228585949455,371
"TOMM7",0.183944340431418,2.90122621667207e-14,4.03818487917152e-13,12.3938138017455,372
"TINAGL1",0.12658288511297,2.90116151724002e-14,4.03818487917152e-13,12.3938138017455,373
"TIMM8B",0.165264674369682,2.92690911202969e-14,4.06958940715258e-13,12.3904494058124,374
"CD74",0.225516496662774,3.04009902187354e-14,4.21797568545476e-13,12.3748959280824,375
"MT-CO1",0.103590812091633,3.15269382211413e-14,4.35619026570125e-13,12.3608931597841,376
"CISD1",0.149843114144742,3.52603519085171e-14,4.84068957464084e-13,12.3150927670479,377
"COX14",0.193258925901036,3.833974969834e-14,5.24137332878145e-13,12.2805549055797,378
"RPS20",0.15437251160772,3.9136416790436e-14,5.34468217571588e-13,12.2720781152329,379
"APOA1",0.25956748451275,4.1584074619555e-14,5.6670794272543e-13,12.2466407004383,380
"FAM98C",0.117889755764481,4.31027712584089e-14,5.86791589511659e-13,12.2315161195303,381
"HSBP1L1",0.181692994527597,4.53300824961641e-14,6.13986834290857e-13,12.2118409413281,382
"AC074143.1",0.138008370086777,4.55530375501192e-14,6.16289124199849e-13,12.2102154962993,383
"ALKBH7",0.208160286737251,4.58078887995736e-14,6.19094803859108e-13,12.2082428410602,384
"ATP5MC3",0.116304723692647,4.62388014622284e-14,6.24271685994185e-13,12.204626362162,385
"CHCHD10",0.227043497013663,4.76249557703865e-14,6.41657720203905e-13,12.1926965760853,386
"MOB2",0.129229074311682,4.8051051582057e-14,6.46730458960978e-13,12.1892766846735,387
"CHRM2",0.131564635428557,5.32918383273039e-14,7.15053657885491e-13,12.1456613673609,388
"RBX1",0.141151793744397,5.36195716044214e-14,7.18711667898112e-13,12.1434453045482,389
"KY",0.189974378348901,5.60090779484999e-14,7.49969604316566e-13,12.1249563378684,390
"AC010680.1",0.556441455629327,6.22727178050431e-14,8.27047643190807e-13,12.0824694716096,391
"FXYD1",0.263877659833548,6.29985899821266e-14,8.3583683677202e-13,12.0778784926632,392
"UQCC2",0.151485038482819,6.49043703138248e-14,8.58302641425871e-13,12.066359550932,393
"A2M-AS1",0.162006916788596,6.52520713370243e-14,8.60482825457503e-13,12.0652577934172,394
"TPM1",0.136540925170832,6.96698368860126e-14,9.1596170631792e-13,12.0381226825357,395
"PDLIM4",0.193866255318143,8.25004062597174e-14,1.0716835641825e-12,11.9699334297704,396
"HIGD1A",0.132619107317077,8.51242376838866e-14,1.10356889450621e-12,11.957200549163,397
"LPAR6",0.101333065519431,9.15490536606411e-14,1.18099184751937e-12,11.9277531003455,398
"UBL5",0.195777500064486,1.09436203697078e-13,1.39654302213043e-12,11.8549456808108,399
"UQCRFS1",0.106373794318862,1.1073876842721e-13,1.41040529084733e-12,11.8506560715386,400
"EGFLAM",0.208056679702029,1.11275313035981e-13,1.41585622694173e-12,11.8489808448214,401
"MYADML2",0.147230650613364,1.11666494572471e-13,1.41944875459471e-12,11.8478802818972,402
"UBC",0.109625734152649,1.17792313662145e-13,1.48429696114174e-12,11.8284792016964,403
"RABGAP1L",0.103140884139929,1.21243647800918e-13,1.52190534612085e-12,11.8176123573787,404
"GPR155",0.133140107066643,1.24541376449281e-13,1.55879907068284e-12,11.8072098617948,405
"MRPL22",0.113990079730314,1.28072381156893e-13,1.60145732986405e-12,11.7954846284341,406
"NAA38",0.242023182011582,1.4314340131997e-13,1.77459718632609e-12,11.7509002114027,407
"SMIM29",0.146334407537527,1.54881964208708e-13,1.90743208423982e-12,11.7195509165264,408
"CEBPB",0.12336541151532,1.55521936031501e-13,1.91350668841777e-12,11.718170015416,409
"ANAPC16",0.112659874195578,1.57292464889859e-13,1.93346684928703e-12,11.7136632698258,410
"RPS25",0.133155534636143,1.76814381409357e-13,2.1491268987333e-12,11.6677379401193,411
"TP53TG1",0.163475094076244,1.84193390037286e-13,2.23050157183499e-12,11.6515974663748,412
"SVIP",0.138454055863375,1.84816948527147e-13,2.23597647744996e-12,11.6505327695546,413
"DYNLT1",0.134548756924659,1.85877143558959e-13,2.24671891222979e-12,11.6484512589131,414
"LPP",0.107114192194081,1.96253137934304e-13,2.36993835642518e-12,11.6252629501133,415
"LIN7A",0.127186697125505,1.99722565690544e-13,2.40737680382263e-12,11.6184559284149,416
"MORN2",0.131688511124445,2.00354931117706e-13,2.41276917048673e-12,11.6174842250365,417
"CDH6",0.177052773240414,2.00940462751903e-13,2.41758811366266e-12,11.6166176882563,418
"IFI6",0.205642270924945,2.04559515902758e-13,2.45886194138597e-12,11.6092658550667,419
"CBFA2T3",0.136965248454591,2.09569121708156e-13,2.5144438687376e-12,11.5995580549206,420
"LIMD1",0.12093273663393,2.18032465665584e-13,2.61118403784256e-12,11.5831625177585,421
"NDUFA2",0.196979085616051,2.41191399518447e-13,2.87796727586421e-12,11.5409141485483,422
"ECHDC3",0.118177004876819,2.57075191503028e-13,3.05631234966499e-12,11.5148022637076,423
"MT-TY",0.332314687420617,2.57842377801699e-13,3.06264143104714e-12,11.5139038466911,424
"BORCS6",0.146179096319392,2.65239765401677e-13,3.14764060088141e-12,11.5020148614351,425
"NENF",0.231843879402351,2.92751650824284e-13,3.45214017183572e-12,11.4619115783627,426
"GIHCG",0.21159179685335,3.04770754214071e-13,3.58414804009009e-12,11.4456140604869,427
"ZBED5-AS1",0.121442975090082,3.05822568226966e-13,3.59004314564905e-12,11.4449003319775,428
"TPT1",0.144603190608572,3.1026589990891e-13,3.63892793760072e-12,11.4390265447469,429
"SOX15",0.146332728633527,3.10873775291358e-13,3.64278147111401e-12,11.4385668811149,430
"ZNF540",0.145688722755778,3.11376289970907e-13,3.64539459048525e-12,11.4382554552211,431
"ACADS",0.129657872489635,3.15272232238107e-13,3.68769547340753e-12,11.4332449497874,432
"EBF3",0.115428813630176,3.30418873519305e-13,3.85449279824577e-12,11.4140327614302,433
"TNNI1",0.156773888515135,3.43373518168012e-13,3.9913346024485e-12,11.3988818628184,434
"FMC1",0.218377416551931,3.53343755415029e-13,4.10357013189921e-12,11.386838139885,435
"RPS23P8",0.160274986186212,3.86841286670804e-13,4.46081702985025e-12,11.3505855899294,436
"NOP10",0.170748746988867,4.13826649999923e-13,4.74681369331486e-12,11.3235978134793,437
"HSPB1",0.199297875885423,4.24104406847405e-13,4.84765089754939e-12,11.3144686633317,438
"CHCHD1",0.140097276582265,4.51579110642889e-13,5.14366354672887e-12,11.2887274468836,439
"RPL24",0.16865955060373,4.64296120823947e-13,5.27010444541855e-12,11.278180777649,440
"SLFN11",0.20968351064644,5.0619279363963e-13,5.70593467126021e-12,11.2436732050017,441
"FABP3",0.16936357254003,5.15046391720778e-13,5.79571616982087e-12,11.2368928911268,442
"NDUFB1",0.1886358638873,5.22688203783452e-13,5.87540301708994e-12,11.2309623380613,443
"PFDN5",0.177952001151637,5.29090865917486e-13,5.93327865287691e-12,11.2267052548035,444
"AC016650.1",0.186987378871306,5.39644107305492e-13,6.04642478305689e-12,11.2185013453393,445
"TSPAN15",0.12626662181116,5.41100508866843e-13,6.05753891557199e-12,11.2177037871345,446
"ATP5F1E",0.188549710567079,5.66486496241261e-13,6.3092373048493e-12,11.2000231374778,447
"LINC01505",0.168247603354231,5.79147122177697e-13,6.43924703106694e-12,11.1911649135985,448
"RRAD",0.164417897633211,6.09790034622208e-13,6.75690877786137e-12,11.1702519442597,449
"RPL31",0.180513666960031,6.14895097204533e-13,6.80769257872794e-12,11.1670000643184,450
"AC114491.1",0.20111000610572,6.32890859807559e-13,6.99505304543236e-12,11.1552089877838,451
"SELENOW",0.13973897386912,6.34129393378226e-13,7.00280740765353e-12,11.1547278175251,452
"SCN4B",0.166795849452876,6.58407522723802e-13,7.24637207710028e-12,11.139879370152,453
"C1orf122",0.187549057466164,6.85625050793638e-13,7.49532431890245e-12,11.125209570706,454
"PCDH17",0.176808997217444,6.90046364517178e-13,7.53734060806787e-12,11.122781858768,455
"HIST1H1C",0.182242898814719,7.02622631061314e-13,7.66187655041944e-12,11.1156648497301,456
"LSP1",0.145491781072886,7.63236875514297e-13,8.30896104378753e-12,11.0804532771977,457
"UBE3A",0.107291220181122,7.70237663216317e-13,8.36422947849059e-12,11.0775740605178,458
"MS4A6A",0.1894123148698,7.79705589002277e-13,8.46000024273519e-12,11.0726296245002,459
"MRPL54",0.219425264655873,7.95443703453329e-13,8.62358834616652e-12,11.0643119830543,460
"CFAP36",0.103756202618137,8.13057198941763e-13,8.7926135892193e-12,11.0558820124506,461
"SERP2",0.153161078106318,8.41644277214828e-13,9.0791767274076e-12,11.0419535302183,462
"NDUFB2",0.194902736876818,9.29007715268942e-13,9.9885561603772e-12,11.0004972842364,463
"SMIM19",0.119083440017697,9.36521528437775e-13,1.00610492371379e-11,10.9973567256282,464
"ATP6V0E1",0.122663326004866,1.01115473656796e-12,1.08182773374236e-11,10.9658418891753,465
"BANCR",0.194469012106968,1.19684044012206e-12,1.27110692345862e-11,10.89581791576,466
"RPS13",0.133744125717721,1.3654256734253e-12,1.43976079728937e-11,10.8417096558537,467
"NDUFAB1",0.134854958206944,1.36557591339285e-12,1.43976079728937e-11,10.8417096558537,468
"MT2A",0.224203118255205,1.37539508878437e-12,1.44894206364505e-11,10.8389489795684,469
"NIPSNAP3A",0.104528399046887,1.39066290287283e-12,1.46384387241868e-11,10.8345052408752,470
"DCXR",0.18487582294884,1.50092432321964e-12,1.57103170332508e-11,10.8038150508351,471
"TNFSF12",0.145116589833246,1.50088655885697e-12,1.57103170332508e-11,10.8038150508351,472
"VWA1",0.156122583974909,1.5132017987304e-12,1.58261249872028e-11,10.8006254087438,473
"BOLA1",0.147509436409782,1.53785218925751e-12,1.60453346018371e-11,10.7946512219018,474
"AHR",0.124205223709072,1.56034651645967e-12,1.62540249741749e-11,10.7890390772928,475
"NDUFA6",0.148368097586221,1.56892834361656e-12,1.63303778590959e-11,10.7870037662602,476
"NDUFS3",0.131611124075744,1.61151234254701e-12,1.67468876266917e-11,10.7760658938301,477
"ZNF563",0.11397722357852,1.62503737720414e-12,1.68646585712179e-11,10.7730224467746,478
"ABCA6",0.226400222937881,1.80080166450199e-12,1.86249447330967e-11,10.7299050072855,479
"ZBTB20",0.283062103480089,1.80888123391779e-12,1.86936838769856e-11,10.7283051058017,480
"C11orf1",0.106234920286745,1.84847965955816e-12,1.90726833227512e-11,10.7195882020623,481
"C3orf14",0.127263282850858,1.86145324095771e-12,1.91913621885932e-11,10.7168941982716,482
"OXCT1-AS1",0.112036137881742,1.88016028659229e-12,1.93689182130621e-11,10.7128946346871,483
"SLC2A4RG",0.11284910226952,1.90120465721307e-12,1.95702534643827e-11,10.7084035495352,484
"KIAA1755",0.161111538276385,1.9976950214365e-12,2.048265602954e-11,10.6886137281561,485
"C15orf61",0.13177959888243,2.03960543167526e-12,2.08795400627228e-11,10.6802790722608,486
"DOK7",0.121623612417407,2.13581598805486e-12,2.17960188702750e-11,10.6616228247699,487
"LPAR4",0.169950704038845,2.15114078635606e-12,2.19352448285033e-11,10.6588575138884,488
"SMIM26",0.160635199226561,2.17353980266115e-12,2.21463328955521e-11,10.6546981762163,489
"TCAP",0.241515004898691,2.31218675529123e-12,2.34308777486466e-11,10.6302114419086,490
"NDUFA12",0.131197275949658,2.44377758051289e-12,2.46685349884281e-11,10.6078566415655,491
"UROD",0.100687634224562,3.39401614794933e-12,3.36870308992048e-11,10.4725372650923,492
"ANKRD12",0.202224292519373,3.40392390239039e-12,3.37340239627473e-11,10.4719318509074,493
"FIS1",0.200102882448702,3.42043968287484e-12,3.38719622961683e-11,10.4701596427498,494
"SNTA1",0.110349614125734,3.45042845257665e-12,3.41430105299732e-11,10.4666981879983,495
"IQSEC2",0.103374443329349,3.53544586667495e-12,3.49048334543336e-11,10.4571144298546,496
"RNH1",0.105160783093074,3.55064964834541e-12,3.50284211147662e-11,10.4555794378064,497
"COMMD6",0.179372965037792,3.9519291757073e-12,3.87526769244922e-11,10.4116982922962,498
"CYB5A",0.10046759588585,3.94920267772999e-12,3.87526769244922e-11,10.4116982922962,499
"COX17",0.153842236749842,4.01204559706658e-12,3.93126210946224e-11,10.4054679994518,500
"CISD3",0.14905259687113,4.07374530693085e-12,3.98872269466908e-11,10.3991661558088,501
"CRYL1",0.109548642021389,4.11885767187049e-12,4.02081899375262e-11,10.3956854772039,502
"SDHAF1",0.151659575092908,4.34565392719875e-12,4.22010562312183e-11,10.3746766791414,503
"SERPINI1",0.136944844478733,4.35185937046854e-12,4.22298734446806e-11,10.3743802200754,504
"ITGB8",0.151347862828226,4.38284019700534e-12,4.24357845949099e-11,10.3722677637456,505
"RPL41",0.13092254644071,4.76907486006936e-12,4.6038693060714e-11,10.3368770135517,506
"RAB9B",0.103241050480008,4.90421517758194e-12,4.7273299590557e-11,10.3253840836721,507
"CDKN3",0.108321933301429,5.2564509976207e-12,5.05192585931976e-11,10.2965430316568,508
"CYGB",0.107606539426019,5.38705264811878e-12,5.1584391069578e-11,10.2874816917421,509
"RPS7",0.136850048843714,5.45483139613741e-12,5.21568262964986e-11,10.2826888429635,510
"PDK4",0.243776516534587,5.65918030060892e-12,5.39919747480187e-11,10.2676707879856,511
"VEGFB",0.157512257689973,5.95871329912964e-12,5.67252108374079e-11,10.2462238812455,512
"SF3B6",0.123518378001941,6.02846625624442e-12,5.73055808410639e-11,10.241803081166,513
"RPS21",0.207958614550401,6.22695033421942e-12,5.90202661765187e-11,10.2289988361995,514
"CTNNA3",0.122319694206584,6.53184155320785e-12,6.16859359427493e-11,10.2098138414561,515
"TP53I13",0.157642846795989,6.59200626946258e-12,6.2164096721859e-11,10.206460372504,516
"ECM2",0.11512309266251,6.79086968350228e-12,6.39469475900626e-11,10.1941801810748,517
"SLC16A14",0.152178519896726,8.01239837645968e-12,7.47479968710924e-11,10.1264004412575,518
"NDUFS7",0.142631482624051,8.11650365641722e-12,7.566507554467e-11,10.121104529986,519
"ADGRG1",0.200471832727798,8.34870244696003e-12,7.766317925339e-11,10.1097848349599,520
"SKP1",0.101473355191427,8.38147871401461e-12,7.78570123847425e-11,10.1087022655256,521
"SMIM20",0.1109352084769,9.25690363342223e-12,8.51400121206578e-11,10.0698662923321,522
"HAX1",0.114855612976333,9.38065769178217e-12,8.62174331333496e-11,10.0644049111112,523
"CASQ2",0.168697401876569,9.57759626094752e-12,8.77800494977354e-11,10.0566041785994,524
"C1QA",0.203100332382445,9.64486953090687e-12,8.83345424312411e-11,10.0538694362437,525
"ZDHHC14",0.102365361887138,9.89190500765378e-12,9.02169406362382e-11,10.044711904431,526
"IGSF11",0.14907019499264,1.0474664323866e-11,9.53318716761064e-11,10.0207618802745,527
"RPL27",0.154326218745621,1.12265115632635e-11,1.01819307237888e-10,9.9921698621581,528
"AL359220.1",0.174294618049082,1.18235371301111e-11,1.07010805864614e-10,9.97057236539496,529
"UQCR10",0.196337773538678,1.35577007093617e-11,1.21192277348523e-10,9.91652505353425,530
"LDHB",0.204547050399895,1.36372066209258e-11,1.21819485445284e-10,9.91428323925215,531
"EMC6",0.10166396393107,1.43087448491637e-11,1.27469023444531e-10,9.89459534136017,532
"RPS13P2",0.156381548072299,1.44712618662045e-11,1.28740925824719e-10,9.89028337201984,533
"MRPS33",0.123495448656518,1.47297258419032e-11,1.30772691919742e-10,9.88348293633869,534
"FPGT-TNNI3K",0.249538712387023,1.51428712998997e-11,1.34166662699248e-10,9.87235538285822,535
"CDPF1",0.10349908632887,1.54741136076812e-11,1.36822637065341e-10,9.86384204341089,536
"HNMT",0.107104328791638,1.56593656423718e-11,1.38366833812881e-10,9.85896799671598,537
"SLC22A18",0.179253054212166,1.59061337912373e-11,1.40452130606172e-10,9.85247166832794,538
"RPL34",0.192777973249035,1.81029819235342e-11,1.59096421999146e-10,9.79833958731445,539
"HINT1",0.127115921539737,1.89920701507794e-11,1.66573355014435e-10,9.77839446688877,540
"RPL23",0.161846785678193,1.987233227802e-11,1.73593407615497e-10,9.76046677161676,541
"ALDH3B1",0.274837861877146,2.01036110178764e-11,1.75144485567899e-10,9.75660353191257,542
"PLXNC1",0.100582541404762,2.06413937420432e-11,1.79470038122485e-10,9.74600804493629,543
"CAMK2B",0.155400155787021,2.12622605483984e-11,1.84131741083806e-10,9.7348713402883,544
"MIR133A1HG",0.156802530022047,2.27200956872914e-11,1.959758518212e-10,9.70779743918896,545
"JOSD2",0.212432909691968,2.30218401283916e-11,1.98185372247184e-10,9.70292840326532,546
"NME3",0.183648245470135,2.34043321609664e-11,2.01345184725148e-10,9.69605875231085,547
"LIN7B",0.157914992192525,2.34738967382258e-11,2.01810521595215e-10,9.69505619512773,548
"BSG",0.109453849762811,2.44471232080899e-11,2.09624839500269e-10,9.67855725690428,549
"IFI35",0.170316250280067,2.46102596345555e-11,2.1074655689683e-10,9.67623951199585,550
"SEC61G",0.153319579182796,2.48783077946922e-11,2.12849189153839e-10,9.67192799992276,551
"EIF1",0.102395555047352,2.50971580370642e-11,2.14454900489185e-10,9.6686640252883,552
"ATP5MG",0.146819540899631,2.51090808961038e-11,2.14454900489185e-10,9.6686640252883,553
"AC105271.1",0.430004868384985,2.54151156320837e-11,2.16926661042955e-10,9.66368706839948,554
"RPL35A",0.166807713775646,2.5524131697148e-11,2.17714666837282e-10,9.66211231275065,555
"RPL37",0.164952249298798,2.63821040715795e-11,2.24592298499699e-10,9.64860514022251,556
"C2CD4B",0.180602985293728,2.85011544385999e-11,2.40746150380972e-10,9.61844064867557,557
"SCUBE2",0.124861148861258,2.93589164345357e-11,2.47831060284282e-10,9.60584426509177,558
"ZNF385D",0.172895786672163,3.15920240409588e-11,2.65307905693615e-10,9.57624980863826,559
"RPL29",0.179641947932982,3.1832108715552e-11,2.66980297021369e-10,9.57352078811346,560
"NOSIP",0.180480878826865,3.23974346510105e-11,2.71547135423187e-10,9.56615477426139,561
"EEF1A2",0.135737902150815,3.29244214517806e-11,2.75786965044394e-10,9.55942626442221,562
"HEIH",0.162645246964032,3.31189728674193e-11,2.77238539240618e-10,9.55714639810012,563
"SSUH2",0.160185807881966,3.35784027745292e-11,2.80904123787947e-10,9.5514418851302,564
"SOD1",0.113735146301663,3.41683420338641e-11,2.85107816254418e-10,9.54499087630811,565
"ATP5PF",0.138719210734735,3.60873550467407e-11,3.00351808882956e-10,9.52236974814972,566
"UQCR11",0.185457878024446,3.69112354513991e-11,3.06621867998183e-10,9.51339687488194,567
"MIR3936HG",0.156149272438696,3.79750135650343e-11,3.15057332643243e-10,9.501610408163,568
"SLC26A9",0.105739688455903,3.84570981590272e-11,3.18854084036893e-10,9.49640801598792,569
"ENPEP",0.161520460011001,3.8712144123005e-11,3.20764792663425e-10,9.49381330619556,570
"RPL35",0.182672844543552,3.93681505880917e-11,3.2557984779321e-10,9.48734248419764,571
"S100A4",0.230887848381175,3.96255647876306e-11,3.27293613654388e-10,9.48506246881885,572
"C1QTNF2",0.115674037273829,3.96867767917343e-11,3.27591736023923e-10,9.48466706248084,573
"DNAJC4",0.133470291168976,4.06029627269169e-11,3.34519166067246e-10,9.4755789945515,574
"OST4",0.139040434696128,4.08333600950276e-11,3.36204976236963e-10,9.47339586276966,575
"ATP5PD",0.137955232578881,4.11508978096766e-11,3.38392187410973e-10,9.47057967223902,576
"PPP1R35",0.15550454237121,4.14508330896368e-11,3.40643834376208e-10,9.46769946734582,577
"RPL13AP5",0.135482432202893,4.44055320472938e-11,3.62784818860137e-10,9.44035089477406,578
"MT-RNR2",0.116093690114164,4.51006362490585e-11,3.67396938138801e-10,9.43486446739593,579
"B3GNT8",0.122403232351768,4.59964474157014e-11,3.74226866622319e-10,9.42686503669979,580
"LARGE1",0.119035165111452,4.71539115862501e-11,3.82689057192205e-10,9.41715395603782,581
"DAD1",0.112383823350946,5.40663499651601e-11,4.34998973624687e-10,9.36151176775723,582
"CKM",0.189468323603166,5.92633737844687e-11,4.73888976638283e-10,9.32432339351804,583
"RPL13A",0.125362526291967,6.22495770253618e-11,4.95943178720079e-10,9.3045680787153,584
"RPL10",0.121302420205202,6.40765680043595e-11,5.0925447892313e-10,9.29306514266546,585
"C9orf24",0.184357719905004,6.51143917731333e-11,5.17187513705971e-10,9.28635196869894,586
"MVP",0.107584988977084,6.79267155560238e-11,5.37560815704892e-10,9.26957239572684,587
"CYSTM1",0.123214650267074,7.30957492576216e-11,5.76021004119577e-10,9.23956168010645,588
"LAMTOR5",0.108242623040369,7.35417736262103e-11,5.78836337738705e-10,9.23744421289502,589
"GKAP1",0.158556110399091,7.35348956543722e-11,5.78836337738705e-10,9.23744421289502,590
"PPP1R16A",0.164954045600739,7.52533900638201e-11,5.91594161068319e-10,9.22797612106514,591
"IFIH1",0.117634687608552,7.53073136458085e-11,5.91661436487129e-10,9.22792673639585,592
"MT-RNR1",0.142109086636607,7.69239385279161e-11,6.03187269844355e-10,9.21954783274619,593
"SAMD9",0.138121903529948,7.69593326959827e-11,6.03187269844355e-10,9.21954783274619,594
